"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2001120101,"麻布",1,17,29,46,12,4,,,3,,26,"WNW",99,53,
2001120102,"麻布",1,26,31,57,10,7,,,19,,13,"NNW",93,55,
2001120103,"麻布",1,29,31,60,9,6,,,15,,12,"N",90,57,
2001120104,"麻布",1,30,34,64,7,5,,,10,,13,"W",91,55,
2001120105,"麻布",1,23,35,58,6,6,,,10,,9,"NNW",94,53,
2001120106,"麻布",1,20,34,54,7,6,,,14,,7,"NE",95,53,
2001120107,"麻布",2,53,42,95,4,7,,,21,,8,"NE",94,53,
2001120108,"麻布",3,76,46,122,4,9,,,20,,6,"W",97,56,
2001120109,"麻布",3,88,47,135,4,11,,,21,,8,"W",107,53,
2001120110,"麻布",3,77,57,134,5,10,,,27,,16,"WNW",118,48,
2001120111,"麻布",4,79,52,131,6,10,,,38,,6,"WSW",123,49,
2001120112,"麻布",6,73,56,129,5,8,,,45,,7,"SE",128,50,
2001120113,"麻布",7,27,52,79,13,6,,,32,,9,"E",134,50,
2001120114,"麻布",9,18,47,65,16,6,,,34,,8,"E",137,48,
2001120115,"麻布",8,11,36,47,18,7,,,29,,5,"ESE",138,47,
2001120116,"麻布",6,15,48,63,9,7,,,35,,3,"SW",139,47,
2001120117,"麻布",5,19,59,78,5,7,,,39,,4,"E",137,47,
2001120118,"麻布",4,31,59,90,3,8,,,37,,0,,135,49,
2001120119,"麻布",4,34,55,89,2,8,,,43,,3,"E",132,54,
2001120120,"麻布",5,74,57,131,2,14,,,45,,0,,130,60,
2001120121,"麻布",6,122,56,178,3,19,,,48,,14,"WSW",123,59,
2001120122,"麻布",7,165,59,224,3,24,,,66,,3,"S",124,56,
2001120123,"麻布",7,185,60,245,3,26,,,76,,14,"W",117,60,
2001120124,"麻布",7,203,60,263,3,29,,,94,,9,"W",105,65,
