"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2015120101,"芝浦",,7,34,41,5,,,,19,10,,,,,
2015120102,"芝浦",,4,32,36,6,,,,11,14,,,,,
2015120103,"芝浦",,17,34,51,4,,,,19,11,,,,,
2015120104,"芝浦",,38,33,71,5,,,,16,17,,,,,
2015120105,"芝浦",,38,31,69,5,,,,20,17,,,,,
2015120106,"芝浦",,31,29,60,5,,,,23,17,,,,,
2015120107,"芝浦",,65,33,98,5,,,,25,15,,,,,
2015120108,"芝浦",,12,26,38,9,,,,9,16,,,,,
2015120109,"芝浦",,18,25,43,14,,,,8,11,,,,,
2015120110,"芝浦",,21,27,48,15,,,,7,2,,,,,
2015120111,"芝浦",,13,25,38,20,,,,8,10,,,,,
2015120112,"芝浦",,37,39,76,14,,,,4,7,,,,,
2015120113,"芝浦",,18,31,49,22,,,,22,44,,,,,
2015120114,"芝浦",,19,28,47,23,,,,9,3,,,,,
2015120115,"芝浦",,44,36,80,15,,,,9,18,,,,,
2015120116,"芝浦",,45,46,91,11,,,,2,18,,,,,
2015120117,"芝浦",,66,57,123,7,,,,15,6,,,,,
2015120118,"芝浦",,48,55,103,5,,,,20,13,,,,,
2015120119,"芝浦",,38,47,85,11,,,,21,10,,,,,
2015120120,"芝浦",,19,33,52,18,,,,20,11,,,,,
2015120121,"芝浦",,9,30,39,20,,,,16,9,,,,,
2015120122,"芝浦",,12,28,40,17,,,,17,6,,,,,
2015120123,"芝浦",,12,25,37,17,,,,9,9,,,,,
2015120124,"芝浦",,8,20,28,20,,,,6,7,,,,,
2015120201,"芝浦",,6,20,26,18,,,,9,6,,,,,
2015120202,"芝浦",,2,20,22,19,,,,9,5,,,,,
2015120203,"芝浦",,2,19,21,21,,,,9,9,,,,,
2015120204,"芝浦",,0,16,16,23,,,,6,2,,,,,
