産業分類階層,産業コード,産業中分類,経営組織階層,経営組織コード,経営組織,資本金階層,資本金規模コード,資本金額,事業所数,従業者数（送出者を除く）（人）,現金給与総額（万円）,原材料使用額等（万円）,製造品出荷額等／総額（万円）,製造品出荷額等／製造品出荷額（万円）,製造品出荷額等／加工賃収入額（万円）,製造品出荷額等／修理料収入額（万円）,製造品出荷額等／くず・廃物出荷額（万円）,製造品出荷額等／その他の収入額（万円）,付加価値額（29人以下は粗付加価値額）（万円）,粗付加価値額（万円）,生産額（30人以上）（万円）,在庫額（30人以上）／製造品／年初（万円）,在庫額（30人以上）／製造品／年末（万円）,在庫額（30人以上）／半製品及び仕掛品／年初（万円）,在庫額（30人以上）／半製品及び仕掛品／年末（万円）,在庫額（30人以上）／原材料及び燃料／年初（万円）,在庫額（30人以上）／原材料及び燃料／年末（万円）,有形固定資産額（30人以上）／年初現在高（万円）,有形固定資産額（30人以上）／取得額（万円）,有形固定資産額（30人以上）／除却額（万円）,有形固定資産額（30人以上）／減価償却額（万円）
1,20,なめし革・同製品・毛皮製造業,1,1,会社,1,04,500万円～999万円,19,180,50316,174532,270941,250999,19046,101,-,795,89269,89269,-,-,-,-,-,-,-,-,-,-,-
1,20,なめし革・同製品・毛皮製造業,1,1,会社,1,05,1000万円～4999万円,136,2202,760140,2703292,4544516,4256967,144181,3523,1733,138112,1688842,1710529,1967096,165606,168801,62444,55618,114915,102659,509601,124245,22838,18056
1,20,なめし革・同製品・毛皮製造業,1,1,会社,1,06,5000万円～9999万円,8,681,221825,967739,1960299,1458650,-,-,-,501649,899745,923873,1383352,147901,130768,66453,73496,57267,99937,258008,19656,8163,14038
1,20,なめし革・同製品・毛皮製造業,1,1,会社,1,07,1億円～10億円未満,2,46,x,x,x,x,x,-,-,-,x,x,-,-,-,-,-,-,-,-,-,-,-
1,20,なめし革・同製品・毛皮製造業,1,3,個人,1,10,－,20,104,16647,18628,46293,17259,29034,-,-,-,25616,25616,-,-,-,-,-,-,-,-,-,-,-
1,21,窯業・土石製品製造業,0,0,総数,0,00,総数,182,3720,1878375,10157732,17374697,15912813,399716,2093,83,1059992,6516060,6813300,5774850,470174,366214,101543,125149,91651,95020,3443326,212468,21478,216886
1,21,窯業・土石製品製造業,1,1,会社,1,00,総数,176,3692,1874137,10155198,17363223,15903757,397866,2093,83,1059424,6507782,6805022,5774850,470174,366214,101543,125149,91651,95020,3443326,212468,21478,216886
1,21,窯業・土石製品製造業,1,1,会社,1,03,300万円～499万円,26,236,86519,90953,252639,173582,60770,100,-,18187,149707,149707,-,-,-,-,-,-,-,-,-,-,-
1,21,窯業・土石製品製造業,1,1,会社,1,04,500万円～999万円,7,64,26058,156262,206380,200941,3026,-,-,2413,46553,46553,-,-,-,-,-,-,-,-,-,-,-
1,21,窯業・土石製品製造業,1,1,会社,1,05,1000万円～4999万円,103,1828,863937,4305119,6725855,6099933,295693,1993,83,328153,2205081,2246682,1038410,17882,13514,2364,2939,8677,8969,548198,21893,3778,37808
1,21,窯業・土石製品製造業,1,1,会社,1,06,5000万円～9999万円,17,475,241607,1741144,2979849,2795324,38377,-,-,146148,1131107,1149920,905704,63999,67404,7789,12291,8206,7082,592712,39935,664,26720
1,21,窯業・土石製品製造業,1,1,会社,1,07,1億円～10億円未満,17,666,362030,2495440,3996179,3821420,-,-,-,174759,1344064,1400266,1520665,253706,259021,676,931,10004,13955,834146,131471,5168,61772
1,21,窯業・土石製品製造業,1,1,会社,1,08,10億円～100億円未満,6,423,293986,1366280,3202321,2812557,-,-,-,389764,1631270,1811894,2310071,134587,26275,90714,108988,64764,65014,1468270,19169,11868,90586
1,21,窯業・土石製品製造業,1,3,個人,1,10,－,6,28,4238,2534,11474,9056,1850,-,-,568,8278,8278,-,-,-,-,-,-,-,-,-,-,-
1,22,鉄鋼業,0,0,総数,0,00,総数,108,2757,1464491,12066489,16652241,15619895,821998,-,6566,203782,4025767,4357219,12419062,451898,424068,663430,716085,302325,289481,4478916,266988,50749,356277
1,22,鉄鋼業,1,1,会社,1,00,総数,105,2741,1460939,12059768,16640404,15614969,815087,-,6566,203782,4021030,4352482,12419062,451898,424068,663430,716085,302325,289481,4478916,266988,50749,356277
1,22,鉄鋼業,1,1,会社,1,03,300万円～499万円,18,112,43337,84875,146150,97981,46425,-,-,1744,56733,56733,-,-,-,-,-,-,-,-,-,-,-
1,22,鉄鋼業,1,1,会社,1,04,500万円～999万円,11,66,20020,32515,63996,44449,19547,-,-,-,29149,29149,-,-,-,-,-,-,-,-,-,-,-
1,22,鉄鋼業,1,1,会社,1,05,1000万円～4999万円,54,779,380552,1920846,2815266,2371943,372450,-,-,70873,811378,831595,586195,39593,34853,23548,19468,12877,13151,235890,8777,352,11397
1,22,鉄鋼業,1,1,会社,1,06,5000万円～9999万円,6,233,122816,1522285,2167956,2163744,4212,-,-,-,492270,604537,1855761,32929,36521,22443,32475,21971,27568,776614,84748,3416,125891
1,22,鉄鋼業,1,1,会社,1,07,1億円～10億円未満,13,925,520508,4799845,6319586,5850282,331573,-,6566,131165,1377079,1412779,4852570,104546,116610,135466,146337,146558,117785,757729,61578,40698,58635
1,22,鉄鋼業,1,1,会社,1,08,10億円～100億円未満,2,514,x,x,x,x,x,-,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x
1,22,鉄鋼業,1,1,会社,1,09,100億円以上,1,112,x,x,x,x,x,-,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x
1,22,鉄鋼業,1,3,個人,1,10,－,3,16,3552,6721,11837,4926,6911,-,-,-,4737,4737,-,-,-,-,-,-,-,-,-,-,-
1,23,非鉄金属製造業,0,0,総数,0,00,総数,121,2503,1099584,6527275,9073109,8170843,403664,-,-,498602,2323310,2393433,5275606,289730,260383,330334,375521,164701,194427,1200526,346352,57627,85963
1,23,非鉄金属製造業,1,1,会社,1,00,総数,118,2489,1097482,6524790,9064591,8166355,399634,-,-,498602,2317724,2387847,5275606,289730,260383,330334,375521,164701,194427,1200526,346352,57627,85963
1,23,非鉄金属製造業,1,1,会社,1,03,300万円～499万円,31,243,82004,135765,324110,236044,87220,-,-,846,172980,174529,88003,-,-,1099,1414,220,215,11839,1846,41,1864
1,23,非鉄金属製造業,1,1,会社,1,04,500万円～999万円,9,74,20074,24522,58997,34714,24170,-,-,113,31922,31922,-,-,-,-,-,-,-,-,-,-,-
1,23,非鉄金属製造業,1,1,会社,1,05,1000万円～4999万円,64,1119,468343,2225073,3341315,3009283,211632,-,-,120400,1035964,1053490,1706732,24109,27775,87462,101944,51757,69048,150526,310183,1817,35674
1,23,非鉄金属製造業,1,1,会社,1,06,5000万円～9999万円,10,797,398670,2365900,3176302,2986031,64681,-,-,125590,734529,762413,2928763,223991,198569,183633,203738,71332,84674,514320,12935,871,22567
1,23,非鉄金属製造業,1,1,会社,1,07,1億円～10億円未満,3,244,x,x,x,x,x,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1,23,非鉄金属製造業,1,1,会社,1,08,10億円～100億円未満,1,12,x,x,x,x,x,-,-,-,x,x,-,-,-,-,-,-,-,-,-,-,-
1,23,非鉄金属製造業,1,3,個人,1,10,－,3,14,2102,2485,8518,4488,4030,-,-,-,5586,5586,-,-,-,-,-,-,-,-,-,-,-
1,24,金属製品製造業,0,0,総数,0,00,総数,1424,18148,7354917,12567230,27548962,18492874,8108524,15044,8615,923905,13577710,13915019,10149900,478030,468432,399969,382888,374473,374642,5131317,486258,141488,310630
1,24,金属製品製造業,1,1,会社,1,00,総数,1382,17950,7315376,12516573,27426883,18413782,8068205,14977,8615,921304,13511576,13848885,10149900,478030,468432,399969,382888,374473,374642,5131317,486258,141488,310630
1,24,金属製品製造業,1,1,会社,1,01,1万円～199万円,8,60,25625,22659,68291,28377,39914,-,-,-,42250,42250,-,-,-,-,-,-,-,-,-,-,-
1,24,金属製品製造業,1,1,会社,1,02,200万円～299万円,3,24,x,x,x,x,x,-,-,x,x,x,-,-,-,-,-,-,-,-,-,-,-
1,24,金属製品製造業,1,1,会社,1,03,300万円～499万円,360,2663,931790,995640,2722803,1633698,1036710,552,1375,50468,1599108,1599314,56588,130,93,43,11,151,156,8595,-,-,137
1,24,金属製品製造業,1,1,会社,1,04,500万円～999万円,165,1278,495820,607885,1404829,792890,542035,1308,-,68596,737965,737965,-,-,-,-,-,-,-,-,-,-,-
1,24,金属製品製造業,1,1,会社,1,05,1000万円～4999万円,793,11692,4734328,8439473,18183464,11903299,5567998,10622,7177,694368,8862969,9046050,5935845,236244,232938,161409,161921,145758,150618,2642692,257299,29600,180287
1,24,金属製品製造業,1,1,会社,1,06,5000万円～9999万円,38,1204,550187,1047090,2427703,1647165,690098,2495,-,87945,1240660,1284991,1851090,57798,56941,64082,62461,86576,90418,977461,74810,32765,41853
1,24,金属製品製造業,1,1,会社,1,07,1億円～10億円未満,13,698,331370,918533,1608604,1406012,182887,-,63,19642,606510,647019,x,x,x,x,x,x,x,x,x,x,x
1,24,金属製品製造業,1,1,会社,1,08,10億円～100億円未満,1,312,x,x,x,x,-,-,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x
1,24,金属製品製造業,1,1,会社,1,09,100億円以上,1,19,x,x,x,x,-,-,-,-,x,x,-,-,-,-,-,-,-,-,-,-,-
1,24,金属製品製造業,1,3,個人,1,10,－,42,198,39541,50657,122079,79092,40319,67,-,2601,66134,66134,-,-,-,-,-,-,-,-,-,-,-
1,25,はん用機械器具製造業,0,0,総数,0,00,総数,335,7531,3689503,8939787,17302011,14971037,980683,877663,1999,470629,8003799,7894901,11785339,242052,213260,1045095,1361660,570739,706965,3765142,504730,20109,178875
1,25,はん用機械器具製造業,1,1,会社,1,00,総数,327,7491,3682038,8930606,17278712,14958776,969658,877663,1999,470616,7990727,7881829,11785339,242052,213260,1045095,1361660,570739,706965,3765142,504730,20109,178875
1,25,はん用機械器具製造業,1,1,会社,1,01,1万円～199万円,2,27,x,x,x,x,x,-,x,-,x,x,-,-,-,-,-,-,-,-,-,-,-
1,25,はん用機械器具製造業,1,1,会社,1,03,300万円～499万円,59,411,139373,182016,426318,277620,142532,5668,-,498,226229,226229,-,-,-,-,-,-,-,-,-,-,-
1,25,はん用機械器具製造業,1,1,会社,1,04,500万円～999万円,24,227,101043,115247,295295,198340,89974,831,13,6137,164964,167482,64196,-,-,x,1405,43,56,32871,10393,-,2799
1,25,はん用機械器具製造業,1,1,会社,1,05,1000万円～4999万円,210,3740,1694713,3465193,7111897,5871403,563671,322694,1848,352281,3315514,3388307,2927051,66437,65542,79128,75258,209136,164716,682049,103364,1398,68028
1,25,はん用機械器具製造業,1,1,会社,1,06,5000万円～9999万円,22,1117,645711,1551188,3047832,2700649,169237,79653,118,98175,1391545,1395563,2688248,65519,66211,121915,154581,215790,212958,701960,52189,14645,37376
1,25,はん用機械器具製造業,1,1,会社,1,07,1億円～10億円未満,2,238,x,x,x,x,-,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1,25,はん用機械器具製造業,1,1,会社,1,08,10億円～100億円未満,6,824,394649,1290666,2662416,2192187,-,468817,-,1412,1451498,1294978,2376392,50436,21649,281628,514308,121580,305100,326969,95661,1139,47373
1,25,はん用機械器具製造業,1,1,会社,1,09,100億円以上,2,907,x,x,x,x,x,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1,25,はん用機械器具製造業,1,3,個人,1,10,－,8,40,7465,9181,23299,12261,11025,-,-,13,13072,13072,-,-,-,-,-,-,-,-,-,-,-
1,26,生産用機械器具製造業,0,0,総数,0,00,総数,968,16989,8152913,21870985,40136668,34419380,2725279,423767,2627,2565615,17407838,17626902,22001659,671929,749388,2347920,2727346,999921,1221726,8864223,1827591,99801,675949
1,26,生産用機械器具製造業,1,1,会社,1,00,総数,952,16918,8137788,21860132,40092708,34390147,2710557,423767,2622,2565615,17377184,17596248,22001659,671929,749388,2347920,2727346,999921,1221726,8864223,1827591,99801,675949
1,26,生産用機械器具製造業,1,1,会社,1,01,1万円～199万円,6,42,17391,23713,58192,47036,11121,-,-,35,31925,31925,-,-,-,-,-,-,-,-,-,-,-
1,26,生産用機械器具製造業,1,1,会社,1,02,200万円～299万円,3,29,x,x,x,x,x,-,-,x,x,x,-,-,-,-,-,-,-,-,-,-,-
1,26,生産用機械器具製造業,1,1,会社,1,03,300万円～499万円,193,1459,563395,728766,1761939,1381883,365587,7130,66,7273,956711,957127,86758,1324,1050,306,450,659,676,19188,4164,7752,286
1,26,生産用機械器具製造業,1,1,会社,1,04,500万円～999万円,80,633,255211,336469,866790,699034,150890,2330,1963,12573,491558,491558,77294,-,-,-,-,-,-,18801,5653,-,-
1,26,生産用機械器具製造業,1,1,会社,1,05,1000万円～4999万円,586,9429,4465963,9565458,18800694,16215221,1650490,202016,593,732374,8640465,8647714,6526476,189567,234964,384087,474931,252360,319939,2235115,599257,14223,143490
1,26,生産用機械器具製造業,1,1,会社,1,06,5000万円～9999万円,62,2016,1080472,3551656,6127793,5150472,463309,45618,-,468394,2555322,2491074,4496644,135729,119475,404105,589325,77642,95809,1194889,146082,13808,104718
1,26,生産用機械器具製造業,1,1,会社,1,07,1億円～10億円未満,16,1328,727838,2181223,4092101,2964612,59224,79141,-,989124,1728036,1819260,2750342,164528,190781,160546,124764,186494,206474,1961239,382331,10273,81695
1,26,生産用機械器具製造業,1,1,会社,1,08,10億円～100億円未満,4,848,468904,2229813,2962485,2870184,-,87532,-,4769,632153,819894,x,x,x,x,x,x,x,x,x,x,x
1,26,生産用機械器具製造業,1,1,会社,1,09,100億円以上,2,1134,x,x,x,x,-,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1,26,生産用機械器具製造業,1,3,個人,1,10,－,16,71,15125,10853,43960,29233,14722,-,5,-,30654,30654,-,-,-,-,-,-,-,-,-,-,-
1,27,業務用機械器具製造業,0,0,総数,0,00,総数,514,13079,6758335,16726162,31813349,28465767,662790,532326,-,2152466,12910846,14385572,21506148,2431022,1625333,2009858,1834006,2112173,1975029,6672599,453362,230112,493185
1,27,業務用機械器具製造業,1,1,会社,1,00,総数,498,12997,6741513,16708840,31763055,28442125,636138,532326,-,2152466,12879751,14354477,21506148,2431022,1625333,2009858,1834006,2112173,1975029,6672599,453362,230112,493185
1,27,業務用機械器具製造業,1,1,会社,1,01,1万円～199万円,2,25,x,x,x,x,-,x,-,-,x,x,-,-,-,-,-,-,-,-,-,-,-
1,27,業務用機械器具製造業,1,1,会社,1,03,300万円～499万円,88,698,252763,246448,708590,591916,109854,629,-,6191,428106,428106,32400,-,-,-,-,-,-,-,-,-,-
1,27,業務用機械器具製造業,1,1,会社,1,04,500万円～999万円,39,413,155979,154135,457701,395011,45428,1721,-,15541,282045,281225,58649,1399,2314,1502,1588,2661,2228,339,351,-,181
1,27,業務用機械器具製造業,1,1,会社,1,05,1000万円～4999万円,304,6526,2970318,6250398,12526610,10453419,398174,291150,-,1383867,5676219,5867230,6049343,510830,549702,491160,372799,623876,673210,2375191,194626,35038,111522
1,27,業務用機械器具製造業,1,1,会社,1,06,5000万円～9999万円,46,2146,1178205,4130115,7406479,6559599,82682,134557,-,629641,2250086,3039196,5315079,1061563,416711,434202,433693,824934,609318,1419280,48603,17328,143749
1,27,業務用機械器具製造業,1,1,会社,1,07,1億円～10億円未満,13,1264,660358,1321141,2805597,2636100,-,86800,-,82697,1343718,1425609,2535711,79572,80371,430375,443730,210547,234591,816682,54734,22530,96045
1,27,業務用機械器具製造業,1,1,会社,1,08,10億円～100億円未満,5,1148,771163,2004971,3320976,3269188,-,17259,-,34529,1159857,1288543,x,x,x,x,x,x,x,x,x,x,x
1,27,業務用機械器具製造業,1,1,会社,1,09,100億円以上,1,777,x,x,x,x,-,x,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x
1,27,業務用機械器具製造業,1,3,個人,1,10,－,16,82,16822,17322,50294,23642,26652,-,-,-,31095,31095,-,-,-,-,-,-,-,-,-,-,-
1,28,電子部品・デバイス・電子回路製造業,0,0,総数,0,00,総数,270,10124,5409032,29309393,39725331,33568497,1116073,6609,860,5033292,8771141,10972548,31662082,556619,754919,1127015,1200398,947240,944005,9115933,2925229,167303,2473090
1,28,電子部品・デバイス・電子回路製造業,1,1,会社,1,00,総数,262,10080,5401603,29299645,39701938,33558549,1102628,6609,860,5033292,8758506,10959913,31662082,556619,754919,1127015,1200398,947240,944005,9115933,2925229,167303,2473090
1,28,電子部品・デバイス・電子回路製造業,1,1,会社,1,01,1万円～199万円,2,11,x,x,x,x,x,-,-,-,x,x,-,-,-,-,-,-,-,-,-,-,-
1,28,電子部品・デバイス・電子回路製造業,1,1,会社,1,03,300万円～499万円,38,436,114562,73216,278341,133851,130598,-,-,13892,189141,190187,65329,-,-,-,-,145,594,20962,3007,401,1046
1,28,電子部品・デバイス・電子回路製造業,1,1,会社,1,04,500万円～999万円,13,104,36889,21515,84159,49462,34508,-,-,189,58003,58003,-,-,-,-,-,-,-,-,-,-,-
1,28,電子部品・デバイス・電子回路製造業,1,1,会社,1,05,1000万円～4999万円,174,3685,1307635,2590842,5325625,4070121,797808,6305,860,450531,2492757,2556305,2444271,64531,66343,50626,68648,144394,163926,1061731,128297,26785,83382
1,28,電子部品・デバイス・電子回路製造業,1,1,会社,1,06,5000万円～9999万円,25,1388,640223,1885031,3312887,2994677,126114,304,-,191792,1309246,1338317,2643641,139195,144034,77487,87538,162452,179657,681832,80187,4714,43961
1,28,電子部品・デバイス・電子回路製造業,1,1,会社,1,07,1億円～10億円未満,6,1384,888247,2804591,4427776,4322947,-,-,-,104829,1175827,1624649,4451937,53007,191776,367968,396745,380122,362614,1816978,1109257,1601,616368
1,28,電子部品・デバイス・電子回路製造業,1,1,会社,1,08,10億円～100億円未満,1,62,x,x,x,x,x,-,-,-,x,x,x,-,-,x,x,x,x,x,x,-,x
1,28,電子部品・デバイス・電子回路製造業,1,1,会社,1,09,100億円以上,3,3010,2381397,20989760,25289687,21017628,-,-,-,4272059,3496395,5146288,x,299886,352766,x,x,x,x,x,x,133802,x
1,28,電子部品・デバイス・電子回路製造業,1,3,個人,1,10,－,8,44,7429,9748,23393,9948,13445,-,-,-,12635,12635,-,-,-,-,-,-,-,-,-,-,-
1,29,電気機械器具製造業,0,0,総数,0,00,総数,586,23423,12461526,34796130,74479933,61508546,2157216,366728,339,10447104,37986550,38004963,56196586,2637795,2980750,10683724,11147193,3588354,3562812,10064177,3355079,381660,824837
1,29,電気機械器具製造業,1,1,会社,1,00,総数,579,23383,12454387,34792748,74465585,61505362,2146554,366728,339,10446602,37976396,37994809,56196586,2637795,2980750,10683724,11147193,3588354,3562812,10064177,3355079,381660,824837
1,29,電気機械器具製造業,1,1,会社,1,01,1万円～199万円,5,47,x,x,x,x,x,-,-,-,x,x,-,-,-,-,-,-,-,-,-,-,-
1,29,電気機械器具製造業,1,1,会社,1,02,200万円～299万円,1,4,x,x,x,-,x,-,-,-,x,x,-,-,-,-,-,-,-,-,-,-,-
1,29,電気機械器具製造業,1,1,会社,1,03,300万円～499万円,76,623,231397,311713,869888,713303,126622,1247,118,28598,531694,531941,21652,-,76,24,-,13,14,5586,-,-,299
1,29,電気機械器具製造業,1,1,会社,1,04,500万円～999万円,24,268,126938,301023,507741,399151,39713,7800,-,61077,188378,191488,267122,1465,2069,11661,10470,3182,3585,45035,696,12,2523
1,29,電気機械器具製造業,1,1,会社,1,05,1000万円～4999万円,401,7741,3199410,5999488,12401667,10659060,1081364,131418,221,529604,5897161,5973874,6133939,153881,160215,217894,226034,314015,384457,1861168,297230,187534,91187
1,29,電気機械器具製造業,1,1,会社,1,06,5000万円～9999万円,39,2330,1237189,2374958,5202791,4573663,403890,69896,-,155342,2609143,2649553,4234147,79525,89378,329696,358939,295955,160362,1167604,108588,13220,79506
1,29,電気機械器具製造業,1,1,会社,1,07,1億円～10億円未満,21,2385,1533443,4518358,7855353,7289008,465862,46796,-,53687,3454120,3263159,7324492,148972,98227,1409631,1793303,430896,402981,1561920,158576,70467,141966
1,29,電気機械器具製造業,1,1,会社,1,08,10億円～100億円未満,6,2868,2550147,6262529,17347012,7619147,-,109571,-,9618294,10269685,10555640,7344722,400512,185687,233719,235119,289975,370566,2682430,110409,64312,72530
1,29,電気機械器具製造業,1,1,会社,1,09,100億円以上,6,7117,3559333,15007392,30236625,30236625,-,-,-,-,15001009,14803948,30870512,1853440,2445098,8481099,8523328,2254318,2240847,2740434,2679580,46115,436826
1,29,電気機械器具製造業,1,3,個人,1,10,－,7,40,7139,3382,14348,3184,10662,-,-,502,10154,10154,-,-,-,-,-,-,-,-,-,-,-
1,30,情報通信機械器具製造業,0,0,総数,0,00,総数,120,8057,5169947,32454132,57269411,46293849,503494,x,-,x,24567243,23184416,46924314,741774,681799,6374374,8295616,889378,922918,5219302,639042,88651,478440
1,30,情報通信機械器具製造業,1,1,会社,1,00,総数,119,8052,x,x,x,x,x,x,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1,30,情報通信機械器具製造業,1,1,会社,1,03,300万円～499万円,14,131,38193,27479,88180,74101,13719,-,-,360,56204,56204,-,-,-,-,-,-,-,-,-,-,-
1,30,情報通信機械器具製造業,1,1,会社,1,04,500万円～999万円,10,89,31016,33639,84883,38874,44377,94,-,1538,47598,47598,-,-,-,-,-,-,-,-,-,-,-
1,30,情報通信機械器具製造業,1,1,会社,1,05,1000万円～4999万円,70,1483,599072,1064698,2245971,1879599,278933,39092,-,48347,1102071,1108937,946161,119884,123014,33221,37301,123872,129157,496388,14009,4801,14076
1,30,情報通信機械器具製造業,1,1,会社,1,06,5000万円～9999万円,14,620,280741,519745,1135113,922058,164234,22887,-,25934,579464,578082,868477,16348,17996,40051,56932,54413,68109,357081,15240,2579,17147
1,30,情報通信機械器具製造業,1,1,会社,1,07,1億円～10億円未満,6,1332,753760,1481151,3081756,2849054,-,-,-,232702,1487210,1498508,2780576,38955,41504,340254,374296,168927,175784,317411,41072,781,47889
1,30,情報通信機械器具製造業,1,1,会社,1,08,10億円～100億円未満,2,1618,x,x,x,x,-,x,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x
1,30,情報通信機械器具製造業,1,1,会社,1,09,100億円以上,3,2779,2112466,23770501,43837161,x,x,-,-,10101114,20293732,18705308,x,x,x,x,x,x,x,x,x,x,x
1,30,情報通信機械器具製造業,1,3,個人,1,10,－,1,5,x,x,x,-,x,-,-,x,x,x,-,-,-,-,-,-,-,-,-,-,-
1,31,輸送用機械器具製造業,0,0,総数,0,00,総数,278,21250,10087141,80666449,158660805,156382333,2042900,41627,1832,192113,72135191,72424724,156574032,4636349,4136365,16459960,18537599,4941801,4495365,10117485,2733464,126804,1867188
1,31,輸送用機械器具製造業,1,1,会社,1,00,総数,275,21234,10083339,80665485,158654751,156380173,2039006,41627,1832,192113,72130477,72420010,156574032,4636349,4136365,16459960,18537599,4941801,4495365,10117485,2733464,126804,1867188
1,31,輸送用機械器具製造業,1,1,会社,1,01,1万円～199万円,2,14,x,x,x,x,x,-,-,-,x,x,-,-,-,-,-,-,-,-,-,-,-
1,31,輸送用機械器具製造業,1,1,会社,1,03,300万円～499万円,57,495,170421,164916,455705,296516,158304,511,29,345,262886,269895,31830,-,-,238,59,59,41,18099,9203,-,6830
1,31,輸送用機械器具製造業,1,1,会社,1,04,500万円～999万円,21,164,60266,67199,160914,94584,59491,5659,10,1170,86774,86774,-,-,-,-,-,-,-,-,-,-,-
1,31,輸送用機械器具製造業,1,1,会社,1,05,1000万円～4999万円,165,4151,1778717,3823712,7249085,5932515,1154171,34572,446,127381,3038589,3193504,4669742,108709,112892,179973,187795,97219,122842,1728153,217808,33626,166920
1,31,輸送用機械器具製造業,1,1,会社,1,06,5000万円～9999万円,9,547,217592,925423,1331682,1249946,81736,-,-,-,332394,391089,1072371,16499,17624,51600,49465,31839,21379,264298,133042,2980,57685
1,31,輸送用機械器具製造業,1,1,会社,1,07,1億円～10億円未満,13,1372,652186,1780228,2958925,2322440,571036,885,1347,63217,1078704,1106054,2909881,22174,52151,245483,280016,103746,122420,605078,82699,26671,91860
1,31,輸送用機械器具製造業,1,1,会社,1,08,10億円～100億円未満,3,484,x,x,x,x,x,-,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x
1,31,輸送用機械器具製造業,1,1,会社,1,09,100億円以上,5,14007,6927246,71118350,143088161,143088161,-,-,-,-,66821197,66772947,144533983,4483055,3947865,15760829,17818413,4613309,4112975,6984218,2237827,62892,1474144
1,31,輸送用機械器具製造業,1,3,個人,1,10,－,3,16,3802,964,6054,2160,3894,-,-,-,4714,4714,-,-,-,-,-,-,-,-,-,-,-
1,32,その他の製造業,0,0,総数,0,00,総数,561,9462,4090024,11728285,20778829,16765020,893578,52982,454,3066795,8299280,8499185,10257945,617785,626011,502932,541375,521447,510313,3109765,294188,20603,246574
1,32,その他の製造業,1,1,会社,1,00,総数,542,9358,4069491,11697016,20706517,16704894,881932,52442,454,3066795,8261275,8461180,10257945,617785,626011,502932,541375,521447,510313,3109765,294188,20603,246574
1,32,その他の製造業,1,1,会社,1,01,1万円～199万円,2,12,x,x,x,x,x,-,-,x,x,x,-,-,-,-,-,-,-,-,-,-,-
1,32,その他の製造業,1,1,会社,1,02,200万円～299万円,3,25,7877,23618,43816,15560,3200,-,-,25056,18701,18701,-,-,-,-,-,-,-,-,-,-,-
1,32,その他の製造業,1,1,会社,1,03,300万円～499万円,128,976,311546,438104,1004579,770194,181192,3636,191,49366,524403,524797,28886,-,-,-,-,312,179,212,-,-,394
1,32,その他の製造業,1,1,会社,1,04,500万円～999万円,54,417,139866,329325,618458,500547,94691,202,-,23018,268000,268000,-,-,-,-,-,-,-,-,-,-,-
1,32,その他の製造業,1,1,会社,1,05,1000万円～4999万円,318,4831,2026362,4670358,8805107,7294165,517353,17407,66,976116,3827624,3859398,2706342,133006,137089,77219,88648,132676,144043,1026308,87946,6436,47286
1,32,その他の製造業,1,1,会社,1,06,5000万円～9999万円,26,1126,502852,1854805,3139736,2774149,78440,-,197,286950,1166986,1196328,2219198,37327,33932,39770,36917,24335,21476,639130,12675,1424,23094
1,32,その他の製造業,1,1,会社,1,07,1億円～10億円未満,10,946,484228,1535503,2453247,2344021,3754,31197,-,74275,772806,863080,x,x,x,x,x,x,x,x,x,x,x
1,32,その他の製造業,1,1,会社,1,08,10億円～100億円未満,1,1025,x,x,x,x,x,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1,32,その他の製造業,1,3,個人,1,10,－,19,104,20533,31269,72312,60126,11646,540,-,-,38005,38005,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018東京の工業　平成30年工業統計調査報告（平成29年実績）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第9表　産業中分類，経営組織及び資本金階層別統計表（従業者4人以上の事業所）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
産業分類階層（0：総数　1：産業中分類）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
経営組織階層（0：総数　1：経営組織）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
資本金階層（0：総数　1：資本金階層）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
