地域階層,地域コード,地域,従業者規模階層,従業者規模コード,従業者規模,事業所数,従業者数（送出者を除く）／総数（人）,従業者数（送出者を除く）／うち男（人）,常用労働者／総数（人）,常用労働者／うち男（人）,個人業主及び無給家族従業者（人）,現金給与総額（万円）,原材料使用額等（万円）,製造品出荷額等／総額（万円）,製造品出荷額等／製造品出荷額（万円）,製造品出荷額等／加工賃収入額（万円）,製造品出荷額等／修理料収入額（万円）,製造品出荷額等／くず・廃物出荷額（万円）,製造品出荷額等／その他の収入額（万円）,付加価値額（29人以下は粗付加価値額）（万円）,粗付加価値額（万円）,有形固定資産額（30人以上）／年初現在高（万円）,有形固定資産額（30人以上）／取得額（万円）,有形固定資産額（30人以上）／除却額（万円）,有形固定資産額（30人以上）／減価償却額（万円）
2,13122,葛飾区,0,00,総数,643,8584,5413,8568,5403,34,3277281,9999573,17368831,12971208,2055544,25412,2123,2314544,6699675,6868854,2528158,284227,158985,192812
2,13122,葛飾区,1,01,4～9人,371,2182,1355,2149,1329,34,685212,1077420,2363103,1766222,523459,5484,76,67862,1192373,1192373,…,…,…,…
2,13122,葛飾区,1,02,10～19人,162,2193,1394,2193,1394,-,819013,1556519,3299663,2549216,572914,14687,281,162565,1615842,1615842,…,…,…,…
2,13122,葛飾区,1,03,20～29人,66,1610,987,1611,987,-,608653,1364245,2711155,2117887,488625,5133,-,99510,1248136,1248136,…,…,…,…
2,13122,葛飾区,1,04,30～49人,29,1087,736,1089,738,-,459883,1505587,2616151,2141619,225704,108,26,248694,988665,1046592,746299,40995,38175,45726
2,13122,葛飾区,1,05,50～99人,10,716,405,716,405,-,291321,1324484,2015563,1158490,7427,-,703,848943,616416,651389,765975,59392,933,49449
2,13122,葛飾区,1,06,100～199人,4,573,435,587,449,-,x,x,x,x,x,-,x,x,x,x,x,x,x,x
2,13122,葛飾区,1,07,200～299人,1,223,101,223,101,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13123,江戸川区,0,00,総数,660,9364,6217,9383,6244,38,3934807,11506469,20108872,16081137,1957513,95295,3434,1971493,7740626,8020879,4747570,649938,25504,305671
2,13123,江戸川区,1,01,4～9人,379,2352,1541,2320,1518,33,845506,1423439,2987906,2238770,673836,25142,358,49800,1449077,1449077,…,…,…,…
2,13123,江戸川区,1,02,10～19人,176,2304,1449,2299,1446,5,835907,1627431,3400115,2721575,556875,29587,1430,90648,1643628,1643628,…,…,…,…
2,13123,江戸川区,1,03,20～29人,54,1278,823,1279,824,-,518630,1437746,2509907,2020352,267228,21599,-,200728,992806,992806,…,…,…,…
2,13123,江戸川区,1,04,30～49人,30,1152,851,1152,851,-,548815,1949213,3176774,2518149,230112,1242,-,427271,1093001,1152884,1024467,206360,725,58536
2,13123,江戸川区,1,05,50～99人,17,1160,851,1182,871,-,646892,2932104,4825814,4301136,176273,-,1646,346759,1617883,1782534,2842625,317986,19749,170173
2,13123,江戸川区,1,06,100～199人,1,164,112,164,112,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,13123,江戸川区,1,07,200～299人,1,287,228,300,240,-,x,x,x,x,x,x,-,x,x,x,x,x,x,x
2,13123,江戸川区,1,08,300～499人,2,667,362,687,382,-,x,x,x,x,x,x,-,x,x,x,x,x,x,x
1,13200,市部,0,00,総数,2177,103752,75637,105484,77219,70,49983905,232083281,408040739,363537501,9834046,852181,3905,33813106,160120014,165171571,65363398,12243591,1100285,8323072
1,13200,市部,1,01,4～9人,793,4833,3041,4773,2992,65,1580688,2444772,5705304,4482006,1050623,14783,1264,156628,3020606,3020606,…,…,…,…
1,13200,市部,1,02,10～19人,566,7762,5082,7773,5093,5,2853323,6488599,12584910,10186735,1642342,46303,235,709295,5652161,5652161,…,…,…,…
1,13200,市部,1,03,20～29人,304,7398,4877,7422,4892,-,3023395,7984868,14775125,12154731,1643673,120071,733,855917,6334045,6334045,…,…,…,…
1,13200,市部,1,04,30～49人,196,7587,5184,7636,5226,-,3257848,9272863,18045945,14961552,1509407,156902,1476,1416608,8042728,8226160,5422811,369870,139772,359680
1,13200,市部,1,05,50～99人,153,10366,7005,10445,7081,-,4479096,13626302,24858871,21032196,2369579,206759,-,1250337,10185579,10577431,6635975,1055143,172201,626062
1,13200,市部,1,06,100～199人,90,12162,8493,12310,8612,-,5692257,21183803,39599841,35885657,1182154,123792,197,2408041,13916754,15181854,13054847,1311253,104350,1258614
1,13200,市部,1,07,200～299人,25,5997,4250,6072,4318,-,2979007,11969110,19171089,18378522,88665,x,-,x,6376772,6957525,5980056,895938,109536,632352
1,13200,市部,1,08,300～499人,20,7615,4467,7676,4517,-,3515204,11634619,20209489,20169193,-,x,-,x,7990307,8285858,4382223,601521,102221,380732
1,13200,市部,1,09,500～999人,17,10545,7637,10831,7898,-,5530482,23745432,35981655,35361082,347603,x,-,x,11456371,11908890,9858447,1701106,107510,1250264
1,13200,市部,1,10,1000人以上,13,29487,25601,30546,26590,-,17072605,123732913,217108510,190925827,-,-,-,26182683,87144691,89027041,20029039,6308760,364695,3815368
2,13201,八王子市,0,00,総数,509,15579,10296,15610,10324,16,6621915,19085194,37349707,33477346,2016511,304769,2248,1548833,16634170,17483304,8171197,1153924,135404,960193
2,13201,八王子市,1,01,4～9人,181,1137,721,1123,710,15,374002,474837,1282457,1000219,244611,1255,870,35502,748454,748454,…,…,…,…
2,13201,八王子市,1,02,10～19人,138,1893,1287,1896,1290,1,712227,1510074,3190909,2691232,291990,8303,-,199384,1558224,1558224,…,…,…,…
2,13201,八王子市,1,03,20～29人,71,1740,1177,1743,1179,-,730633,2104335,3954636,3274061,303243,30718,-,346614,1741182,1741182,…,…,…,…
2,13201,八王子市,1,04,30～49人,55,2064,1464,2079,1475,-,923931,2721501,5855553,5070842,394696,133718,1378,254919,2789471,2941415,1701987,168919,64269,135908
2,13201,八王子市,1,05,50～99人,39,2700,1763,2706,1769,-,1154041,2924083,5678985,4962418,497999,101962,-,116606,2417979,2578020,1434816,101864,26194,166541
2,13201,八王子市,1,06,100～199人,16,2128,1400,2132,1404,-,973431,2573110,5225767,4361982,283972,28813,-,551000,2293372,2615641,2127901,408127,16064,338850
2,13201,八王子市,1,07,200～299人,4,960,689,960,689,-,588832,1392381,2797476,2797476,-,-,-,-,1211388,1324049,757164,84333,2676,75046
2,13201,八王子市,1,08,300～499人,2,821,256,825,259,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,13201,八王子市,1,09,500～999人,2,1112,686,1112,686,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13201,八王子市,1,10,1000人以上,1,1024,853,1034,863,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,13202,立川市,0,00,総数,81,3909,2487,3973,2542,2,1847297,6943221,9127051,7891029,739429,31838,98,464657,2816880,2351311,947926,149872,38236,118558
2,13202,立川市,1,01,4～9人,27,154,93,153,92,1,54352,89123,217594,195513,14172,1059,-,6850,118955,118955,…,…,…,…
2,13202,立川市,1,02,10～19人,16,219,151,218,150,1,80084,216636,372255,295971,69287,409,-,6588,144598,144598,…,…,…,…
2,13202,立川市,1,03,20～29人,12,300,226,307,226,-,114563,246412,570165,306989,233377,6807,-,22992,299771,299771,…,…,…,…
2,13202,立川市,1,04,30～49人,14,529,310,529,310,-,220040,766936,1526432,886469,274918,-,98,364947,698209,704943,310383,29944,952,28257
2,13202,立川市,1,05,50～99人,6,362,190,363,191,-,168343,255591,485242,274287,147675,-,-,63280,206149,213288,116877,6296,35,10385
2,13202,立川市,1,06,100～199人,3,470,354,478,362,-,283383,290610,660980,654171,-,6809,-,-,364784,356825,50049,70776,4940,21233
2,13202,立川市,1,08,300～499人,1,341,172,341,172,-,x,x,x,x,-,x,-,-,x,x,x,x,x,x
2,13202,立川市,1,09,500～999人,2,1534,991,1584,1039,-,x,x,x,x,-,x,-,-,x,x,x,x,x,x
2,13203,武蔵野市,0,00,総数,27,364,235,364,235,-,153689,259989,564145,428392,20993,35353,-,79407,280667,281793,x,x,-,x
2,13203,武蔵野市,1,01,4～9人,12,73,48,73,48,-,25431,32008,68738,61774,550,69,-,6345,34190,34190,…,…,…,…
2,13203,武蔵野市,1,02,10～19人,8,116,91,116,91,-,53298,102463,222828,178395,2623,434,-,41376,111448,111448,…,…,…,…
2,13203,武蔵野市,1,03,20～29人,6,138,76,138,76,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13203,武蔵野市,1,04,30～49人,1,37,20,37,20,-,x,x,x,x,-,x,-,-,x,x,x,x,-,x
2,13204,三鷹市,0,00,総数,73,1733,1140,1740,1147,1,759729,1658239,3232075,2896035,299621,7830,4,28585,1408558,1480835,974454,50837,6550,72587
2,13204,三鷹市,1,01,4～9人,25,145,94,144,93,1,58727,61501,167998,127282,38765,123,4,1824,98653,98653,…,…,…,…
2,13204,三鷹市,1,02,10～19人,22,281,189,281,189,-,115637,118024,318746,218178,x,x,-,8825,185957,185957,…,…,…,…
2,13204,三鷹市,1,03,20～29人,12,288,203,288,203,-,123948,196722,480018,445137,34881,-,-,-,262310,262310,…,…,…,…
2,13204,三鷹市,1,04,30～49人,9,347,241,354,248,-,146327,256396,536641,376766,x,x,-,17936,254316,262429,276411,3712,5543,11005
2,13204,三鷹市,1,05,50～99人,2,143,79,143,79,-,x,x,x,x,-,x,-,-,x,x,x,x,-,x
2,13204,三鷹市,1,06,100～199人,2,284,221,285,222,-,x,x,x,x,x,x,-,-,x,x,x,x,x,x
2,13204,三鷹市,1,07,200～299人,1,245,113,245,113,-,x,x,x,x,-,x,-,-,x,x,x,x,x,x
2,13205,青梅市,0,00,総数,229,7244,4992,7311,5060,21,3295465,11356631,18620324,17145370,1113187,54349,40,307378,6470473,6940893,3940102,1127463,33064,725056
2,13205,青梅市,1,01,4～9人,86,529,334,510,318,19,162193,307374,656159,510586,114537,-,40,30996,323211,323211,…,…,…,…
2,13205,青梅市,1,02,10～19人,65,917,578,921,583,2,315754,1183513,1792288,1590108,192089,1331,-,8760,565192,565192,…,…,…,…
2,13205,青梅市,1,03,20～29人,31,744,503,748,507,-,301429,1204300,1746458,1423483,232698,9633,-,80644,508517,508517,…,…,…,…
2,13205,青梅市,1,04,30～49人,15,591,412,593,414,-,264605,725798,1219578,982086,229143,-,-,8349,480908,462148,360052,21371,271,23237
2,13205,青梅市,1,05,50～99人,15,1111,831,1173,891,-,514867,1547422,2903809,2676702,176955,43385,-,6767,1361552,1278585,859568,42924,16173,76230
2,13205,青梅市,1,06,100～199人,12,1537,973,1542,978,-,606335,1409036,2641491,2301864,167765,-,-,171862,1095874,1160660,871904,70742,10880,64788
2,13205,青梅市,1,07,200～299人,3,682,419,682,419,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13205,青梅市,1,08,300～499人,1,355,289,355,289,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13205,青梅市,1,09,500～999人,1,778,653,787,661,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13206,府中市,0,00,総数,111,13081,10627,13382,10905,1,6284452,41512521,78623456,66941748,1050304,21130,-,10610274,34553804,32644675,6033072,3244263,25867,652868
2,13206,府中市,1,01,4～9人,28,169,105,168,104,1,62322,141887,276484,258268,15853,1064,-,1299,124615,124615,…,…,…,…
2,13206,府中市,1,02,10～19人,30,422,276,422,276,-,170833,349711,654906,551393,72681,-,-,30832,284771,284771,…,…,…,…
2,13206,府中市,1,03,20～29人,14,335,245,338,248,-,159035,503486,892431,794405,57841,4350,-,35835,360668,360668,…,…,…,…
2,13206,府中市,1,04,30～49人,8,316,267,332,283,-,146040,333077,837648,776967,23968,13477,-,23236,448723,469412,319160,1768,1219,15446
2,13206,府中市,1,05,50～99人,11,764,548,764,548,-,338602,821649,1635036,1095253,359089,2239,-,178455,739251,761069,351934,171018,1522,29772
2,13206,府中市,1,06,100～199人,9,1239,832,1239,832,-,503855,2067919,6493305,6317907,173269,-,-,2129,1717148,1875450,1444609,115056,5341,155339
2,13206,府中市,1,07,200～299人,3,718,487,725,494,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
2,13206,府中市,1,08,300～499人,2,787,566,787,566,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13206,府中市,1,09,500～999人,3,1953,1672,2146,1843,-,1127496,4367803,6989899,x,x,-,-,-,2214147,2520962,213951,103293,1264,92811
2,13206,府中市,1,10,1000人以上,3,6378,5629,6461,5711,-,3102905,28741165,55567408,45466294,-,-,-,10101114,27679171,25218610,2879287,2745783,14710,273236
2,13207,昭島市,0,00,総数,114,9169,6593,9606,6993,7,4896759,30667747,48387252,42917892,296918,21280,402,5150760,16449601,18021877,7250367,1784129,236463,1908640
2,13207,昭島市,1,01,4～9人,36,211,147,204,141,7,71566,88509,234476,182172,39073,1962,10,11259,135181,135181,…,…,…,…
2,13207,昭島市,1,02,10～19人,28,393,277,398,281,-,143883,354479,677659,440584,91812,3403,-,141860,301146,301146,…,…,…,…
2,13207,昭島市,1,03,20～29人,17,412,310,414,311,-,138671,289430,612050,541752,45428,14310,392,10168,299541,299541,…,…,…,…
2,13207,昭島市,1,04,30～49人,11,426,274,426,274,-,156168,340799,669879,610925,15038,1605,-,42311,312401,310706,106663,10627,808,7290
2,13207,昭島市,1,05,50～99人,6,419,315,419,315,-,162495,919594,1195700,997730,94613,-,-,103357,428276,284432,255879,57878,612,27073
2,13207,昭島市,1,06,100～199人,6,927,619,976,665,-,443337,1856337,3653831,3401348,10954,-,-,241529,1643146,1668801,221254,25480,11390,33193
2,13207,昭島市,1,07,200～299人,3,707,468,707,468,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,13207,昭島市,1,08,300～499人,5,2050,1149,2074,1163,-,841507,2893094,5619983,5595398,-,-,-,24585,2522558,2603545,762559,105118,48382,100523
2,13207,昭島市,1,10,1000人以上,2,3624,3034,3988,3375,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,13208,調布市,0,00,総数,87,2073,1488,2102,1519,4,1080034,2307676,4730925,4043482,208834,166508,-,312101,2211609,2266664,1406915,61978,8648,114666
2,13208,調布市,1,01,4～9人,42,253,131,249,129,4,81899,135822,293424,207979,79800,889,-,4756,146009,146009,…,…,…,…
2,13208,調布市,1,02,10～19人,24,335,222,335,222,-,129413,306377,555686,528764,2158,9145,-,15619,230881,230881,…,…,…,…
2,13208,調布市,1,03,20～29人,11,270,159,272,161,-,116340,187451,389182,314206,48056,-,-,26920,186922,186922,…,…,…,…
2,13208,調布市,1,04,30～49人,4,156,124,156,124,-,x,x,x,x,x,x,-,x,x,x,x,x,x,x
2,13208,調布市,1,05,50～99人,4,233,138,233,138,-,103449,380524,935045,732692,78798,-,-,123555,488819,512741,481272,24583,7554,23443
2,13208,調布市,1,07,200～299人,1,288,267,307,286,-,x,x,x,x,-,x,-,-,x,x,x,x,x,x
2,13208,調布市,1,09,500～999人,1,538,447,550,459,-,x,x,x,x,-,x,-,x,x,x,x,x,x,x
2,13209,町田市,0,00,総数,130,4603,2711,4611,2718,-,1853199,5214692,9515907,7875987,261902,43728,-,1334290,3968335,4038915,2231059,117636,23426,144905
2,13209,町田市,1,01,4～9人,45,300,180,300,180,-,93622,113677,302377,241939,51018,5521,-,3899,174721,174721,…,…,…,…
2,13209,町田市,1,02,10～19人,29,404,226,404,226,-,136247,196784,460897,384600,56749,3884,-,15664,245302,245302,…,…,…,…
2,13209,町田市,1,03,20～29人,24,578,339,578,339,-,228456,731204,1236216,1133636,65349,97,-,37134,467601,467601,…,…,…,…
2,13209,町田市,1,04,30～49人,14,576,387,582,392,-,259231,961540,1605632,1167695,76273,-,-,361664,631379,620030,677187,28529,17512,32161
2,13209,町田市,1,05,50～99人,8,516,340,517,341,-,182779,375293,832951,809351,-,20455,-,3145,415780,428345,346011,30998,18,14919
2,13209,町田市,1,06,100～199人,7,880,538,880,538,-,433657,1925344,3078830,2177819,12513,13771,-,874727,1042888,1089062,632196,40638,1162,53898
2,13209,町田市,1,08,300～499人,2,837,293,837,293,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,13209,町田市,1,09,500～999人,1,512,408,513,409,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,13210,小金井市,0,00,総数,15,329,252,330,253,-,154254,186057,382315,268479,6604,31197,-,76035,176496,181335,x,x,x,x
2,13210,小金井市,1,01,4～9人,7,37,24,38,25,-,12083,20952,40113,32441,3620,-,-,4052,17741,17741,…,…,…,…
2,13210,小金井市,1,02,10～19人,4,55,42,55,42,-,21901,29360,69355,66371,2984,-,-,-,37032,37032,…,…,…,…
2,13210,小金井市,1,03,20～29人,3,82,56,82,56,-,x,x,x,x,-,x,-,x,x,x,…,…,…,…
2,13210,小金井市,1,06,100～199人,1,155,130,155,130,-,x,x,x,x,-,x,-,x,x,x,x,x,x,x
2,13211,小平市,0,00,総数,68,3349,2655,3371,2672,1,2103820,7102782,9737692,9549928,171285,351,340,15788,2257503,2516655,2202772,301607,74930,249737
2,13211,小平市,1,01,4～9人,33,201,119,201,119,1,64707,114998,249217,182235,58819,-,340,7823,124276,124276,…,…,…,…
2,13211,小平市,1,02,10～19人,12,149,95,149,95,-,54158,63798,166305,74550,91404,351,-,-,94912,94912,…,…,…,…
2,13211,小平市,1,03,20～29人,11,270,155,271,156,-,108407,186738,404987,383063,21062,-,-,862,202231,202231,…,…,…,…
2,13211,小平市,1,04,30～49人,5,209,160,209,160,-,87340,87313,277705,277705,-,-,-,-,168470,176761,133210,5756,1360,8300
2,13211,小平市,1,05,50～99人,2,154,111,154,111,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13211,小平市,1,06,100～199人,1,138,107,138,107,-,x,x,x,x,-,-,-,-,x,x,x,-,-,x
2,13211,小平市,1,07,200～299人,3,733,545,733,545,-,365899,693127,1116018,1108915,-,-,-,7103,378440,430215,899884,216230,8192,115174
2,13211,小平市,1,10,1000人以上,1,1495,1363,1516,1379,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13212,日野市,0,00,総数,59,12015,10009,12558,10505,1,7218018,28548337,55956108,45992348,361117,35547,-,9567096,23861209,25774136,8665146,1156110,127122,1109650
2,13212,日野市,1,01,4～9人,24,143,86,142,85,1,41393,48998,123835,91321,30190,-,-,2324,69293,69293,…,…,…,…
2,13212,日野市,1,02,10～19人,12,170,101,170,101,-,75084,79995,225452,135970,55110,838,-,33534,134682,134682,…,…,…,…
2,13212,日野市,1,03,20～29人,7,167,119,167,119,-,75924,198268,306806,279137,27669,-,-,-,100499,100499,…,…,…,…
2,13212,日野市,1,04,30～49人,4,163,79,163,79,-,47975,101138,206592,169500,20092,-,-,17000,94913,97596,92080,-,-,3605
2,13212,日野市,1,05,50～99人,2,138,84,138,84,-,x,x,x,x,x,-,-,-,x,x,x,x,-,x
2,13212,日野市,1,06,100～199人,4,486,400,511,419,-,212330,745355,1193245,1075446,81231,34709,-,1859,393320,421802,321634,91291,2880,34362
2,13212,日野市,1,07,200～299人,2,474,417,504,447,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,13212,日野市,1,09,500～999人,1,618,524,618,524,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
2,13212,日野市,1,10,1000人以上,3,9656,8199,10145,8647,-,6008651,24406603,50230395,40735126,-,-,-,9495269,22482562,24284274,6441173,936142,76066,902920
2,13213,東村山市,0,00,総数,77,3034,1908,3053,1920,1,1159294,3818560,7475147,6810732,280089,2491,-,381835,3512873,3409622,1830762,329188,55686,147741
2,13213,東村山市,1,01,4～9人,21,119,69,118,68,1,34833,41616,114884,73705,36964,180,-,4035,67844,67844,…,…,…,…
2,13213,東村山市,1,02,10～19人,23,317,178,317,178,-,107416,298140,537362,429330,70287,2227,-,35518,221604,221604,…,…,…,…
2,13213,東村山市,1,03,20～29人,8,203,106,203,106,-,79928,311240,519284,426011,x,84,-,x,192632,192632,…,…,…,…
2,13213,東村山市,1,04,30～49人,13,527,346,527,346,-,203876,637960,1034548,860221,93151,-,-,81176,347361,364696,331788,7867,26414,17043
2,13213,東村山市,1,05,50～99人,8,601,316,602,317,-,252982,1027328,1823390,1643829,-,-,-,179561,722560,740117,320856,192206,7470,37592
2,13213,東村山市,1,06,100～199人,1,130,103,130,103,-,x,x,x,x,-,-,-,x,x,x,x,x,-,x
2,13213,東村山市,1,07,200～299人,1,222,88,241,100,-,x,x,x,-,x,-,-,x,x,x,x,x,x,x
2,13213,東村山市,1,08,300～499人,1,345,255,345,255,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13213,東村山市,1,09,500～999人,1,570,447,570,447,-,x,x,x,x,x,-,-,-,x,x,x,x,x,x
2,13214,国分寺市,0,00,総数,24,988,717,1011,740,-,605848,916502,1784411,1536047,14553,23856,-,209955,833768,825210,1013996,86920,47338,42269
2,13214,国分寺市,1,01,4～9人,14,80,46,80,46,-,24582,33605,80846,67122,9368,-,-,4356,43740,43740,…,…,…,…
2,13214,国分寺市,1,02,10～19人,3,40,30,41,31,-,16122,13716,62803,51066,x,x,-,4651,45497,45497,…,…,…,…
2,13214,国分寺市,1,03,20～29人,1,24,13,24,13,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13214,国分寺市,1,04,30～49人,2,77,44,77,44,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,13214,国分寺市,1,05,50～99人,3,181,133,182,134,-,93960,180799,372307,218312,1250,3446,-,149299,179227,179584,126561,42704,2131,3894
2,13214,国分寺市,1,09,500～999人,1,586,451,607,472,-,x,x,x,x,-,x,-,x,x,x,x,x,x,x
2,13215,国立市,0,00,総数,22,388,238,387,237,1,127212,222027,479613,411743,27249,420,-,40201,240342,241077,68957,1303,3,2435
2,13215,国立市,1,01,4～9人,11,70,52,69,51,1,25452,40341,92881,90410,2145,326,-,-,48648,48648,…,…,…,…
2,13215,国立市,1,02,10～19人,4,54,34,54,34,-,21635,52270,89488,82487,-,-,-,7001,34461,34461,…,…,…,…
2,13215,国立市,1,03,20～29人,4,94,63,94,63,-,30024,38911,89603,31205,25104,94,-,33200,47089,47089,…,…,…,…
2,13215,国立市,1,04,30～49人,1,37,25,37,25,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13215,国立市,1,05,50～99人,2,133,64,133,64,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13218,福生市,0,00,総数,39,1133,780,1132,779,1,503863,1031034,2099821,1897393,136847,483,-,65098,960728,981301,196524,14113,91,18180
2,13218,福生市,1,01,4～9人,19,117,70,117,70,-,35652,55630,116784,85345,31220,-,-,219,56900,56900,…,…,…,…
2,13218,福生市,1,02,10～19人,5,61,36,60,35,1,15289,18243,51516,36492,15024,-,-,-,27286,27286,…,…,…,…
2,13218,福生市,1,03,20～29人,7,170,114,170,114,-,61653,132064,284188,218477,13806,483,-,51422,134412,134412,…,…,…,…
2,13218,福生市,1,04,30～49人,2,75,56,75,56,-,x,x,x,x,-,-,-,x,x,x,x,x,-,x
2,13218,福生市,1,05,50～99人,5,310,239,310,239,-,117180,391600,612283,525848,76797,-,-,9638,187917,205457,163145,13055,91,15909
2,13218,福生市,1,08,300～499人,1,400,265,400,265,-,x,x,x,x,-,-,-,x,x,x,x,x,-,x
2,13219,狛江市,0,00,総数,23,408,278,407,277,1,178849,922610,1733689,1272894,152380,1031,-,307384,757674,801375,104463,5005,12139,6150
2,13219,狛江市,1,01,4～9人,9,46,31,45,30,1,11867,16044,48958,32003,12644,556,-,3755,30476,30476,…,…,…,…
2,13219,狛江市,1,02,10～19人,6,78,39,78,39,-,23994,67478,117846,18934,78988,-,-,19924,48044,48044,…,…,…,…
2,13219,狛江市,1,03,20～29人,3,71,59,71,59,-,38734,263724,336930,287922,49008,-,-,-,67784,67784,…,…,…,…
2,13219,狛江市,1,04,30～49人,3,105,77,105,77,-,x,x,x,x,x,x,-,x,x,x,x,x,x,x
2,13219,狛江市,1,05,50～99人,2,108,72,108,72,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,13220,東大和市,0,00,総数,36,1228,878,1230,880,-,521237,5213519,8385973,8285109,48848,33698,-,18318,2749136,2970226,3874755,224789,18055,242769
2,13220,東大和市,1,01,4～9人,18,111,68,111,68,-,29394,147838,204690,183985,20606,-,-,99,52662,52662,…,…,…,…
2,13220,東大和市,1,02,10～19人,9,111,61,111,61,-,29780,34706,111015,109695,1320,-,-,-,70658,70658,…,…,…,…
2,13220,東大和市,1,03,20～29人,4,89,55,89,55,-,31213,28987,79356,48751,26922,-,-,3683,46639,46639,…,…,…,…
2,13220,東大和市,1,04,30～49人,2,98,72,98,72,-,x,x,x,x,-,x,-,x,x,x,x,x,x,x
2,13220,東大和市,1,05,50～99人,1,57,32,57,32,-,x,x,x,x,-,x,-,x,x,x,x,x,x,x
2,13220,東大和市,1,06,100～199人,1,143,121,145,123,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13220,東大和市,1,09,500～999人,1,619,469,619,469,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13221,清瀬市,0,00,総数,20,901,537,898,535,3,393763,894653,1858390,1757137,45799,132,-,55322,826772,908066,757907,72920,x,91516
2,13221,清瀬市,1,01,4～9人,7,43,24,40,22,3,11550,10243,35844,32213,3499,132,-,-,23705,23705,…,…,…,…
2,13221,清瀬市,1,02,10～19人,4,43,24,43,24,-,13470,34771,58910,58283,603,-,-,24,22379,22379,…,…,…,…
2,13221,清瀬市,1,03,20～29人,2,42,10,42,10,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13221,清瀬市,1,04,30～49人,2,81,30,81,30,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13221,清瀬市,1,05,50～99人,3,184,120,184,120,-,95544,505060,844512,821836,4239,-,-,18437,296770,316918,96887,30101,18070,14734
2,13221,清瀬市,1,07,200～299人,1,208,92,208,92,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
2,13221,清瀬市,1,08,300～499人,1,300,237,300,237,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13222,東久留米市,0,00,総数,49,3501,2548,3547,2594,-,1763082,8957502,14217733,11816095,111479,958,132,2289069,4718272,4953471,3238677,281530,7709,244941
2,13222,東久留米市,1,01,4～9人,18,112,69,112,69,-,43458,118607,211134,179654,30522,958,-,-,85701,85701,…,…,…,…
2,13222,東久留米市,1,02,10～19人,16,204,119,204,119,-,70402,122255,255950,213073,37218,-,-,5659,124036,124036,…,…,…,…
2,13222,東久留米市,1,03,20～29人,6,142,87,142,87,-,40224,88207,167002,146621,20043,-,132,206,72959,72959,…,…,…,…
2,13222,東久留米市,1,04,30～49人,3,127,84,127,84,-,52454,93482,209436,182388,23696,-,-,3352,105947,107929,73292,1662,193,4442
2,13222,東久留米市,1,05,50～99人,2,155,102,155,102,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,13222,東久留米市,1,06,100～199人,2,313,265,313,265,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13222,東久留米市,1,10,1000人以上,2,2448,1822,2494,1868,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,13223,武蔵村山市,0,00,総数,123,4659,2769,4729,2819,1,1710858,5482557,9895201,8786289,809935,18218,26,280733,4104694,4194357,2289714,319878,121928,202983
2,13223,武蔵村山市,1,01,4～9人,46,288,204,287,203,1,97858,146967,371831,290851,80161,-,-,819,208230,208230,…,…,…,…
2,13223,武蔵村山市,1,02,10～19人,34,486,339,486,339,-,188822,299561,739021,578008,157643,-,26,3344,406909,406909,…,…,…,…
2,13223,武蔵村山市,1,03,20～29人,10,236,150,238,152,-,96166,262116,456728,382371,63325,9725,-,1307,180202,180202,…,…,…,…
