,,,,,,,,,,,,,,,,,,,,,,,,,(単位：隻、総トン）
トン数階級別,合計,,ブイ・ドルフィン,,芝浦,,,,,,日の出,,,,竹芝,,,,品川,,,,,,トン数階級別
,,,ドルフィン,,合計,,芝浦ふ頭,,芝浦物揚場,,合計,,日の出ふ頭,,合計,,竹芝ふ頭,,合計,,品川コンテナ,,品川外貿,,
,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,
合計　　,"24,374","182,980,285",49,"32,373",699,"1,134,009",411,"1,006,629",288,"127,380",91,"65,751",91,"65,751","1,893","4,284,303","1,893","4,284,303","1,780","19,102,843",945,"8,673,376",50,"684,079",合計　　
内航船　　,"18,870","45,552,781",49,"32,373",699,"1,134,009",411,"1,006,629",288,"127,380",91,"65,751",91,"65,751","1,893","4,284,303","1,893","4,284,303",844,"9,804,007",59,"58,619",-,-,内航船　　
外航船　　,"5,504","137,427,504",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,936,"9,298,836",886,"8,614,757",50,"684,079",外航船　　
100トン未満,235,"20,324",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,19,-,-,-,-,100トン未満
内航船　　,235,"20,324",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,19,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
100トン以上　　,"1,683","291,953",-,-,52,"10,143",46,"9,154",6,989,36,"7,164",36,"7,164",611,"100,517",611,"100,517",3,509,-,-,-,-,100トン以上　　
内航船　　,"1,683","291,953",-,-,52,"10,143",46,"9,154",6,989,36,"7,164",36,"7,164",611,"100,517",611,"100,517",3,509,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
200トン以上　　,"1,468","382,160",-,-,127,"36,486",108,"31,156",19,"5,330",6,"1,698",6,"1,698",586,"164,374",586,"164,374",-,-,-,-,-,-,200トン以上　　
内航船　　,"1,468","382,160",-,-,127,"36,486",108,"31,156",19,"5,330",6,"1,698",6,"1,698",586,"164,374",586,"164,374",-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
300トン以上　　,327,"118,810",-,-,7,"2,772",7,"2,772",-,-,-,-,-,-,-,-,-,-,1,323,1,323,-,-,300トン以上　　
内航船　　,327,"118,810",-,-,7,"2,772",7,"2,772",-,-,-,-,-,-,-,-,-,-,1,323,1,323,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
400トン以上　　,"6,335","3,176,346",16,"7,951",438,"208,351",175,"87,290",263,"121,061",25,"12,465",25,"12,465",-,-,-,-,7,"3,492",7,"3,492",-,-,400トン以上　　
