,,,,,,,,,,,,,,,,,,,,,,,,,(単位：隻、総トン）
トン数階級別,10号地その1,,,,辰巳,,,,13号地その2,,,,,,,,13号地その1,,,,,,大井,,トン数階級別
,合計,,多目的ふ頭,,合計,,辰巳ふ頭,,合計,,青海コンテナふ頭（公共）,,青海コンテナふ頭(埠頭㈱),,お台場ライナーふ頭,,合計,,有明ふ頭,,官公庁（有明）,,合計,,
,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,
合計　　,26,"60,835",26,"60,835",937,"329,072",937,"329,072","2,938","46,571,002","1,598","18,897,446",919,"23,938,945",421,"3,734,611",75,"83,815",63,"53,851",12,"29,964","3,415","79,146,226",合計　　
内航船　　,26,"60,835",26,"60,835",937,"329,072",937,"329,072",920,"1,480,326",539,"445,058",126,"155,577",255,"879,691",75,"83,815",63,"53,851",12,"29,964","1,225","1,492,008",内航船　　
外航船　　,-,-,-,-,-,-,-,-,"2,018","45,090,676","1,059","18,452,388",793,"23,783,368",166,"2,854,920",-,-,-,-,-,-,"2,190","77,654,218",外航船　　
100トン未満,-,-,-,-,1,7,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,450,100トン未満
内航船　　,-,-,-,-,1,7,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,450,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
100トン以上　　,3,567,3,567,256,"45,749",256,"45,749",28,"5,571",1,199,-,-,27,"5,372",-,-,-,-,-,-,75,"12,227",100トン以上　　
内航船　　,3,567,3,567,256,"45,749",256,"45,749",28,"5,571",1,199,-,-,27,"5,372",-,-,-,-,-,-,75,"12,227",内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
200トン以上　　,3,627,3,627,153,"34,875",153,"34,875",6,"1,558",-,-,-,-,6,"1,558",-,-,-,-,-,-,34,"8,013",200トン以上　　
内航船　　,3,627,3,627,153,"34,875",153,"34,875",6,"1,558",-,-,-,-,6,"1,558",-,-,-,-,-,-,34,"8,013",内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
300トン以上　　,-,-,-,-,9,"3,444",9,"3,444",2,761,-,-,-,-,2,761,1,358,1,358,-,-,11,"4,025",300トン以上　　
内航船　　,-,-,-,-,9,"3,444",9,"3,444",2,761,-,-,-,-,2,761,1,358,1,358,-,-,11,"4,025",内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
400トン以上　　,1,443,1,443,518,"244,997",518,"244,997",193,"96,266",154,"76,817",17,"8,477",22,"10,972",10,"4,350",10,"4,350",-,-,172,"85,695",400トン以上　　
内航船　　,1,443,1,443,518,"244,997",518,"244,997",193,"96,266",154,"76,817",17,"8,477",22,"10,972",10,"4,350",10,"4,350",-,-,172,"85,695",内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
500トン以上　　,2,"1,348",2,"1,348",-,-,-,-,2,"1,200",-,-,-,-,2,"1,200",31,"19,030",31,"19,030",-,-,1,683,500トン以上　　
