内航船　　,2,"1,348",2,"1,348",-,-,-,-,2,"1,200",-,-,-,-,2,"1,200",31,"19,030",31,"19,030",-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,683,外航船　　
700トン以上　　,3,"2,958",3,"2,958",-,-,-,-,366,"275,280",233,"174,517",34,"25,466",99,"75,297",-,-,-,-,-,-,611,"457,639",700トン以上　　
内航船　　,3,"2,958",3,"2,958",-,-,-,-,366,"275,280",233,"174,517",34,"25,466",99,"75,297",-,-,-,-,-,-,611,"457,639",内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"1,000トン以上　　",-,-,-,-,-,-,-,-,229,"272,922",133,"148,694",69,"77,142",27,"47,086",21,"30,113",21,"30,113",-,-,153,"171,663","1,000トン以上　　"
内航船　　,-,-,-,-,-,-,-,-,203,"227,434",133,"148,694",69,"77,142",1,"1,598",21,"30,113",21,"30,113",-,-,152,"169,936",内航船　　
外航船　　,-,-,-,-,-,-,-,-,26,"45,488",-,-,-,-,26,"45,488",-,-,-,-,-,-,1,"1,727",外航船　　
"2,000トン以上　　",4,"10,312",4,"10,312",-,-,-,-,78,"194,678",18,"44,831",2,"4,986",58,"144,861",12,"29,964",-,-,12,"29,964",70,"174,411","2,000トン以上　　"
内航船　　,4,"10,312",4,"10,312",-,-,-,-,60,"149,476",18,"44,831",2,"4,986",40,"99,659",12,"29,964",-,-,12,"29,964",69,"171,680",内航船　　
外航船　　,-,-,-,-,-,-,-,-,18,"45,202",-,-,-,-,18,"45,202",-,-,-,-,-,-,1,"2,731",外航船　　
"3,000トン以上　　",6,"23,922",6,"23,922",-,-,-,-,6,"23,016",-,-,-,-,6,"23,016",-,-,-,-,-,-,3,"10,905","3,000トン以上　　"
内航船　　,6,"23,922",6,"23,922",-,-,-,-,3,"11,961",-,-,-,-,3,"11,961",-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,3,"11,055",-,-,-,-,3,"11,055",-,-,-,-,-,-,3,"10,905",外航船　　
"4,000トン以上　　",2,"8,878",2,"8,878",-,-,-,-,18,"82,589",-,-,-,-,18,"82,589",-,-,-,-,-,-,1,"4,865","4,000トン以上　　"
内航船　　,2,"8,878",2,"8,878",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,"4,865",内航船　　
外航船　　,-,-,-,-,-,-,-,-,18,"82,589",-,-,-,-,18,"82,589",-,-,-,-,-,-,-,-,外航船　　
"5,000トン以上　　",2,"11,780",2,"11,780",-,-,-,-,19,"105,711",3,"16,974",-,-,16,"88,737",-,-,-,-,-,-,1,"5,846","5,000トン以上　　"
内航船　　,2,"11,780",2,"11,780",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,"5,846",内航船　　
外航船　　,-,-,-,-,-,-,-,-,19,"105,711",3,"16,974",-,-,16,"88,737",-,-,-,-,-,-,-,-,外航船　　
"6,000トン以上　　",-,-,-,-,-,-,-,-,30,"188,037",1,"6,277",28,"175,756",1,"6,004",-,-,-,-,-,-,1,"6,971","6,000トン以上　　"
内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,30,"188,037",1,"6,277",28,"175,756",1,"6,004",-,-,-,-,-,-,1,"6,971",外航船　　
"7,000トン以上　　",-,-,-,-,-,-,-,-,188,"1,376,495",102,"746,802",76,"554,571",10,"75,122",-,-,-,-,-,-,101,"751,402","7,000トン以上　　"
内航船　　,-,-,-,-,-,-,-,-,4,"29,560",-,-,-,-,4,"29,560",-,-,-,-,-,-,76,"563,152",内航船　　
外航船　　,-,-,-,-,-,-,-,-,184,"1,346,935",102,"746,802",76,"554,571",6,"45,562",-,-,-,-,-,-,25,"188,250",外航船　　
"8,000トン以上　　",-,-,-,-,-,-,-,-,14,"118,657",-,-,7,"58,432",7,"60,225",-,-,-,-,-,-,78,"698,807","8,000トン以上　　"
内航船　　,-,-,-,-,-,-,-,-,2,"16,960",-,-,2,"16,960",-,-,-,-,-,-,-,-,1,"8,480",内航船　　
外航船　　,-,-,-,-,-,-,-,-,12,"101,697",-,-,5,"41,472",7,"60,225",-,-,-,-,-,-,77,"690,327",外航船　　
"9,000トン以上　　",-,-,-,-,-,-,-,-,567,"5,569,552",476,"4,692,396",82,"791,224",9,"85,932",-,-,-,-,-,-,609,"5,921,724","9,000トン以上　　"
内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,567,"5,569,552",476,"4,692,396",82,"791,224",9,"85,932",-,-,-,-,-,-,609,"5,921,724",外航船　　
"10,000トン以上　　",-,-,-,-,-,-,-,-,449,"7,601,822",198,"3,428,738",197,"3,460,364",54,"712,720",-,-,-,-,-,-,275,"4,741,798","10,000トン以上　　"
内航船　　,-,-,-,-,-,-,-,-,51,"664,299",-,-,2,"22,546",49,"641,753",-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,398,"6,937,523",198,"3,428,738",195,"3,437,818",5,"70,967",-,-,-,-,-,-,275,"4,741,798",外航船　　
"20,000トン以上　　",-,-,-,-,-,-,-,-,216,"5,595,586",93,"2,465,735",123,"3,129,851",-,-,-,-,-,-,-,-,322,"8,814,617","20,000トン以上　　"
内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,216,"5,595,586",93,"2,465,735",123,"3,129,851",-,-,-,-,-,-,-,-,322,"8,814,617",外航船　　
"30,000トン以上　　",-,-,-,-,-,-,-,-,212,"7,166,964",98,"3,318,122",75,"2,470,189",39,"1,378,653",-,-,-,-,-,-,77,"2,867,882","30,000トン以上　　"
内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,212,"7,166,964",98,"3,318,122",75,"2,470,189",39,"1,378,653",-,-,-,-,-,-,77,"2,867,882",外航船　　
"40,000トン以上　　",-,-,-,-,-,-,-,-,180,"7,444,389",76,"3,164,560",104,"4,279,829",-,-,-,-,-,-,-,-,181,"7,956,330","40,000トン以上　　"
内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,180,"7,444,389",76,"3,164,560",104,"4,279,829",-,-,-,-,-,-,-,-,181,"7,956,330",外航船　　
"50,000トン以上　　",-,-,-,-,-,-,-,-,33,"1,704,919",12,"612,784",3,"157,629",18,"934,506",-,-,-,-,-,-,207,"11,416,694","50,000トン以上　　"
内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,33,"1,704,919",12,"612,784",3,"157,629",18,"934,506",-,-,-,-,-,-,207,"11,416,694",外航船　　
"60,000トン以上　　",-,-,-,-,-,-,-,-,102,"8,745,029",-,-,102,"8,745,029",-,-,-,-,-,-,-,-,410,"35,033,579","60,000トン以上　　"
内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,102,"8,745,029",-,-,102,"8,745,029",-,-,-,-,-,-,-,-,410,"35,033,579",外航船　　
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
