,,,,,,,,,,,,,,,,,,,,,,,,(単位：人）
月別,,内航,,,,,,,,,,,,内航,,,,,,,,,月別,
,,新島諸港,神津島,神津島諸港,三宅島（三池）,三宅島諸港,八丈島（八重根）,八丈島（神湊）,利島,御蔵島,式根島諸港,小笠原（二見）,湾内周遊,横浜,中部 計,輪島,名古屋,近畿 計,鳥羽,神戸,九州 計,北九州,,
合計,乗船,"5,911","12,060","13,143","15,943","13,763",159,"19,508","5,293","6,754","22,841","30,004","611,866",474,"1,036",410,626,440,440,-,"18,394","18,394",合計,乗船
,降船,"8,290","9,704","9,860","12,614","11,087",68,"9,616","3,354","5,584","20,839","30,405","570,314",-,-,-,-,636,440,196,"17,624","17,624",,降船
１月,乗船,-,-,-,-,-,-,-,-,-,-,"1,119","24,010",-,-,-,-,-,-,-,839,839,１月,乗船
,降船,-,-,-,-,-,-,-,-,-,-,"1,779","24,010",-,-,-,-,-,-,-,"1,592","1,592",,降船
２月,乗船,-,86,459,"1,026",512,-,657,202,52,368,"1,973","21,351",-,-,-,-,-,-,-,966,966,２月,乗船
,降船,-,23,123,663,331,-,198,50,22,123,"2,076","21,351",-,-,-,-,-,-,-,673,673,,降船
３月,乗船,-,424,823,"1,143","1,099",65,"1,452",317,219,857,"2,931","34,758",-,-,-,-,-,-,-,"2,203","2,203",３月,乗船
,降船,-,158,306,884,850,36,811,90,117,612,"3,235","34,758",-,-,-,-,-,-,-,"1,897","1,897",,降船
４月,乗船,238,546,753,"1,318",840,-,"1,531",401,479,"1,192","2,389","39,868",-,350,-,350,440,440,-,"1,933","1,933",４月,乗船
,降船,206,304,461,943,599,-,509,288,389,819,"2,180","39,968",-,-,-,-,527,440,87,"1,424","1,424",,降船
５月,乗船,406,"1,028","1,118","1,387","1,584",-,"1,950",578,643,"1,464","1,766","46,644",-,-,-,-,-,-,-,"1,596","1,596",５月,乗船
,降船,624,"1,025","1,041","1,084","1,237",-,"1,284",427,580,"1,615","2,574","46,644",-,-,-,-,-,-,-,"1,790","1,790",,降船
６月,乗船,293,495,657,981,"1,542",-,983,404,738,864,"3,040","46,761",-,276,-,276,-,-,-,953,953,６月,乗船
,降船,295,343,457,725,"1,139",-,374,310,590,681,"2,286","46,761",-,-,-,-,-,-,-,865,865,,降船
７月,乗船,753,"2,942","1,010","2,026","1,068",-,"2,409",792,"1,305","4,450","3,458","91,225",-,-,-,-,-,-,-,901,901,７月,乗船
,降船,"1,004","2,247",831,"1,488",784,-,911,688,"1,145","3,804","3,506","49,573",-,-,-,-,-,-,-,998,998,,降船
８月,乗船,"2,252","3,167","4,536","3,580","1,022",-,"4,541",883,"1,318","7,836","4,253","93,600",-,-,-,-,-,-,-,"2,941","2,941",８月,乗船
,降船,"3,087","2,732","3,723","3,024",862,-,"3,079",728,"1,165","7,866","4,166","93,600",-,-,-,-,-,-,-,"2,952","2,952",,降船
９月,乗船,"1,026","1,803","2,066",912,"1,876",-,"2,074",647,926,"3,277","2,881","70,235",-,-,-,-,-,-,-,"1,229","1,229",９月,乗船
,降船,"1,599","1,922","2,221",909,"1,871",-,"1,151",456,730,"3,817","2,615","70,235",-,-,-,-,109,-,109,"1,498","1,498",,降船
１０月,乗船,724,883,474,719,"1,973",94,"1,316",450,542,"1,147","2,644","51,164",-,410,410,-,-,-,-,"1,678","1,678",１０月,乗船
,降船,"1,209",691,333,580,"1,591",32,452,141,366,959,"2,442","51,164",-,-,-,-,-,-,-,"1,523","1,523",,降船
１１月,乗船,163,390,683,"1,634","1,248",-,"1,494",386,447,831,"1,539","46,297",-,-,-,-,-,-,-,"1,361","1,361",１１月,乗船
,降船,207,174,222,"1,344","1,027",-,503,110,388,398,"1,750","46,297",-,-,-,-,-,-,-,"1,299","1,299",,降船
１２月,乗船,56,296,564,"1,217",999,-,"1,101",233,85,555,"2,011","45,953",474,-,-,-,-,-,-,"1,794","1,794",１２月,乗船
,降船,59,85,142,970,796,-,344,66,92,145,"1,796","45,953",-,-,-,-,-,-,-,"1,113","1,113",,降船
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
