,,,,,,,,,,,,,(単位：隻、総トン）
,船種別,合計,,ブイ・ドルフィン,,芝浦,,,,,,日の出,
,,,,ドルフィン,,合計,,芝浦ふ頭,,芝浦物揚場,,合計,
,,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数
,合計,"27,023","186,578,454",50,"32,872","1,708","2,045,983",494,"1,702,380","1,214","343,603",93,"66,727"
,内航    ,"21,453","48,146,555",50,"32,872","1,708","2,045,983",494,"1,702,380","1,214","343,603",93,"66,727"
,外航    ,"5,570","138,431,899",-,-,-,-,-,-,-,-,-,-
,貨物船計,"20,510","171,941,722",50,"32,872",676,"1,121,063",427,"1,006,379",249,"114,684",67,"21,327"
,内航    ,"14,978","35,151,412",50,"32,872",676,"1,121,063",427,"1,006,379",249,"114,684",67,"21,327"
,外航    ,"5,532","136,790,310",-,-,-,-,-,-,-,-,-,-
,鋼材船,223,"118,414",-,-,2,398,2,398,-,-,-,-
,内航    ,223,"118,414",-,-,2,398,2,398,-,-,-,-
,外航    ,-,-,-,-,-,-,-,-,-,-,-,-
,材木船,-,-,-,-,-,-,-,-,-,-,-,-
,内航    ,-,-,-,-,-,-,-,-,-,-,-,-
,外航    ,-,-,-,-,-,-,-,-,-,-,-,-
,チップ船,-,-,-,-,-,-,-,-,-,-,-,-
,内航    ,-,-,-,-,-,-,-,-,-,-,-,-
,外航    ,-,-,-,-,-,-,-,-,-,-,-,-
,砂利･砂・石材船,"3,718","1,926,429",10,"6,701",-,-,-,-,-,-,-,-
,内航    ,"3,718","1,926,429",10,"6,701",-,-,-,-,-,-,-,-
,外航    ,-,-,-,-,-,-,-,-,-,-,-,-
,セメント船,520,"3,290,337",-,-,66,"865,508",66,"865,508",-,-,-,-
,内航    ,520,"3,290,337",-,-,66,"865,508",66,"865,508",-,-,-,-
,外航    ,-,-,-,-,-,-,-,-,-,-,-,-
,石炭船,-,-,-,-,-,-,-,-,-,-,-,-
,内航    ,-,-,-,-,-,-,-,-,-,-,-,-
,外航    ,-,-,-,-,-,-,-,-,-,-,-,-
,鉱石船,-,-,-,-,-,-,-,-,-,-,-,-
,内航    ,-,-,-,-,-,-,-,-,-,-,-,-
,外航    ,-,-,-,-,-,-,-,-,-,-,-,-
