外 航 船　　,11,"39,925",11,"39,925",-,-,-,-,-,-,-,-,,-,-,6,"21,960",-,-,-,-,-,-,5,"17,965",,
４，０００トン以上　　,534,"2,593,416",195,"909,362",-,-,-,-,119,"552,149",2,"8,104",,-,-,25,"111,705",1,"4,238",48,"233,166",-,-,-,-,,
内 航 船　　,466,"2,269,442",127,"585,388",-,-,-,-,119,"552,149",2,"8,104",,-,-,5,"20,897",1,"4,238",-,-,-,-,-,-,,
外 航 船　　,68,"323,974",68,"323,974",-,-,-,-,-,-,-,-,,-,-,20,"90,808",-,-,48,"233,166",-,-,-,-,,
５，０００トン以上　　,548,"3,078,060",230,"1,270,697",-,-,-,-,201,"1,108,560",-,-,,-,-,17,"94,583",-,-,12,"67,554",-,-,-,-,,
内 航 船　　,520,"2,921,769",202,"1,114,406",-,-,-,-,201,"1,108,560",-,-,,-,-,1,"5,846",-,-,-,-,-,-,-,-,,
外 航 船　　,28,"156,291",28,"156,291",-,-,-,-,-,-,-,-,,-,-,16,"88,737",-,-,12,"67,554",-,-,-,-,,
６，０００トン以上　　,116,"757,368",111,"726,443",-,-,-,-,37,"247,075",-,-,,-,-,2,"12,975",-,-,72,"466,393",-,-,-,-,,
内 航 船　　,42,"278,000",37,"247,075",-,-,-,-,37,"247,075",-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
外 航 船　　,74,"479,368",74,"479,368",-,-,-,-,-,-,-,-,,-,-,2,"12,975",-,-,72,"466,393",-,-,-,-,,
７，０００トン以上　　,436,"3,251,486",436,"3,251,486",-,-,-,-,49,"385,039",-,-,,-,-,6,"46,519",-,-,293,"2,164,501",88,"655,427",-,-,,
内 航 船　　,129,"977,751",129,"977,751",-,-,-,-,49,"385,039",-,-,,-,-,-,-,-,-,-,-,80,"592,712",-,-,,
外 航 船　　,307,"2,273,735",307,"2,273,735",-,-,-,-,-,-,-,-,,-,-,6,"46,519",-,-,293,"2,164,501",8,"62,715",-,-,,
８，０００トン以上　　,277,"2,326,531",274,"2,301,091",-,-,-,-,-,-,-,-,,-,-,84,"750,552",-,-,98,"813,159",-,-,92,"737,380",,
内 航 船　　,95,"762,820",92,"737,380",-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,92,"737,380",,
外 航 船　　,182,"1,563,711",182,"1,563,711",-,-,-,-,-,-,-,-,,-,-,84,"750,552",-,-,98,"813,159",-,-,-,-,,
９，０００トン以上　　,"2,262","22,115,659","2,260","22,095,737",-,-,-,-,3,"29,871",-,-,,-,-,47,"432,552",-,-,"1,797","17,583,004",72,"686,665",341,"3,363,645",,
内 航 船　　,343,"3,383,532",343,"3,383,532",-,-,-,-,3,"29,871",-,-,,-,-,-,-,-,-,-,-,-,-,340,"3,353,661",,
外 航 船　　,"1,919","18,732,127","1,917","18,712,205",-,-,-,-,-,-,-,-,,-,-,47,"432,552",-,-,"1,797","17,583,004",72,"686,665",1,"9,984",,
１０，０００トン以上　　,"2,845","38,760,871","2,431","33,632,563",-,-,-,-,56,"800,305",-,-,,-,-,23,"348,204",-,-,770,"13,453,837",4,"44,691","1,578","18,985,526",,
内 航 船　　,"1,979","23,970,105","1,565","18,841,797",-,-,-,-,56,"800,305",-,-,,-,-,-,-,-,-,-,-,-,-,"1,509","18,041,492",,
外 航 船　　,866,"14,790,766",866,"14,790,766",-,-,-,-,-,-,-,-,,-,-,23,"348,204",-,-,770,"13,453,837",4,"44,691",69,"944,034",,
２０，０００トン以上　　,565,"15,093,743",550,"14,716,207",-,-,-,-,-,-,-,-,,-,-,32,"761,519",-,-,518,"13,954,688",-,-,-,-,,
内 航 船　　,8,"200,386",-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
外 航 船　　,557,"14,893,357",550,"14,716,207",-,-,-,-,-,-,-,-,,-,-,32,"761,519",-,-,518,"13,954,688",-,-,-,-,,
３０，０００トン以上　　,298,"10,346,666",298,"10,346,666",-,-,-,-,-,-,-,-,,-,-,14,"474,763",26,"955,490",222,"7,744,577",36,"1,171,836",-,-,,
内 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
外 航 船　　,298,"10,346,666",298,"10,346,666",-,-,-,-,-,-,-,-,,-,-,14,"474,763",26,"955,490",222,"7,744,577",36,"1,171,836",-,-,,
４０，０００トン以上　　,362,"15,445,085",362,"15,445,085",-,-,-,-,-,-,-,-,,-,-,1,"44,366",-,-,361,"15,400,719",-,-,-,-,,
内 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
外 航 船　　,362,"15,445,085",362,"15,445,085",-,-,-,-,-,-,-,-,,-,-,1,"44,366",-,-,361,"15,400,719",-,-,-,-,,
５０，０００トン以上　　,263,"14,427,300",238,"13,010,477",-,-,-,-,-,-,-,-,,-,-,-,-,18,"934,506",220,"12,075,971",-,-,-,-,,
内 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
外 航 船　　,263,"14,427,300",238,"13,010,477",-,-,-,-,-,-,-,-,,-,-,-,-,18,"934,506",220,"12,075,971",-,-,-,-,,
６０，０００トン以上　　,513,"43,841,723",513,"43,841,723",-,-,-,-,-,-,-,-,,-,-,-,-,1,"63,115",511,"43,706,821",1,"71,787",-,-,,
内 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
外 航 船　　,513,"43,841,723",513,"43,841,723",-,-,-,-,-,-,-,-,,-,-,-,-,1,"63,115",511,"43,706,821",1,"71,787",-,-,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
