,,,,,,,,,,,,,,,,,,,,,,,,,(単位：隻、総トン）,,
トン数階級別,合計,,貨物船,,,,,,,,,,,貨物船,,,,,,,,,,,,,
,,,計,,鋼材船,,砂利・砂・石材船,,セメント船,,油送船,,,プロダクトオイルタンカー,,一般貨物船,,自動車専用船,,フルコンテナ船,,セミコンテナ船,,ＲＯＲＯ船,,,
,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,,
合計　　,"24,374","182,980,285","20,109","170,740,227",220,"116,918","3,621","1,862,275",514,"3,259,310","2,023","2,622,149",,403,"923,961","4,695","5,369,347",46,"1,957,349","6,163","128,732,433",403,"2,781,704","2,021","23,114,781",,
内 航 船　　,"18,870","45,552,781","14,642","34,931,840",220,"116,918","3,621","1,862,275",514,"3,259,310","2,023","2,622,149",,403,"923,961","4,391","2,188,138",1,"4,238","1,241","1,068,043",282,"744,010","1,946","22,142,798",,
外 航 船　　,"5,504","137,427,504","5,467","135,808,387",-,-,-,-,-,-,-,-,,-,-,304,"3,181,209",45,"1,953,111","4,922","127,664,390",121,"2,037,694",75,"971,983",,
１００トン未満,235,"20,324",177,"19,079",-,-,-,-,-,-,177,"19,079",,-,-,-,-,-,-,-,-,-,-,-,-,,
内 航 船　　,235,"20,324",177,"19,079",-,-,-,-,-,-,177,"19,079",,-,-,-,-,-,-,-,-,-,-,-,-,,
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
１００トン以上　　,"1,683","291,953",955,"171,841",19,"3,781",162,"30,228",-,-,288,"47,605",,32,"5,016",454,"85,211",-,-,-,-,-,-,-,-,,
内 航 船　　,"1,683","291,953",955,"171,841",19,"3,781",162,"30,228",-,-,288,"47,605",,32,"5,016",454,"85,211",-,-,-,-,-,-,-,-,,
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
２００トン以上　　,"1,468","382,160",819,"202,010",10,"2,791",148,"30,183",-,-,291,"72,431",,-,-,370,"96,605",-,-,-,-,-,-,-,-,,
内 航 船　　,"1,468","382,160",819,"202,010",10,"2,791",148,"30,183",-,-,291,"72,431",,-,-,370,"96,605",-,-,-,-,-,-,-,-,,
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
３００トン以上　　,327,"118,810",295,"107,580",-,-,31,"11,261",-,-,50,"16,285",,-,-,214,"80,034",-,-,-,-,-,-,-,-,,
内 航 船　　,327,"118,810",295,"107,580",-,-,31,"11,261",-,-,50,"16,285",,-,-,214,"80,034",-,-,-,-,-,-,-,-,,
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
４００トン以上　　,"6,335","3,176,346","5,736","2,898,894",107,"50,454","2,528","1,236,563",-,-,356,"266,112",,-,-,"2,408","1,177,684",-,-,337,"168,081",-,-,-,-,,
内 航 船　　,"6,335","3,176,346","5,736","2,898,894",107,"50,454","2,528","1,236,563",-,-,356,"266,112",,-,-,"2,408","1,177,684",-,-,337,"168,081",-,-,-,-,,
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
５００トン以上　　,995,"625,914",726,"458,539",-,-,372,"231,929",-,-,-,-,,-,-,354,"226,610",-,-,-,-,-,-,-,-,,
内 航 船　　,994,"625,231",725,"457,856",-,-,372,"231,929",-,-,-,-,,-,-,353,"225,927",-,-,-,-,-,-,-,-,,
外 航 船　　,1,683,1,683,-,-,-,-,-,-,-,-,,-,-,1,683,-,-,-,-,-,-,-,-,,
７００トン以上　　,"2,178","1,633,892","1,972","1,474,118",84,"59,892",327,"244,165",-,-,74,"56,159",,4,"3,745",505,"377,635",-,-,776,"581,224",202,"151,298",-,-,,
内 航 船　　,"2,178","1,633,892","1,972","1,474,118",84,"59,892",327,"244,165",-,-,74,"56,159",,4,"3,745",505,"377,635",-,-,776,"581,224",202,"151,298",-,-,,
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
１，０００トン以上　　,860,"1,124,274",344,"521,212",-,-,52,"75,452",-,-,182,"282,719",,-,-,110,"163,041",-,-,-,-,-,-,-,-,,
内 航 船　　,826,"1,065,140",312,"464,500",-,-,52,"75,452",-,-,182,"282,719",,-,-,78,"106,329",-,-,-,-,-,-,-,-,,
外 航 船　　,34,"59,134",32,"56,712",-,-,-,-,-,-,-,-,,-,-,32,"56,712",-,-,-,-,-,-,-,-,,
２，０００トン以上　　,973,"2,497,252",899,"2,318,036",-,-,1,"2,494",29,"63,743",350,"960,231",,366,"911,706",20,"50,859",-,-,128,"318,738",-,-,5,"10,265",,
内 航 船　　,952,"2,443,593",879,"2,267,177",-,-,1,"2,494",29,"63,743",350,"960,231",,366,"911,706",-,-,-,-,128,"318,738",-,-,5,"10,265",,
外 航 船　　,21,"53,659",20,"50,859",-,-,-,-,-,-,-,-,,-,-,20,"50,859",-,-,-,-,-,-,-,-,,
３，０００トン以上　　,301,"1,071,452",288,"1,021,381",-,-,-,-,20,"72,568",253,"893,424",,1,"3,494",9,"33,930",-,-,-,-,-,-,5,"17,965",,
内 航 船　　,290,"1,031,527",277,"981,456",-,-,-,-,20,"72,568",253,"893,424",,1,"3,494",3,"11,970",-,-,-,-,-,-,-,-,,
