,,,,,,,,,,,,,,,,,,,,,,,,,(単位：隻、総トン）
トン数階級別,品川,,晴海,,,,,,月島,,,,,,,,10号地その2,,,,,,,,トン数階級別
,品川内貿,,合計,,晴海ふ頭,,官公庁（晴海）,,合計,,月島ふ頭,,漁業基地,,官公庁（月島）,,合計,,10号西岸壁,,10号東岸壁,,東京港フェリーふ頭,,
,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,
合計　　,785,"9,745,388",109,"1,967,129",88,"1,904,567",21,"62,562",131,"61,961",47,"15,578",25,"34,706",59,"11,677","1,518","12,283,006",753,"7,715,670",418,"182,644",347,"4,384,692",合計　　
内航船　　,785,"9,745,388",75,"398,455",54,"335,893",21,"62,562",129,"59,539",47,"15,578",23,"32,284",59,"11,677","1,518","12,283,006",753,"7,715,670",418,"182,644",347,"4,384,692",内航船　　
外航船　　,-,-,34,"1,568,674",34,"1,568,674",-,-,2,"2,422",-,-,2,"2,422",-,-,-,-,-,-,-,-,-,-,外航船　　
100トン未満,1,19,1,61,1,61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100トン未満
内航船　　,1,19,1,61,1,61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
100トン以上　　,3,509,2,396,2,396,-,-,66,"13,000",7,"1,323",-,-,59,"11,677",49,"9,751",23,"4,577",26,"5,174",-,-,100トン以上　　
内航船　　,3,509,2,396,2,396,-,-,66,"13,000",7,"1,323",-,-,59,"11,677",49,"9,751",23,"4,577",26,"5,174",-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
200トン以上　　,-,-,-,-,-,-,-,-,1,272,1,272,-,-,-,-,31,"8,590",-,-,31,"8,590",-,-,200トン以上　　
内航船　　,-,-,-,-,-,-,-,-,1,272,1,272,-,-,-,-,31,"8,590",-,-,31,"8,590",-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
300トン以上　　,-,-,-,-,-,-,-,-,31,"9,868",30,"9,510",1,358,-,-,52,"18,876",-,-,52,"18,876",-,-,300トン以上　　
内航船　　,-,-,-,-,-,-,-,-,31,"9,868",30,"9,510",1,358,-,-,52,"18,876",-,-,52,"18,876",-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
400トン以上　　,-,-,10,"4,198",9,"3,699",1,499,9,"4,473",9,"4,473",-,-,-,-,260,"124,741",1,499,259,"124,242",-,-,400トン以上　　
内航船　　,-,-,10,"4,198",9,"3,699",1,499,9,"4,473",9,"4,473",-,-,-,-,260,"124,741",1,499,259,"124,242",-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
500トン以上　　,-,-,-,-,-,-,-,-,1,692,-,-,1,692,-,-,50,"25,762",-,-,50,"25,762",-,-,500トン以上　　
内航船　　,-,-,-,-,-,-,-,-,1,692,-,-,1,692,-,-,50,"25,762",-,-,50,"25,762",-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
700トン以上　　,-,-,2,"1,972",2,"1,972",-,-,11,"10,846",-,-,11,"10,846",-,-,2,"1,498",2,"1,498",-,-,-,-,700トン以上　　
内航船　　,-,-,2,"1,972",2,"1,972",-,-,11,"10,846",-,-,11,"10,846",-,-,2,"1,498",2,"1,498",-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"1,000トン以上　　",-,-,8,"12,672",7,"11,074",1,"1,598",11,"18,820",-,-,11,"18,820",-,-,-,-,-,-,-,-,-,-,"1,000トン以上　　"
内航船　　,-,-,8,"12,672",7,"11,074",1,"1,598",9,"16,398",-,-,9,"16,398",-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,2,"2,422",-,-,2,"2,422",-,-,-,-,-,-,-,-,-,-,外航船　　
"2,000トン以上　　",-,-,25,"59,995",11,"26,065",14,"33,930",-,-,-,-,-,-,-,-,5,"10,265",5,"10,265",-,-,-,-,"2,000トン以上　　"
内航船　　,-,-,24,"57,195",10,"23,265",14,"33,930",-,-,-,-,-,-,-,-,5,"10,265",5,"10,265",-,-,-,-,内航船　　
外航船　　,-,-,1,"2,800",1,"2,800",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"3,000トン以上　　",-,-,5,"18,581",3,"10,601",2,"7,980",1,"3,990",-,-,1,"3,990",-,-,-,-,-,-,-,-,-,-,"3,000トン以上　　"
内航船　　,-,-,5,"18,581",3,"10,601",2,"7,980",1,"3,990",-,-,1,"3,990",-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"4,000トン以上　　",1,"4,238",4,"17,739",4,"17,739",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,000トン以上　　"
内航船　　,1,"4,238",4,"17,739",4,"17,739",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"5,000トン以上　　",-,-,3,"17,430",3,"17,430",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,000トン以上　　"
内航船　　,-,-,3,"17,430",3,"17,430",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"6,000トン以上　　",-,-,5,"30,925",2,"12,370",3,"18,555",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"6,000トン以上　　"
内航船　　,-,-,5,"30,925",2,"12,370",3,"18,555",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"7,000トン以上　　",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"7,000トン以上　　"
内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"8,000トン以上　　",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92,"737,380",92,"737,380",-,-,-,-,"8,000トン以上　　"
内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92,"737,380",92,"737,380",-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"9,000トン以上　　",195,"1,928,876",2,"19,922",2,"19,922",-,-,-,-,-,-,-,-,-,-,145,"1,424,785",145,"1,424,785",-,-,-,-,"9,000トン以上　　"
内航船　　,195,"1,928,876",-,-,-,-,-,-,-,-,-,-,-,-,-,-,145,"1,424,785",145,"1,424,785",-,-,-,-,内航船　　
外航船　　,-,-,2,"19,922",2,"19,922",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"10,000トン以上　　",585,"7,811,746",3,"36,900",3,"36,900",-,-,-,-,-,-,-,-,-,-,832,"9,921,358",485,"5,536,666",-,-,347,"4,384,692","10,000トン以上　　"
内航船　　,585,"7,811,746",3,"36,900",3,"36,900",-,-,-,-,-,-,-,-,-,-,832,"9,921,358",485,"5,536,666",-,-,347,"4,384,692",内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"20,000トン以上　　",-,-,15,"377,536",15,"377,536",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"20,000トン以上　　"
内航船　　,-,-,8,"200,386",8,"200,386",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,7,"177,150",7,"177,150",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"30,000トン以上　　",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"30,000トン以上　　"
内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"40,000トン以上　　",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"40,000トン以上　　"
内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"50,000トン以上　　",-,-,23,"1,305,687",23,"1,305,687",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"50,000トン以上　　"
内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,23,"1,305,687",23,"1,305,687",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
