,,,,,,,,,,,,,,,,,,,,,,,,,,,(単位：人）
月別,,合計,外航,,,,,,,,,,,,,内航,,,,,,,,,,月別,
,,,計,釜山,済州,青島,上海,"新港,天津",花蓮港,基隆,"ホーチミン
及びカトライ",シンガポール,ムアラ,ペトロパブロフスクカムチャツキー,ダッチハーバー,計,北海道 計,小樽,東北 計,石巻,関東 計,館山,大島（元町）,大島（岡田）,新島,,
合計,乗船,"977,282","22,258","8,259","6,508",271,-,328,"1,304","4,900",-,-,364,324,-,"955,024",-,-,-,-,"935,154",411,"39,709","116,074","21,241",合計,乗船
,降船,"908,293","24,863","7,435","8,234",-,342,326,-,"7,384",363,274,-,312,193,"883,430",273,273,403,403,"864,494",-,"45,348","111,944","15,467",,降船
１月,乗船,"29,580","3,612",-,-,-,-,-,"1,304","2,308",-,-,-,-,-,"25,968",-,-,-,-,"25,129",-,-,-,-,１月,乗船
,降船,"31,902","4,521",-,-,-,-,-,-,"4,521",-,-,-,-,-,"27,381",-,-,-,-,"25,789",-,-,-,-,,降船
２月,乗船,"39,990",-,-,-,-,-,-,-,-,-,-,-,-,-,"39,990",-,-,-,-,"39,024",-,"1,852","9,845",641,２月,乗船
,降船,"37,915",-,-,-,-,-,-,-,-,-,-,-,-,-,"37,915",-,-,-,-,"37,242",-,"2,234","9,835",213,,降船
３月,乗船,"64,682",-,-,-,-,-,-,-,-,-,-,-,-,-,"64,682",-,-,-,-,"62,479",-,406,"16,942","1,043",３月,乗船
,降船,"62,361",274,-,-,-,-,-,-,-,-,274,-,-,-,"62,087",-,-,-,-,"60,190",-,473,"17,435",425,,降船
４月,乗船,"66,705","1,872",602,-,-,-,-,-,"1,270",-,-,-,-,-,"64,833",-,-,-,-,"62,110",-,"4,451","6,707","1,397",４月,乗船
,降船,"61,486","1,409","1,409",-,-,-,-,-,-,-,-,-,-,-,"60,077",-,-,-,-,"58,126",-,"4,499","6,107",854,,降船
５月,乗船,"77,712","1,434","1,110",-,-,-,-,-,-,-,-,-,324,-,"76,278",-,-,-,-,"74,682",-,"4,611","9,168","2,335",５月,乗船
,降船,"78,667","2,623",-,"1,005",-,-,326,-,"1,292",-,-,-,-,-,"76,044",-,-,-,-,"74,254",-,"5,221","8,640","2,258",,降船
６月,乗船,"74,487","3,942","1,889","2,053",-,-,-,-,-,-,-,-,-,-,"70,545",-,-,-,-,"69,316",-,"3,814","7,778",966,６月,乗船
,降船,"70,282","3,271","1,597","1,674",-,-,-,-,-,-,-,-,-,-,"67,011",273,273,-,-,"65,873",-,"3,845","7,219",848,,降船
７月,乗船,"131,454",-,-,-,-,-,-,-,-,-,-,-,-,-,"131,454",-,-,-,-,"130,553",-,"5,616","9,969","3,530",７月,乗船
,降船,"85,408",-,-,-,-,-,-,-,-,-,-,-,-,-,"85,408",-,-,-,-,"84,410",-,"6,418","9,329","2,682",,降船
８月,乗船,"158,769",514,-,514,-,-,-,-,-,-,-,-,-,-,"158,255",-,-,-,-,"155,314",-,"7,410","15,108","5,808",８月,乗船
,降船,"156,510","1,188","1,188",-,-,-,-,-,-,-,-,-,-,-,"155,322",-,-,-,-,"152,370",-,"8,437","14,848","5,053",,降船
９月,乗船,"108,240","1,915","1,218",697,-,-,-,-,-,-,-,-,-,-,"106,325",-,-,-,-,"105,096",411,"1,201","13,347","2,414",９月,乗船
,降船,"109,040","1,752",-,"1,247",-,-,-,-,-,-,-,-,312,193,"107,288",-,-,403,403,"105,278",-,"1,328","14,431","1,993",,降船
１０月,乗船,"82,176","3,933","1,865","1,740",-,-,328,-,-,-,-,-,-,-,"78,243",-,-,-,-,"76,155",-,"2,074","10,837","1,114",１０月,乗船
,降船,"77,715","3,660","1,641","1,677",-,342,-,-,-,-,-,-,-,-,"74,055",-,-,-,-,"72,532",-,"2,306","9,815",451,,降船
１１月,乗船,"75,253","5,036","1,575","1,504",271,-,-,-,"1,322",-,-,364,-,-,"70,217",-,-,-,-,"68,856",-,"5,479","7,196","1,069",１１月,乗船
,降船,"73,100","5,802","1,600","2,631",-,-,-,-,"1,571",-,-,-,-,-,"67,298",-,-,-,-,"65,999",-,"7,375","5,784",420,,降船
１２月,乗船,"68,234",-,-,-,-,-,-,-,-,-,-,-,-,-,"68,234",-,-,-,-,"66,440",-,"2,795","9,177",924,１２月,乗船
,降船,"63,907",363,-,-,-,-,-,-,-,363,-,-,-,-,"63,544",-,-,-,-,"62,431",-,"3,212","8,501",270,,降船
,,,,,,,,,,,,,,,,,,,,,,,,,,,
*外航は、航路に外国港が１港でも含まれるものをいう。また、外航の乗降地は、寄港地が複数ある場合、直前の外国港とする。,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
