,,,,,,,,,,,,,,,,,,,,,,,,,(単位：隻、総トン）
トン数階級別,大井,,,,,,,,,,若洲,,,,,,,,城南島,,,,,,トン数階級別
,大井コンテナふ頭,,大井水産物ふ頭,,大井食品ふ頭（OL）,,大井食品ふ頭（OM）,,大井食品ふ頭（ON）,,合計,,若洲内貿ふ頭,,15号地木材ふ頭,,若洲建材ふ頭,,合計,,大井建材ふ頭,,城南島建設発生土ふ頭,,
,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,
合計　　,"3,107","77,124,089",14,"143,679",185,"890,299",102,"916,167",7,"71,992",567,"2,045,976",140,"1,404,760",37,"411,548",390,"229,668","1,751","1,065,801","1,088","623,747",663,"442,054",合計　　
内航船　　,"1,071","1,451,683",6,"12,257",148,"28,068",-,-,-,-,553,"1,638,709",140,"1,404,760",23,"4,281",390,"229,668","1,751","1,065,801","1,088","623,747",663,"442,054",内航船　　
外航船　　,"2,036","75,672,406",8,"131,422",37,"862,231",102,"916,167",7,"71,992",14,"407,267",-,-,14,"407,267",-,-,-,-,-,-,-,-,外航船　　
100トン未満,-,-,-,-,22,450,-,-,-,-,5,176,-,-,4,157,1,19,-,-,-,-,-,-,100トン未満
内航船　　,-,-,-,-,22,450,-,-,-,-,5,176,-,-,4,157,1,19,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
100トン以上　　,-,-,-,-,75,"12,227",-,-,-,-,13,"2,288",-,-,12,"2,121",1,167,-,-,-,-,-,-,100トン以上　　
内航船　　,-,-,-,-,75,"12,227",-,-,-,-,13,"2,288",-,-,12,"2,121",1,167,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
200トン以上　　,-,-,-,-,34,"8,013",-,-,-,-,5,"1,281",-,-,5,"1,281",-,-,1,279,-,-,1,279,200トン以上　　
内航船　　,-,-,-,-,34,"8,013",-,-,-,-,5,"1,281",-,-,5,"1,281",-,-,1,279,-,-,1,279,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
300トン以上　　,-,-,3,"1,137",8,"2,888",-,-,-,-,4,"1,474",-,-,2,722,2,752,29,"10,501",3,"1,130",26,"9,371",300トン以上　　
内航船　　,-,-,3,"1,137",8,"2,888",-,-,-,-,4,"1,474",-,-,2,722,2,752,29,"10,501",3,"1,130",26,"9,371",内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
400トン以上　　,162,"80,796",1,409,9,"4,490",-,-,-,-,205,"100,950",-,-,-,-,205,"100,950",886,"435,006",646,"319,362",240,"115,644",400トン以上　　
内航船　　,162,"80,796",1,409,9,"4,490",-,-,-,-,205,"100,950",-,-,-,-,205,"100,950",886,"435,006",646,"319,362",240,"115,644",内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
500トン以上　　,-,-,1,683,-,-,-,-,-,-,54,"33,342",-,-,-,-,54,"33,342",342,"214,676",174,"105,298",168,"109,378",500トン以上　　
内航船　　,-,-,-,-,-,-,-,-,-,-,54,"33,342",-,-,-,-,54,"33,342",342,"214,676",174,"105,298",168,"109,378",内航船　　
外航船　　,-,-,1,683,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
700トン以上　　,611,"457,639",-,-,-,-,-,-,-,-,127,"94,438",-,-,-,-,127,"94,438",441,"329,887",265,"197,957",176,"131,930",700トン以上　　
内航船　　,611,"457,639",-,-,-,-,-,-,-,-,127,"94,438",-,-,-,-,127,"94,438",441,"329,887",265,"197,957",176,"131,930",内航船　　
