外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"1,000トン以上　　",152,"169,936",1,"1,727",-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,"75,452",-,-,52,"75,452","1,000トン以上　　"
内航船　　,152,"169,936",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,"75,452",-,-,52,"75,452",内航船　　
外航船　　,-,-,1,"1,727",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"2,000トン以上　　",69,"171,680",-,-,-,-,-,-,1,"2,731",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,000トン以上　　"
内航船　　,69,"171,680",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,1,"2,731",-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"3,000トン以上　　",-,-,3,"10,905",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,000トン以上　　"
内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,3,"10,905",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"4,000トン以上　　",-,-,1,"4,865",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,000トン以上　　"
内航船　　,-,-,1,"4,865",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"5,000トン以上　　",-,-,1,"5,846",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,000トン以上　　"
内航船　　,-,-,1,"5,846",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"6,000トン以上　　",-,-,1,"6,971",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"6,000トン以上　　"
内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,1,"6,971",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"7,000トン以上　　",101,"751,402",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"7,000トン以上　　"
内航船　　,76,"563,152",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,25,"188,250",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"8,000トン以上　　",1,"8,480",-,-,-,-,76,"681,662",1,"8,665",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"8,000トン以上　　"
内航船　　,1,"8,480",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,76,"681,662",1,"8,665",-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"9,000トン以上　　",583,"5,687,219",-,-,-,-,26,"234,505",-,-,2,"19,358",-,-,2,"19,358",-,-,-,-,-,-,-,-,"9,000トン以上　　"
内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,583,"5,687,219",-,-,-,-,26,"234,505",-,-,2,"19,358",-,-,2,"19,358",-,-,-,-,-,-,-,-,外航船　　
"10,000トン以上　　",263,"4,558,797",-,-,7,"122,405",-,-,5,"60,596",140,"1,404,760",140,"1,404,760",-,-,-,-,-,-,-,-,-,-,"10,000トン以上　　"
内航船　　,-,-,-,-,-,-,-,-,-,-,140,"1,404,760",140,"1,404,760",-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,263,"4,558,797",-,-,7,"122,405",-,-,5,"60,596",-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"20,000トン以上　　",297,"8,237,734",-,-,25,"576,883",-,-,-,-,4,"108,768",-,-,4,"108,768",-,-,-,-,-,-,-,-,"20,000トン以上　　"
内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,297,"8,237,734",-,-,25,"576,883",-,-,-,-,4,"108,768",-,-,4,"108,768",-,-,-,-,-,-,-,-,外航船　　
"30,000トン以上　　",72,"2,704,939",-,-,5,"162,943",-,-,-,-,8,"279,141",-,-,8,"279,141",-,-,-,-,-,-,-,-,"30,000トン以上　　"
内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,72,"2,704,939",-,-,5,"162,943",-,-,-,-,8,"279,141",-,-,8,"279,141",-,-,-,-,-,-,-,-,外航船　　
"40,000トン以上　　",181,"7,956,330",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"40,000トン以上　　"
内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,181,"7,956,330",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"50,000トン以上　　",205,"11,305,558",2,"111,136",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"50,000トン以上　　"
内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,205,"11,305,558",2,"111,136",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"60,000トン以上　　",410,"35,033,579",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"60,000トン以上　　"
内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,410,"35,033,579",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
