地域区分,地域階層,年次（和暦）,年次（西暦）,1月,2月,3月,4月,5月,6月,7月,8月,9月,国勢調査有無,10月,11月,12月
郡部,1,平成5,1993,60827,60803,60779,60740,60842,60874,60914,60927,60993,   ,61004,61045,61055
郡部,1,平成6,1994,61056,61088,61103,61102,61137,61166,61145,61134,61204,   ,61235,61221,61150
郡部,1,平成7,1995,61144,61102,61131,61136,61164,61249,61248,61182,61245,*,61232,61202,61215
郡部,1,平成8,1996,61118,61075,61005,60888,60897,61026,61014,61041,61052,,61005,60957,60981
郡部,1,平成9,1997,60944,60884,60900,60795,60861,60839,60811,60767,60743,,60734,60704,60653
郡部,1,平成10,1998,60648,60620,60587,60501,60485,60520,60508,60479,60430,,60459,60475,60536
郡部,1,平成11,1999,60520,60443,60466,60300,60403,60447,60500,60481,60473,,60456,60449,60400
郡部,1,平成12,2000,60372,60330,60262,60119,60134,60184,60173,60186,60179,*,60354,60325,60368
郡部,1,平成13,2001,60332,60302,60299,60217,60154,60150,60149,60208,60279,,60269,60215,60275
郡部,1,平成14,2002,60289,,,,,,,,,,,,
島部,1,昭和31,1956,40677,40706,40732,40506,40355,40192,40194,40219,40154,   ,40190,40174,40201
島部,1,昭和32,1957,40262,40271,40326,40039,39904,39855,39871,39876,39887,   ,39935,39958,40042
島部,1,昭和33,1958,40059,40070,40080,39851,39726,39667,39719,39697,39623,   ,39647,39638,39688
島部,1,昭和34,1959,39740,39750,39735,39524,39411,39388,39351,39320,39261,   ,39242,39202,39229
島部,1,昭和35,1960,39297,39325,39342,39082,38842,38913,38923,38881,38697,*,38681,38608,38654
島部,1,昭和36,1961,38728,38747,38738,38328,38231,38253,38229,38223,38183,   ,38140,38126,38079
島部,1,昭和37,1962,38089,38027,38013,37720,37673,37648,37649,37713,37647,   ,37522,37517,37569
島部,1,昭和38,1963,37552,37583,37427,37097,37003,37060,37073,37113,37065,   ,37028,37062,36951
島部,1,昭和39,1964,36916,36944,36975,36596,36563,36530,36530,36575,36460,   ,36422,36326,36348
島部,1,昭和40,1965,36310,36272,36257,35909,35787,35774,35798,35775,35681,*,35592,35628,35575
島部,1,昭和41,1966,35586,35597,35593,35105,35045,35064,35067,35055,34971,   ,34857,34881,34841
島部,1,昭和42,1967,34836,34891,34894,34484,34322,34345,34370,34378,34303,   ,34258,34248,34215
島部,1,昭和43,1968,34217,34240,34213,33739,33660,33659,34095,34112,34058,   ,34041,34024,33946
島部,1,昭和44,1969,33920,33933,33935,33511,33452,33532,33589,33645,33573,   ,33565,33434,33451
島部,1,昭和45,1970,33387,33415,33394,32998,33012,33093,33198,33285,33312,*,33267,33272,33202
島部,1,昭和46,1971,33207,33217,33236,32926,32958,33084,33170,33251,33264,   ,33314,33375,33405
島部,1,昭和47,1972,33413,33490,33571,33401,33501,33621,33676,33800,33861,   ,33890,33895,33910
島部,1,昭和48,1973,33929,33914,33961,33736,33697,33759,33870,33946,34002,   ,34071,34115,34162
島部,1,昭和49,1974,34178,34202,34232,33825,33879,33955,34013,34083,34112,   ,34166,34200,34220
島部,1,昭和50,1975,34221,34227,34211,33861,33848,33885,33931,33967,33991,*,33987,34007,34041
島部,1,昭和51,1976,33999,34008,34035,33642,33612,33589,33644,33727,33730,   ,33746,33748,33769
島部,1,昭和52,1977,33860,33885,33928,33565,33580,33623,33684,33733,33766,   ,33777,33830,33876
島部,1,昭和53,1978,33893,33909,33874,33506,33590,33672,33763,33815,33813,   ,33809,33818,33813
島部,1,昭和54,1979,33869,33930,33932,33572,33595,33639,33676,33759,33777,   ,33806,33838,33851
島部,1,昭和55,1980,33872,33893,33860,33489,33546,33562,33575,33620,33607,*,33674,33685,33698
島部,1,昭和56,1981,33736,33709,33701,33312,33424,33499,33537,33557,33580,   ,33638,33666,33633
島部,1,昭和57,1982,33669,33692,33685,33250,33433,33542,33601,33662,33647,   ,33732,33724,33709
島部,1,昭和58,1983,33725,33708,33686,33224,33406,33451,33469,33486,33434,   ,33531,33565,33589
島部,1,昭和59,1984,33625,33646,33657,33246,33424,33464,33486,33565,33534,   ,33637,33642,33628
島部,1,昭和60,1985,33636,33665,33665,33155,33454,33487,33524,33552,33523,*,33587,33600,33586
島部,1,昭和61,1986,33558,33576,33550,33060,33273,33306,33316,33315,33228,   ,33362,33367,33346
島部,1,昭和62,1987,33368,33379,33377,32895,33061,33057,33058,33071,32970,   ,33053,33080,33094
島部,1,昭和63,1988,33057,33063,33084,32504,32731,32772,32805,32807,32686,   ,32780,32786,32786
島部,1,平成元,1989,32802,32804,32817,32340,32544,32521,32530,32578,32551,   ,32684,32674,32673
島部,1,平成2,1990,32665,32654,32656,32089,32332,32328,32338,32390,32345,*,32336,32367,32377
島部,1,平成3,1991,32357,32378,32369,31706,32032,32033,32059,32081,32068,   ,32093,32103,32109
島部,1,平成4,1992,32074,32061,32059,31526,31740,31789,31806,31844,31797,   ,31822,31855,31858
島部,1,平成5,1993,31856,31866,31888,31427,31708,31740,31793,31833,31894,   ,31932,31945,31950
島部,1,平成6,1994,31937,31938,31911,31373,31802,31825,31827,31867,31879,   ,31923,31943,31962
島部,1,平成7,1995,31962,31950,31946,31527,31913,31950,31953,32024,32021,*,32077,32078,32080
島部,1,平成8,1996,32053,32023,32008,31533,31746,31786,31817,31861,31857,,31888,31923,31905
島部,1,平成9,1997,31867,31844,31796,31203,31538,31545,31601,31642,31653,,31677,31680,31661
島部,1,平成10,1998,31634,31637,31576,31017,31361,31366,31433,31469,31512,,31530,31567,31573
島部,1,平成11,1999,31550,31540,31502,30960,31372,31380,31429,31417,31413,,31403,31424,31408
島部,1,平成12,2000,31409,31422,31433,30925,31259,31271,31273,31287,31250,*,27640,27652,27628
島部,1,平成13,2001,27594,27564,27482,27094,27396,27414,27412,27404,27388,,27349,27325,27342
島部,1,平成14,2002,27327,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
人口の動き（平成13年中）,,,,,,,,,,,,,,,,
参考表１　年次、月別人口（総数、区部、市郡部、市部、郡部、島部）（昭和31年～平成14年）,,,,,,,,,,,,,,,,              
注１）各月1日現在,,,,,,,,,,,,,,,,
注２）＊印の欄の数値は、国勢調査人口である。,,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部　９:市郡部）,,,,,,,,,,,,,,,,
