地域階層,地域コード,地域,平成9年中／増減,平成9年中／転入,平成9年中／転出,平成10年中／増減,平成10年中／転入,平成10年中／転出,平成11年中／増減,平成11年中／転入,平成11年中／転出,平成12年中／増減,平成12年中／転入,平成12年中／転出,平成13年中／増減,平成13年中／転入,平成13年中／転出
4,13211,小平市,140,6450,6310,1100,7005,5905,550,6481,5931,1038,6600,5562,1386,6844,5458
4,13212,日野市,303,5365,5062,597,5432,4835,482,5129,4647,412,4997,4585,572,5163,4591
4,13213,東村山市,-323,4010,4333,68,4097,4029,32,4034,4002,212,4021,3809,62,3826,3764
4,13214,国分寺市,539,4265,3726,520,4405,3885,507,4371,3864,1191,4706,3515,1114,4703,3589
4,13215,国立市,349,2738,2389,236,2882,2646,460,2827,2367,303,2583,2280,306,2550,2244
4,13216,田無市,311,2850,2539,-62,2450,2512,241,2543,2302,45,2451,2406,0,0,0
4,13217,保谷市,-94,3745,3839,386,3834,3448,107,3658,3551,122,3734,3612,0,0,0
4,13218,福生市,-181,1064,1245,-60,1087,1147,-92,1016,1108,14,1170,1156,126,1229,1103
4,13219,狛江市,-37,3018,3055,333,3336,3003,77,3128,3051,172,3068,2896,260,3122,2862
4,13220,東大和市,-387,1146,1533,-220,1167,1387,-15,1311,1326,26,1372,1346,155,1375,1220
4,13221,清瀬市,-160,2156,2316,-190,2036,2226,-157,2060,2217,-161,1956,2117,270,2158,1888
4,13222,東久留米市,-201,3816,4017,-242,3365,3607,-494,3039,3533,-96,3112,3208,205,3355,3150
4,13223,武蔵村山市,-381,1059,1440,-237,967,1204,-242,994,1236,-431,978,1409,-317,1169,1486
4,13224,多摩市,-91,4427,4518,-269,4361,4630,-16,4403,4419,97,4263,4166,-41,4110,4151
4,13225,稲城市,-32,2538,2570,335,2543,2208,579,2714,2135,549,2946,2397,442,2767,2325
4,13227,羽村市,-324,1096,1420,33,1200,1167,-76,1056,1132,-198,982,1180,-130,1084,1214
4,13228,あきる野市,-196,815,1011,-99,795,894,-1,851,852,232,1185,953,227,1077,850
4,13229,西東京市,0,0,0,0,0,0,0,0,0,0,0,0,911,6299,5388
1,13550,町村部,-136,1655,1791,5,1633,1628,-125,1575,1700,-184,1499,1683,-269,1413,1682
2,13300,郡部,-199,598,797,-106,604,710,-101,609,710,-127,590,717,-148,605,753
4,13303,瑞穂町,-129,398,527,-71,416,487,-33,426,459,-117,379,496,-113,388,501
4,13305,日の出町,-56,140,196,-26,139,165,-34,138,172,0,168,168,-7,166,173
4,13307,檜原村,-13,9,22,-9,9,18,-6,11,17,-12,9,21,2,15,13
4,13308,奥多摩町,-1,51,52,0,40,40,-28,34,62,2,34,32,-30,36,66
2,13350,島部,63,1057,994,111,1029,918,-24,966,990,-57,909,966,-121,808,929
3,13360,大島支庁,10,420,410,50,374,324,-49,331,380,-33,356,389,-28,335,363
4,13361,大島町,-24,281,305,33,251,218,-36,219,255,-6,257,263,-35,213,248
4,13362,利島村,-3,18,21,-1,6,7,-1,16,17,-7,7,14,14,21,7
4,13363,新島村,25,81,56,19,71,52,7,60,53,-2,67,69,-15,60,75
4,13364,神津島村,12,40,28,-1,46,47,-19,36,55,-18,25,43,8,41,33
3,13380,三宅支庁,28,148,120,-26,116,142,5,127,122,-4,84,88,-75,18,93
4,13381,三宅村,25,131,106,-23,108,131,3,122,119,-18,69,87,-80,3,83
4,13382,御蔵島村,3,17,14,-3,8,11,2,5,3,14,15,1,5,15,10
3,13400,八丈支庁,25,281,256,30,284,254,21,297,276,19,267,248,-43,249,292
4,13401,八丈町,22,272,250,26,269,243,21,286,265,19,255,236,-54,229,283
4,13402,青ヶ島村,3,9,6,4,15,11,0,11,11,0,12,12,11,20,9
3,13420,小笠原支庁,0,208,208,57,255,198,-1,211,212,-39,202,241,25,206,181
4,13421,小笠原村,0,208,208,57,255,198,-1,211,212,-39,202,241,25,206,181
,,,,,,,,,,,,,,,,,
人口の動き（平成13年中）,,,,,,,,,,,,,,,,,
第12表　区市町村別他県との移動による社会動態　（平成9年～13年）,,,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,,,,,,,
