地域階層,地域コード,地域,平成9年中／増減,平成9年中／転入,平成9年中／転出,平成10年中／増減,平成10年中／転入,平成10年中／転出,平成11年中／増減,平成11年中／転入,平成11年中／転出,平成12年中／増減,平成12年中／転入,平成12年中／転出,平成13年中／増減,平成13年中／転入,平成13年中／転出
0,13000,総数,16184,435693,419509,30704,440098,409394,36624,436805,400181,53245,444118,390873,68457,449888,381431
1,13100,区部,10475,308197,297722,21134,312887,291753,23403,309729,286326,37366,316691,279325,49045,321652,272607
1,13200,市部,5845,125841,119996,9565,125578,116013,13346,125501,112155,16063,125928,109865,19681,126823,107142
2,13300,郡部,-199,598,797,-106,604,710,-101,609,710,-127,590,717,-148,605,753
2,13350,島部,63,1057,994,111,1029,918,-24,966,990,-57,909,966,-121,808,929
1,13100,区部,10475,308197,297722,21134,312887,291753,23403,309729,286326,37366,316691,279325,49045,321652,272607
4,13101,千代田区,128,1676,1548,183,1695,1512,156,1689,1533,515,1911,1396,564,1878,1314
4,13102,中央区,556,3195,2639,809,3638,2829,1376,4161,2785,1555,4450,2895,1587,4636,3049
4,13103,港区,724,6955,6231,1100,7336,6236,1048,7123,6075,2084,7950,5866,2007,7866,5859
4,13104,新宿区,2292,13966,11674,2325,13774,11449,1626,13556,11930,2720,13991,11271,2949,14065,11116
4,13105,文京区,974,7410,6436,1355,7641,6286,2222,8313,6091,1907,8213,6306,2363,8537,6174
4,13106,台東区,206,4471,4265,296,4510,4214,740,4774,4034,1223,5073,3850,1349,5371,4022
4,13107,墨田区,128,5542,5414,486,5742,5256,348,5581,5233,1479,6288,4809,1134,6175,5041
4,13108,江東区,997,11712,10715,1207,11824,10617,754,11140,10386,2572,12697,10125,2862,13092,10230
4,13109,品川区,297,12461,12164,974,12859,11885,769,12615,11846,1484,12830,11346,1449,13018,11569
4,13110,目黒区,924,11038,10114,862,10877,10015,1660,11427,9767,1619,11338,9719,2072,11308,9236
4,13111,大田区,-1024,24251,25275,126,24984,24858,-398,24476,24874,454,24772,24318,2581,25709,23128
4,13112,世田谷区,3483,38134,34651,2526,37175,34649,3923,37267,33344,4866,37675,32809,5402,36960,31558
4,13113,渋谷区,1767,9591,7824,1927,9569,7642,2174,9654,7480,2561,10098,7537,2122,9319,7197
4,13114,中野区,1859,14324,12465,2372,14776,12404,2873,14852,11979,2967,14592,11625,3954,14839,10885
4,13115,杉並区,2348,23170,20822,2698,23302,20604,2746,22647,19901,3728,22668,18940,4737,23135,18398
4,13116,豊島区,1265,11118,9853,1135,10968,9833,1743,11556,9813,2263,11716,9453,1984,11607,9623
4,13117,北区,-1583,10240,11823,-259,11083,11342,-527,10728,11255,-143,10932,11075,379,10959,10580
4,13118,荒川区,-124,3957,4081,438,4536,4098,561,4588,4027,987,5020,4033,906,4933,4027
4,13119,板橋区,-1457,18757,20214,-258,19324,19582,-362,18358,18720,626,19054,18428,2282,19894,17612
4,13120,練馬区,-132,24479,24611,1501,25038,23537,1306,24487,23181,2179,24820,22641,3292,25177,21885
4,13121,足立区,-3003,16601,19604,-2170,16604,18774,-1625,16063,17688,-1135,16227,17362,-419,16302,16721
4,13122,葛飾区,-1024,12018,13042,63,12304,12241,-845,11486,12331,-552,11405,11957,763,12447,11684
4,13123,江戸川区,874,23131,22257,1438,23328,21890,1135,23188,22053,1407,22971,21564,2726,24425,21699
1,13200,市部,5845,125841,119996,9565,125578,116013,13346,125501,112155,16063,125928,109865,19681,126823,107142
4,13201,八王子市,2752,16961,14209,3112,17089,13977,2956,16985,14029,2817,16236,13419,2999,16406,13407
4,13202,立川市,232,4635,4403,430,4797,4367,615,4877,4262,421,4787,4366,619,4784,4165
4,13203,武蔵野市,764,5975,5211,564,5884,5320,585,5563,4978,637,5438,4801,941,5381,4440
4,13204,三鷹市,708,6676,5968,594,6535,5941,1084,6758,5674,1004,6554,5550,1283,6478,5195
4,13205,青梅市,-263,2037,2300,-12,2134,2146,153,2122,1969,-175,2070,2245,337,2325,1988
4,13206,府中市,519,7560,7041,505,7434,6929,873,7410,6537,968,7437,6469,1388,8021,6633
4,13207,昭島市,-124,2117,2241,91,2131,2040,69,1929,1860,240,2204,1964,154,2087,1933
4,13208,調布市,335,8224,7889,408,7960,7552,767,7949,7182,1745,8357,6612,1451,8041,6590
4,13209,町田市,1459,16427,14968,1473,15976,14503,3534,17537,14003,4120,17968,13848,4320,17951,13631
4,13210,小金井市,228,4671,4443,171,4676,4505,768,4756,3988,759,4753,3994,641,4518,3877
