地域階層,地域コード,地域,平成3年,平成4年,平成5年,平成6年,平成7年,平成8年,平成9年,平成10年,平成11年,平成12年,平成13年,平成14年
0,13000,総数,11851079,11872911,11863250,11824784,11785176,11766175,11790107,11840937,11908664,11983971,12078270,12187714
1,13100,区部,8153030,8137548,8100016,8042920,7990789,7958234,7964404,7990000,8030320,8075722,8143171,8219622
1,13200,市部,3605543,3642640,3670551,3688871,3701281,3714770,3732892,3758655,3786274,3816468,3847191,3880686
2,13300,郡部,60149,60649,60827,61056,61144,61118,60944,60648,60520,60372,60332,60289
2,13350,島部,32357,32074,31856,31937,31962,32053,31867,31634,31550,31409,27594,27327
1,13100,区部,8153030,8137548,8100016,8042920,7990789,7958234,7964404,7990000,8030320,8075722,8143171,8219622
4,13101,千代田区,39420,38129,36933,35481,34967,34595,34944,34970,35068,35339,35873,36384
4,13102,中央区,67729,67230,66068,65052,64371,63964,64150,64805,66541,69695,73446,77300
4,13103,港区,156864,152748,148420,146202,145051,144435,148554,149628,152682,154593,160229,164534
4,13104,新宿区,295217,290042,285252,281694,279460,277748,276827,278986,281109,283010,287061,290574
4,13105,文京区,180542,178789,177050,174988,173063,171937,171043,171024,172045,174467,176118,178681
4,13106,台東区,162639,160787,159085,157289,155552,153554,153595,153139,153404,154864,157073,159152
4,13107,墨田区,222415,220927,219847,219203,217586,214914,214076,213861,213793,213665,216520,218536
4,13108,江東区,384496,381770,378958,374353,369813,363977,362321,365459,368215,371365,377639,386389
4,13109,品川区,343402,339921,336646,332016,327983,324605,322779,322637,323273,323385,324930,327364
4,13110,目黒区,250787,248637,245837,243702,242534,243144,244390,245182,246007,248065,250599,253129
4,13111,大田区,646942,645823,643825,640188,637162,635961,639031,641666,645163,647256,650189,654853
4,13112,世田谷区,788786,787644,785040,779850,778920,781753,787159,794866,800406,807682,814769,820632
4,13113,渋谷区,204062,198974,193990,191074,188954,188105,187267,188522,190487,193548,197316,199464
4,13114,中野区,318916,317903,316394,312838,308928,306322,306203,306473,307114,308342,309453,311188
4,13115,杉並区,528954,529482,527704,522925,518348,514728,514884,515899,517051,519008,522218,525552
4,13116,豊島区,261780,259391,256912,251853,248269,245743,243634,244781,245315,246868,249454,250888
4,13117,北区,354142,350218,347250,342769,337648,333488,331082,328332,327759,327215,325697,325953
4,13118,荒川区,184396,183721,181916,180263,178443,176231,175804,175263,176479,177739,181121,182934
4,13119,板橋区,519008,523006,521712,518661,512964,511289,510366,510431,511495,511810,514247,518599
4,13120,練馬区,619612,626259,629804,631581,633947,636570,639696,644115,649747,654565,659516,665975
4,13121,足立区,631026,632672,633232,629855,624861,621886,619083,617647,616703,616144,617197,619427
4,13122,葛飾区,424701,426547,426415,425874,424475,423485,422176,421418,422201,421448,421300,423673
4,13123,江戸川区,567194,576928,581726,585209,587490,589800,595340,600896,608263,615649,621206,628441
