地域階層,地域コード,地域,平成3年,平成4年,平成5年,平成6年,平成7年,平成8年,平成9年,平成10年,平成11年,平成12年,平成13年,平成14年
1,13200,市部,3605543,3642640,3670551,3688871,3701281,3714770,3732892,3758655,3786274,3816468,3847191,3880686
4,13201,八王子市,467312,476215,483154,489985,497595,503802,508526,515783,523735,531407,537268,541611
4,13202,立川市,153036,154324,155091,155250,156274,157680,158546,159715,161235,163832,164992,166427
4,13203,武蔵野市,139108,139248,137770,136831,135060,134810,134137,134617,135093,134857,135548,135847
4,13204,三鷹市,165400,166812,166962,166502,166007,165720,166560,167885,168585,170546,171925,173278
4,13205,青梅市,126783,129150,132428,134193,136278,137384,138765,139528,140507,141376,141370,141873
4,13206,府中市,209950,211591,213883,214931,215765,216704,218984,221143,223561,225437,227375,231767
4,13207,昭島市,105521,106037,106605,107124,107448,107382,107036,106774,107007,106168,106581,106910
4,13208,調布市,197579,198991,199872,199290,198417,198499,199702,201386,201962,202625,205266,206797
4,13209,町田市,349660,353113,356359,359540,360071,360449,361934,364644,367424,372823,379336,385878
4,13210,小金井市,106125,107838,107634,107837,108622,109732,110540,110887,110753,111257,112138,112286
4,13211,小平市,164349,166981,169448,170274,171278,173235,174601,174888,177088,178134,179096,180817
4,13212,日野市,165781,167167,167287,167158,167014,166708,167268,166964,167676,167923,167910,169191
4,13213,東村山市,134273,135161,135672,135998,135629,135009,135225,137401,139257,140974,142349,142725
4,13214,国分寺市,101277,102353,103463,104568,105315,105959,106613,107378,107695,108862,111774,113675
4,13215,国立市,65967,66577,66670,66541,66615,66660,67460,69079,70182,71431,72359,72921
4,13216,田無市,75175,75197,74998,74973,74418,75019,75725,77247,77440,78031,78251,0
4,13217,保谷市,95138,96335,97175,97946,98779,100077,100086,100460,101590,102516,102496,0
4,13218,福生市,58325,59433,60063,60722,61312,61564,61444,61590,61579,61481,61515,61744
4,13219,狛江市,74170,74455,74635,74915,74596,74665,74611,74506,75421,75609,75756,76363
4,13220,東大和市,75238,75668,75912,76297,76507,76412,77023,76530,75920,76454,77257,78502
4,13221,清瀬市,67617,67546,67444,67525,67628,67584,67650,67653,67789,67864,68002,68961
4,13222,東久留米市,113802,113309,112836,112176,112108,111230,111524,112308,113354,113250,113079,113715
4,13223,武蔵村山市,65581,65888,66796,67219,67450,66977,66299,66522,66259,66050,66027,66119
4,13224,多摩市,144909,146683,148293,149147,148578,147932,147129,146952,146512,145989,145523,145169
4,13225,稲城市,58769,59483,61467,62421,62288,63013,64240,64950,65918,67796,69484,70750
4,13227,羽村市,52355,53600,54200,54396,54790,55126,55126,55261,55787,56072,55990,55939
4,13228,あきる野市,72343,73485,74434,75112,75439,75438,76138,76604,76945,77704,78524,78928
4,13229,西東京市,0,0,0,0,0,0,0,0,0,0,0,182493
1,13550,町村部,92506,92723,92683,92993,93106,93171,92811,92282,92070,91781,87926,87616
2,13300,郡部,60149,60649,60827,61056,61144,61118,60944,60648,60520,60372,60332,60289
4,13303,瑞穂町,31189,31778,32057,32311,32608,32616,32540,32513,32531,32636,32958,33265
4,13305,日の出町,16453,16537,16659,16716,16696,16724,16796,16688,16806,16723,16591,16478
4,13307,檜原村,3799,3755,3720,3675,3610,3543,3499,3452,3361,3323,3252,3171
4,13308,奥多摩町,8708,8579,8391,8354,8230,8235,8109,7995,7822,7690,7531,7375
2,13350,島部,32357,32074,31856,31937,31962,32053,31867,31634,31550,31409,27594,27327
3,13360,大島支庁,16136,15911,15740,15581,15414,15429,15287,15126,15028,14900,14769,14595
4,13361,大島町,9988,9870,9769,9717,9641,9689,9573,9422,9371,9261,9199,9044
4,13362,利島村,311,303,309,313,321,315,312,319,320,307,299,308
4,13363,新島村,3512,3451,3372,3278,3184,3161,3162,3166,3147,3162,3132,3101
4,13364,神津島村,2325,2287,2290,2273,2268,2264,2240,2219,2190,2170,2139,2142
3,13380,三宅支庁,4202,4110,4043,4108,4139,4087,4040,4034,3946,3921,312,312
4,13381,三宅村,3907,3817,3769,3831,3862,3813,3761,3746,3657,3633,0,0
4,13382,御蔵島村,295,293,274,277,277,274,279,288,289,288,312,312
3,13400,八丈支庁,9638,9565,9510,9562,9623,9720,9752,9697,9731,9746,9709,9635
4,13401,八丈町,9431,9348,9291,9336,9395,9480,9514,9479,9523,9536,9501,9429
4,13402,青ヶ島村,207,217,219,226,228,240,238,218,208,210,208,206
3,13420,小笠原支庁,2381,2488,2563,2686,2786,2817,2788,2777,2845,2842,2804,2785
4,13421,小笠原村,2381,2488,2563,2686,2786,2817,2788,2777,2845,2842,2804,2785
,,,,,,,,,,,,,,
人口の動き（平成13年中）,,,,,,,,,,,,,,
第４表  区市町村、年別人口（平成3年～14年）,,,,,,,,,,,,,,
注１）各年１月１日現在,,,,,,,,,,,,,,
注２）平成12年国勢調査において三宅村の人口がゼロとなったため、その後の住民基本台帳等の増減数は三宅村には加えず、総数のみに加えた。このため、平成13、14年において、総数と各区市町村の合計は一致 しない。,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,,,,
