No,生産地  ,Breeding location,検査結果(Bq/kg) ,Level of radioactive contaminants(Bq/kg) ,備考,Notes
107,埼玉,Saitama,検出せず,ND（not detectable),,
108,埼玉,Saitama,検出せず,ND（not detectable),,
109,埼玉,Saitama,検出せず,ND（not detectable),,
110,埼玉,Saitama,検出せず,ND（not detectable),,
111,埼玉,Saitama,検出せず,ND（not detectable),,
112,埼玉,Saitama,検出せず,ND（not detectable),,
113,埼玉,Saitama,検出せず,ND（not detectable),,
114,鹿児島,Kagoshima,検出せず,ND（not detectable),,
115,鹿児島,Kagoshima,検出せず,ND（not detectable),,
116,鹿児島,Kagoshima,検出せず,ND（not detectable),,
117,鹿児島,Kagoshima,検出せず,ND（not detectable),,
118,鹿児島,Kagoshima,検出せず,ND（not detectable),,
119,鹿児島,Kagoshima,検出せず,ND（not detectable),,
120,鹿児島,Kagoshima,検出せず,ND（not detectable),,
121,鹿児島,Kagoshima,検出せず,ND（not detectable),,
122,鹿児島,Kagoshima,検出せず,ND（not detectable),,
123,鹿児島,Kagoshima,検出せず,ND（not detectable),,
124,鹿児島,Kagoshima,検出せず,ND（not detectable),,
125,鹿児島,Kagoshima,検出せず,ND（not detectable),,
126,三重,Mie,検出せず,ND（not detectable),,
127,三重,Mie,検出せず,ND（not detectable),,
128,三重,Mie,検出せず,ND（not detectable),,
129,三重,Mie,検出せず,ND（not detectable),,
130,三重,Mie,検出せず,ND（not detectable),,
131,三重,Mie,検出せず,ND（not detectable),,
132,三重,Mie,検出せず,ND（not detectable),,
133,三重,Mie,検出せず,ND（not detectable),,
134,三重,Mie,検出せず,ND（not detectable),,
135,三重,Mie,検出せず,ND（not detectable),,
136,三重,Mie,検出せず,ND（not detectable),,
137,三重,Mie,検出せず,ND（not detectable),,
138,三重,Mie,検出せず,ND（not detectable),,
139,三重,Mie,検出せず,ND（not detectable),,
140,三重,Mie,検出せず,ND（not detectable),,
141,三重,Mie,検出せず,ND（not detectable),,
142,三重,Mie,検出せず,ND（not detectable),,
143,三重,Mie,検出せず,ND（not detectable),,
144,三重,Mie,検出せず,ND（not detectable),,
145,三重,Mie,検出せず,ND（not detectable),,
146,三重,Mie,検出せず,ND（not detectable),,
147,三重,Mie,検出せず,ND（not detectable),,
148,三重,Mie,検出せず,ND（not detectable),,
149,三重,Mie,検出せず,ND（not detectable),,
150,三重,Mie,検出せず,ND（not detectable),,
151,三重,Mie,検出せず,ND（not detectable),,
152,三重,Mie,検出せず,ND（not detectable),,
153,三重,Mie,検出せず,ND（not detectable),,
154,三重,Mie,検出せず,ND（not detectable),,
155,三重,Mie,検出せず,ND（not detectable),,
156,三重,Mie,検出せず,ND（not detectable),,
157,三重,Mie,検出せず,ND（not detectable),,
158,三重,Mie,検出せず,ND（not detectable),,
159,三重,Mie,検出せず,ND（not detectable),,
160,三重,Mie,検出せず,ND（not detectable),,
161,三重,Mie,検出せず,ND（not detectable),,
162,三重,Mie,検出せず,ND（not detectable),,
163,三重,Mie,検出せず,ND（not detectable),,
164,三重,Mie,検出せず,ND（not detectable),,
165,三重,Mie,検出せず,ND（not detectable),,
166,三重,Mie,検出せず,ND（not detectable),,
167,三重,Mie,検出せず,ND（not detectable),,
168,三重,Mie,検出せず,ND（not detectable),,
169,三重,Mie,検出せず,ND（not detectable),,
170,三重,Mie,検出せず,ND（not detectable),,
171,三重,Mie,検出せず,ND（not detectable),,
172,三重,Mie,検出せず,ND（not detectable),,
173,三重,Mie,検出せず,ND（not detectable),,
174,三重,Mie,検出せず,ND（not detectable),,
175,三重,Mie,検出せず,ND（not detectable),,
176,三重,Mie,検出せず,ND（not detectable),,
177,三重,Mie,検出せず,ND（not detectable),,
178,北海道,Hokkaido,検出せず,ND（not detectable),,
179,北海道,Hokkaido,検出せず,ND（not detectable),,
180,北海道,Hokkaido,検出せず,ND（not detectable),,
181,北海道,Hokkaido,検出せず,ND（not detectable),,
182,北海道,Hokkaido,検出せず,ND（not detectable),,
183,北海道,Hokkaido,検出せず,ND（not detectable),,
184,北海道,Hokkaido,検出せず,ND（not detectable),,
185,北海道,Hokkaido,検出せず,ND（not detectable),,
186,北海道,Hokkaido,検出せず,ND（not detectable),,
187,北海道,Hokkaido,検出せず,ND（not detectable),,
188,北海道,Hokkaido,検出せず,ND（not detectable),,
189,北海道,Hokkaido,検出せず,ND（not detectable),,
190,北海道,Hokkaido,検出せず,ND（not detectable),,
191,北海道,Hokkaido,検出せず,ND（not detectable),,
192,北海道,Hokkaido,検出せず,ND（not detectable),,
193,北海道,Hokkaido,検出せず,ND（not detectable),,
194,北海道,Hokkaido,検出せず,ND（not detectable),,
195,北海道,Hokkaido,検出せず,ND（not detectable),,
196,北海道,Hokkaido,検出せず,ND（not detectable),,
197,北海道,Hokkaido,検出せず,ND（not detectable),,
198,北海道,Hokkaido,検出せず,ND（not detectable),,
199,北海道,Hokkaido,検出せず,ND（not detectable),,
200,北海道,Hokkaido,検出せず,ND（not detectable),,
201,北海道,Hokkaido,検出せず,ND（not detectable),,
202,鳥取,Tottori,検出せず,ND（not detectable),,
203,鳥取,Tottori,検出せず,ND（not detectable),,
204,鳥取,Tottori,検出せず,ND（not detectable),,
205,鳥取,Tottori,検出せず,ND（not detectable),,
206,鳥取,Tottori,検出せず,ND（not detectable),,
207,鳥取,Tottori,検出せず,ND（not detectable),,
208,鳥取,Tottori,検出せず,ND（not detectable),,
209,鳥取,Tottori,検出せず,ND（not detectable),,
210,鳥取,Tottori,検出せず,ND（not detectable),,
211,鳥取,Tottori,検出せず,ND（not detectable),,
212,鳥取,Tottori,検出せず,ND（not detectable),,
213,鳥取,Tottori,検出せず,ND（not detectable),,
214,鳥取,Tottori,検出せず,ND（not detectable),,
215,鳥取,Tottori,検出せず,ND（not detectable),,
216,鳥取,Tottori,検出せず,ND（not detectable),,
217,鳥取,Tottori,検出せず,ND（not detectable),,
218,鳥取,Tottori,検出せず,ND（not detectable),,
219,鳥取,Tottori,検出せず,ND（not detectable),,
220,鳥取,Tottori,検出せず,ND（not detectable),,
221,鳥取,Tottori,検出せず,ND（not detectable),,
222,鳥取,Tottori,検出せず,ND（not detectable),,
223,鳥取,Tottori,検出せず,ND（not detectable),,
224,鳥取,Tottori,検出せず,ND（not detectable),,
225,鳥取,Tottori,検出せず,ND（not detectable),,
226,滋賀,Shiga,検出せず,ND（not detectable),,
227,滋賀,Shiga,検出せず,ND（not detectable),,
228,滋賀,Shiga,検出せず,ND（not detectable),,
229,滋賀,Shiga,検出せず,ND（not detectable),,
230,滋賀,Shiga,検出せず,ND（not detectable),,
231,滋賀,Shiga,検出せず,ND（not detectable),,
232,滋賀,Shiga,検出せず,ND（not detectable),,
233,滋賀,Shiga,検出せず,ND（not detectable),,
234,滋賀,Shiga,検出せず,ND（not detectable),,
235,滋賀,Shiga,検出せず,ND（not detectable),,
236,滋賀,Shiga,検出せず,ND（not detectable),,
237,滋賀,Shiga,検出せず,ND（not detectable),,
238,福島,Fukushima,検出せず,ND（not detectable),,
239,福島,Fukushima,検出せず,ND（not detectable),,
240,福島,Fukushima,検出せず,ND（not detectable),,
241,福島,Fukushima,検出せず,ND（not detectable),,
242,福島,Fukushima,検出せず,ND（not detectable),,
243,福島,Fukushima,検出せず,ND（not detectable),,
244,福島,Fukushima,検出せず,ND（not detectable),,
245,福島,Fukushima,検出せず,ND（not detectable),,
246,福島,Fukushima,検出せず,ND（not detectable),,
247,福島,Fukushima,検出せず,ND（not detectable),,
248,三重,Mie,検出せず,ND（not detectable),,
249,三重,Mie,検出せず,ND（not detectable),,
250,三重,Mie,検出せず,ND（not detectable),,
251,三重,Mie,検出せず,ND（not detectable),,
252,三重,Mie,検出せず,ND（not detectable),,
253,三重,Mie,検出せず,ND（not detectable),,
254,三重,Mie,検出せず,ND（not detectable),,
255,三重,Mie,検出せず,ND（not detectable),,
256,三重,Mie,検出せず,ND（not detectable),,
257,三重,Mie,検出せず,ND（not detectable),,
258,三重,Mie,検出せず,ND（not detectable),,
259,三重,Mie,検出せず,ND（not detectable),,
260,山形,Yamagata,検出せず,ND（not detectable),,
261,山形,Yamagata,検出せず,ND（not detectable),,
262,山形,Yamagata,検出せず,ND（not detectable),,
263,山形,Yamagata,検出せず,ND（not detectable),,
264,山形,Yamagata,検出せず,ND（not detectable),,
265,山形,Yamagata,検出せず,ND（not detectable),,
266,山形,Yamagata,検出せず,ND（not detectable),,
267,山形,Yamagata,検出せず,ND（not detectable),,
268,山形,Yamagata,検出せず,ND（not detectable),,
269,山形,Yamagata,検出せず,ND（not detectable),,
270,山形,Yamagata,検出せず,ND（not detectable),,
271,山形,Yamagata,検出せず,ND（not detectable),,
272,宮城,Miyagi,検出せず,ND（not detectable),,
273,宮城,Miyagi,検出せず,ND（not detectable),,
274,宮城,Miyagi,検出せず,ND（not detectable),,
275,宮城,Miyagi,検出せず,ND（not detectable),,
276,宮城,Miyagi,検出せず,ND（not detectable),,
277,宮城,Miyagi,検出せず,ND（not detectable),,
278,宮城,Miyagi,検出せず,ND（not detectable),,
279,宮城,Miyagi,検出せず,ND（not detectable),,
280,宮城,Miyagi,検出せず,ND（not detectable),,
281,宮城,Miyagi,検出せず,ND（not detectable),,
282,宮城,Miyagi,検出せず,ND（not detectable),,
283,宮城,Miyagi,検出せず,ND（not detectable),,
284,栃木,Tochigi,検出せず,ND（not detectable),,
285,栃木,Tochigi,検出せず,ND（not detectable),,
286,栃木,Tochigi,検出せず,ND（not detectable),,
287,栃木,Tochigi,検出せず,ND（not detectable),,
288,栃木,Tochigi,検出せず,ND（not detectable),,
289,岩手,Iwate,検出せず,ND（not detectable),,
290,岩手,Iwate,検出せず,ND（not detectable),,
291,岩手,Iwate,検出せず,ND（not detectable),,
292,岩手,Iwate,検出せず,ND（not detectable),,
293,岩手,Iwate,検出せず,ND（not detectable),,
294,岩手,Iwate,検出せず,ND（not detectable),,
295,岩手,Iwate,検出せず,ND（not detectable),,
296,岩手,Iwate,検出せず,ND（not detectable),,
297,岩手,Iwate,検出せず,ND（not detectable),,
298,岩手,Iwate,検出せず,ND（not detectable),,
299,岩手,Iwate,検出せず,ND（not detectable),,
300,岩手,Iwate,検出せず,ND（not detectable),,
301,岩手,Iwate,検出せず,ND（not detectable),,
302,岩手,Iwate,検出せず,ND（not detectable),,
303,岩手,Iwate,検出せず,ND（not detectable),,
304,岩手,Iwate,検出せず,ND（not detectable),,
305,岩手,Iwate,検出せず,ND（not detectable),,
306,岩手,Iwate,検出せず,ND（not detectable),,
307,岩手,Iwate,検出せず,ND（not detectable),,
308,岩手,Iwate,検出せず,ND（not detectable),,
309,岩手,Iwate,検出せず,ND（not detectable),,
310,岩手,Iwate,検出せず,ND（not detectable),,
311,岩手,Iwate,検出せず,ND（not detectable),,
312,岩手,Iwate,検出せず,ND（not detectable),,
313,岩手,Iwate,検出せず,ND（not detectable),,
314,岩手,Iwate,検出せず,ND（not detectable),,
315,岩手,Iwate,検出せず,ND（not detectable),,
316,岩手,Iwate,検出せず,ND（not detectable),,
317,岩手,Iwate,検出せず,ND（not detectable),,
318,岩手,Iwate,検出せず,ND（not detectable),,
319,岩手,Iwate,検出せず,ND（not detectable),,
320,岩手,Iwate,検出せず,ND（not detectable),,
321,岩手,Iwate,検出せず,ND（not detectable),,
322,岩手,Iwate,検出せず,ND（not detectable),,
323,青森,Aomori,検出せず,ND（not detectable),,
324,青森,Aomori,検出せず,ND（not detectable),,
325,青森,Aomori,検出せず,ND（not detectable),,
326,茨城,Ibaraki,検出せず,ND（not detectable),,
327,茨城,Ibaraki,検出せず,ND（not detectable),,
328,茨城,Ibaraki,検出せず,ND（not detectable),,
329,茨城,Ibaraki,検出せず,ND（not detectable),,
330,茨城,Ibaraki,検出せず,ND（not detectable),,
331,茨城,Ibaraki,検出せず,ND（not detectable),,
332,茨城,Ibaraki,検出せず,ND（not detectable),,
333,茨城,Ibaraki,検出せず,ND（not detectable),,
334,茨城,Ibaraki,検出せず,ND（not detectable),,
335,茨城,Ibaraki,検出せず,ND（not detectable),,
336,茨城,Ibaraki,検出せず,ND（not detectable),,
337,茨城,Ibaraki,検出せず,ND（not detectable),,
338,島根,Shimane,検出せず,ND（not detectable),,
339,島根,Shimane,検出せず,ND（not detectable),,
340,島根,Shimane,検出せず,ND（not detectable),,
341,島根,Shimane,検出せず,ND（not detectable),,
342,島根,Shimane,検出せず,ND（not detectable),,
343,島根,Shimane,検出せず,ND（not detectable),,
344,島根,Shimane,検出せず,ND（not detectable),,
345,島根,Shimane,検出せず,ND（not detectable),,
346,島根,Shimane,検出せず,ND（not detectable),,
347,島根,Shimane,検出せず,ND（not detectable),,
348,島根,Shimane,検出せず,ND（not detectable),,
