No,生産地  ,Breeding location,検査結果(Bq/kg) ,Level of radioactive contaminants(Bq/kg) ,備考,Notes
145,栃木,Tochigi,検出せず,ND（not detectable),,
146,栃木,Tochigi,検出せず,ND（not detectable),,
147,栃木,Tochigi,検出せず,ND（not detectable),,
148,栃木,Tochigi,検出せず,ND（not detectable),,
149,千葉,Chiba,検出せず,ND（not detectable),,
150,千葉,Chiba,検出せず,ND（not detectable),,
151,千葉,Chiba,検出せず,ND（not detectable),,
152,千葉,Chiba,検出せず,ND（not detectable),,
153,栃木,Tochigi,検出せず,ND（not detectable),,
154,栃木,Tochigi,検出せず,ND（not detectable),,
155,栃木,Tochigi,検出せず,ND（not detectable),,
156,栃木,Tochigi,検出せず,ND（not detectable),,
157,栃木,Tochigi,検出せず,ND（not detectable),,
158,群馬,Gunma,検出せず,ND（not detectable),,
159,群馬,Gunma,検出せず,ND（not detectable),,
160,群馬,Gunma,検出せず,ND（not detectable),,
161,群馬,Gunma,検出せず,ND（not detectable),,
162,群馬,Gunma,検出せず,ND（not detectable),,
163,群馬,Gunma,検出せず,ND（not detectable),,
164,群馬,Gunma,検出せず,ND（not detectable),,
165,群馬,Gunma,検出せず,ND（not detectable),,
166,群馬,Gunma,検出せず,ND（not detectable),,
167,群馬,Gunma,検出せず,ND（not detectable),,
168,群馬,Gunma,検出せず,ND（not detectable),,
169,群馬,Gunma,検出せず,ND（not detectable),,
170,栃木,Tochigi,検出せず,ND（not detectable),,
171,栃木,Tochigi,検出せず,ND（not detectable),,
172,栃木,Tochigi,検出せず,ND（not detectable),,
173,栃木,Tochigi,検出せず,ND（not detectable),,
174,栃木,Tochigi,検出せず,ND（not detectable),,
175,栃木,Tochigi,検出せず,ND（not detectable),,
176,栃木,Tochigi,検出せず,ND（not detectable),,
177,栃木,Tochigi,検出せず,ND（not detectable),,
178,栃木,Tochigi,検出せず,ND（not detectable),,
179,栃木,Tochigi,検出せず,ND（not detectable),,
180,栃木,Tochigi,検出せず,ND（not detectable),,
181,栃木,Tochigi,検出せず,ND（not detectable),,
182,栃木,Tochigi,検出せず,ND（not detectable),,
183,栃木,Tochigi,検出せず,ND（not detectable),,
184,栃木,Tochigi,検出せず,ND（not detectable),,
185,栃木,Tochigi,検出せず,ND（not detectable),,
186,栃木,Tochigi,検出せず,ND（not detectable),,
187,栃木,Tochigi,検出せず,ND（not detectable),,
188,栃木,Tochigi,検出せず,ND（not detectable),,
189,栃木,Tochigi,検出せず,ND（not detectable),,
190,栃木,Tochigi,検出せず,ND（not detectable),,
191,栃木,Tochigi,検出せず,ND（not detectable),,
192,栃木,Tochigi,検出せず,ND（not detectable),,
193,北海道,Hokkaido,検出せず,ND（not detectable),,
194,北海道,Hokkaido,検出せず,ND（not detectable),,
195,北海道,Hokkaido,検出せず,ND（not detectable),,
196,北海道,Hokkaido,検出せず,ND（not detectable),,
197,北海道,Hokkaido,検出せず,ND（not detectable),,
198,北海道,Hokkaido,検出せず,ND（not detectable),,
199,北海道,Hokkaido,検出せず,ND（not detectable),,
200,北海道,Hokkaido,検出せず,ND（not detectable),,
201,北海道,Hokkaido,検出せず,ND（not detectable),,
202,北海道,Hokkaido,検出せず,ND（not detectable),,
203,北海道,Hokkaido,検出せず,ND（not detectable),,
204,北海道,Hokkaido,検出せず,ND（not detectable),,
205,北海道,Hokkaido,検出せず,ND（not detectable),,
206,北海道,Hokkaido,検出せず,ND（not detectable),,
207,北海道,Hokkaido,検出せず,ND（not detectable),,
208,北海道,Hokkaido,検出せず,ND（not detectable),,
209,北海道,Hokkaido,検出せず,ND（not detectable),,
210,北海道,Hokkaido,検出せず,ND（not detectable),,
211,北海道,Hokkaido,検出せず,ND（not detectable),,
212,北海道,Hokkaido,検出せず,ND（not detectable),,
213,北海道,Hokkaido,検出せず,ND（not detectable),,
214,北海道,Hokkaido,検出せず,ND（not detectable),,
215,北海道,Hokkaido,検出せず,ND（not detectable),,
216,北海道,Hokkaido,検出せず,ND（not detectable),,
217,秋田,Ａｋｉｔａ,検出せず,ND（not detectable),,
218,秋田,Ａｋｉｔａ,検出せず,ND（not detectable),,
219,秋田,Ａｋｉｔａ,検出せず,ND（not detectable),,
220,秋田,Ａｋｉｔａ,検出せず,ND（not detectable),,
221,秋田,Ａｋｉｔａ,検出せず,ND（not detectable),,
222,千葉,Chiba,検出せず,ND（not detectable),,
223,千葉,Chiba,検出せず,ND（not detectable),,
224,千葉,Chiba,検出せず,ND（not detectable),,
225,千葉,Chiba,検出せず,ND（not detectable),,
226,千葉,Chiba,検出せず,ND（not detectable),,
227,千葉,Chiba,検出せず,ND（not detectable),,
228,千葉,Chiba,検出せず,ND（not detectable),,
229,千葉,Chiba,検出せず,ND（not detectable),,
230,千葉,Chiba,検出せず,ND（not detectable),,
231,千葉,Chiba,検出せず,ND（not detectable),,
232,千葉,Chiba,検出せず,ND（not detectable),,
233,千葉,Chiba,検出せず,ND（not detectable),,
234,鹿児島,Kagoshima,検出せず,ND（not detectable),,
235,鹿児島,Kagoshima,検出せず,ND（not detectable),,
236,鹿児島,Kagoshima,検出せず,ND（not detectable),,
237,鹿児島,Kagoshima,検出せず,ND（not detectable),,
238,鹿児島,Kagoshima,検出せず,ND（not detectable),,
239,鹿児島,Kagoshima,検出せず,ND（not detectable),,
240,鹿児島,Kagoshima,検出せず,ND（not detectable),,
241,鹿児島,Kagoshima,検出せず,ND（not detectable),,
242,鹿児島,Kagoshima,検出せず,ND（not detectable),,
243,鹿児島,Kagoshima,検出せず,ND（not detectable),,
244,鹿児島,Kagoshima,検出せず,ND（not detectable),,
245,熊本,Kumamoto,検出せず,ND（not detectable),,
246,埼玉,Saitama,検出せず,ND（not detectable),,
247,埼玉,Saitama,検出せず,ND（not detectable),,
248,埼玉,Saitama,検出せず,ND（not detectable),,
249,埼玉,Saitama,検出せず,ND（not detectable),,
250,埼玉,Saitama,検出せず,ND（not detectable),,
251,埼玉,Saitama,検出せず,ND（not detectable),,
252,埼玉,Saitama,検出せず,ND（not detectable),,
253,埼玉,Saitama,検出せず,ND（not detectable),,
254,埼玉,Saitama,検出せず,ND（not detectable),,
255,埼玉,Saitama,検出せず,ND（not detectable),,
256,埼玉,Saitama,検出せず,ND（not detectable),,
257,埼玉,Saitama,検出せず,ND（not detectable),,
258,神奈川,Kanagawa,検出せず,ND（not detectable),,
259,神奈川,Kanagawa,検出せず,ND（not detectable),,
260,神奈川,Kanagawa,検出せず,ND（not detectable),,
261,群馬,Gunma,検出せず,ND（not detectable),,
262,群馬,Gunma,検出せず,ND（not detectable),,
263,群馬,Gunma,検出せず,ND（not detectable),,
264,群馬,Gunma,検出せず,ND（not detectable),,
265,群馬,Gunma,検出せず,ND（not detectable),,
266,群馬,Gunma,検出せず,ND（not detectable),,
267,群馬,Gunma,検出せず,ND（not detectable),,
268,群馬,Gunma,検出せず,ND（not detectable),,
269,群馬,Gunma,検出せず,ND（not detectable),,
270,群馬,Gunma,検出せず,ND（not detectable),,
271,群馬,Gunma,検出せず,ND（not detectable),,
272,群馬,Gunma,検出せず,ND（not detectable),,
273,栃木,Tochigi,検出せず,ND（not detectable),,
274,栃木,Tochigi,検出せず,ND（not detectable),,
275,栃木,Tochigi,検出せず,ND（not detectable),,
276,栃木,Tochigi,検出せず,ND（not detectable),,
277,栃木,Tochigi,検出せず,ND（not detectable),,
278,栃木,Tochigi,検出せず,ND（not detectable),,
279,栃木,Tochigi,検出せず,ND（not detectable),,
280,栃木,Tochigi,検出せず,ND（not detectable),,
281,栃木,Tochigi,検出せず,ND（not detectable),,
282,栃木,Tochigi,検出せず,ND（not detectable),,
283,栃木,Tochigi,検出せず,ND（not detectable),,
284,栃木,Tochigi,検出せず,ND（not detectable),,
285,新潟,Niigata,検出せず,ND（not detectable),,
286,新潟,Niigata,検出せず,ND（not detectable),,
287,新潟,Niigata,検出せず,ND（not detectable),,
288,新潟,Niigata,検出せず,ND（not detectable),,
289,新潟,Niigata,検出せず,ND（not detectable),,
290,新潟,Niigata,検出せず,ND（not detectable),,
291,新潟,Niigata,検出せず,ND（not detectable),,
292,新潟,Niigata,検出せず,ND（not detectable),,
293,新潟,Niigata,検出せず,ND（not detectable),,
294,新潟,Niigata,検出せず,ND（not detectable),,
295,新潟,Niigata,検出せず,ND（not detectable),,
296,新潟,Niigata,検出せず,ND（not detectable),,
297,新潟,Niigata,検出せず,ND（not detectable),,
298,山形,Yamagata,検出せず,ND（not detectable),,
299,山形,Yamagata,検出せず,ND（not detectable),,
300,山形,Yamagata,検出せず,ND（not detectable),,
301,山形,Yamagata,検出せず,ND（not detectable),,
302,山形,Yamagata,検出せず,ND（not detectable),,
303,山形,Yamagata,検出せず,ND（not detectable),,
304,山形,Yamagata,検出せず,ND（not detectable),,
305,山形,Yamagata,検出せず,ND（not detectable),,
306,山形,Yamagata,検出せず,ND（not detectable),,
307,山形,Yamagata,検出せず,ND（not detectable),,
308,山形,Yamagata,検出せず,ND（not detectable),,
309,山形,Yamagata,検出せず,ND（not detectable),,
310,茨城,Ibaraki,検出せず,ND（not detectable),,
311,茨城,Ibaraki,検出せず,ND（not detectable),,
312,茨城,Ibaraki,検出せず,ND（not detectable),,
313,茨城,Ibaraki,検出せず,ND（not detectable),,
314,茨城,Ibaraki,検出せず,ND（not detectable),,
315,茨城,Ibaraki,検出せず,ND（not detectable),,
316,茨城,Ibaraki,検出せず,ND（not detectable),,
317,茨城,Ibaraki,検出せず,ND（not detectable),,
318,茨城,Ibaraki,検出せず,ND（not detectable),,
319,茨城,Ibaraki,検出せず,ND（not detectable),,
320,茨城,Ibaraki,検出せず,ND（not detectable),,
321,茨城,Ibaraki,検出せず,ND（not detectable),,
322,茨城,Ibaraki,検出せず,ND（not detectable),,
323,茨城,Ibaraki,検出せず,ND（not detectable),,
324,茨城,Ibaraki,検出せず,ND（not detectable),,
325,茨城,Ibaraki,検出せず,ND（not detectable),,
326,茨城,Ibaraki,検出せず,ND（not detectable),,
327,茨城,Ibaraki,検出せず,ND（not detectable),,
328,茨城,Ibaraki,検出せず,ND（not detectable),,
329,茨城,Ibaraki,検出せず,ND（not detectable),,
330,茨城,Ibaraki,検出せず,ND（not detectable),,
331,茨城,Ibaraki,検出せず,ND（not detectable),,
332,茨城,Ibaraki,検出せず,ND（not detectable),,
333,茨城,Ibaraki,検出せず,ND（not detectable),,
334,茨城,Ibaraki,検出せず,ND（not detectable),,
335,茨城,Ibaraki,検出せず,ND（not detectable),,
336,茨城,Ibaraki,検出せず,ND（not detectable),,
337,茨城,Ibaraki,検出せず,ND（not detectable),,
338,茨城,Ibaraki,検出せず,ND（not detectable),,
339,茨城,Ibaraki,検出せず,ND（not detectable),,
340,茨城,Ibaraki,検出せず,ND（not detectable),,
341,茨城,Ibaraki,検出せず,ND（not detectable),,
342,茨城,Ibaraki,検出せず,ND（not detectable),,
343,茨城,Ibaraki,検出せず,ND（not detectable),,
344,茨城,Ibaraki,検出せず,ND（not detectable),,
345,茨城,Ibaraki,検出せず,ND（not detectable),,
346,茨城,Ibaraki,検出せず,ND（not detectable),,
347,茨城,Ibaraki,検出せず,ND（not detectable),,
348,茨城,Ibaraki,検出せず,ND（not detectable),,
349,茨城,Ibaraki,検出せず,ND（not detectable),,
350,群馬,Gunma,検出せず,ND（not detectable),,
351,茨城,Ibaraki,検出せず,ND（not detectable),,
352,茨城,Ibaraki,検出せず,ND（not detectable),,
353,茨城,Ibaraki,検出せず,ND（not detectable),,
354,茨城,Ibaraki,検出せず,ND（not detectable),,
355,茨城,Ibaraki,検出せず,ND（not detectable),,
356,茨城,Ibaraki,検出せず,ND（not detectable),,
357,茨城,Ibaraki,検出せず,ND（not detectable),,
358,茨城,Ibaraki,検出せず,ND（not detectable),,
359,茨城,Ibaraki,検出せず,ND（not detectable),,
360,茨城,Ibaraki,検出せず,ND（not detectable),,
361,茨城,Ibaraki,検出せず,ND（not detectable),,
362,茨城,Ibaraki,検出せず,ND（not detectable),,
363,茨城,Ibaraki,検出せず,ND（not detectable),,
364,茨城,Ibaraki,検出せず,ND（not detectable),,
365,茨城,Ibaraki,検出せず,ND（not detectable),,
366,茨城,Ibaraki,検出せず,ND（not detectable),,
367,茨城,Ibaraki,検出せず,ND（not detectable),,
368,茨城,Ibaraki,検出せず,ND（not detectable),,
369,茨城,Ibaraki,検出せず,ND（not detectable),,
370,茨城,Ibaraki,検出せず,ND（not detectable),,
371,岩手,Iwate,検出せず,ND（not detectable),,
372,岩手,Iwate,検出せず,ND（not detectable),,
373,岩手,Iwate,検出せず,ND（not detectable),,
374,岩手,Iwate,検出せず,ND（not detectable),,
375,岩手,Iwate,検出せず,ND（not detectable),,
376,岩手,Iwate,検出せず,ND（not detectable),,
377,岩手,Iwate,検出せず,ND（not detectable),,
378,岩手,Iwate,検出せず,ND（not detectable),,
379,岩手,Iwate,検出せず,ND（not detectable),,
380,岩手,Iwate,検出せず,ND（not detectable),,
381,岩手,Iwate,検出せず,ND（not detectable),,
382,岩手,Iwate,検出せず,ND（not detectable),,
383,岩手,Iwate,検出せず,ND（not detectable),,
384,茨城,Ibaraki,検出せず,ND（not detectable),,
385,茨城,Ibaraki,検出せず,ND（not detectable),,
386,茨城,Ibaraki,検出せず,ND（not detectable),,
387,茨城,Ibaraki,検出せず,ND（not detectable),,
388,青森,Aomori,検出せず,ND（not detectable),,
389,青森,Aomori,検出せず,ND（not detectable),,
390,青森,Aomori,検出せず,ND（not detectable),,
391,青森,Aomori,検出せず,ND（not detectable),,
392,青森,Aomori,検出せず,ND（not detectable),,
393,青森,Aomori,検出せず,ND（not detectable),,
394,青森,Aomori,検出せず,ND（not detectable),,
395,青森,Aomori,検出せず,ND（not detectable),,
396,青森,Aomori,検出せず,ND（not detectable),,
397,青森,Aomori,検出せず,ND（not detectable),,
398,青森,Aomori,検出せず,ND（not detectable),,
399,青森,Aomori,検出せず,ND（not detectable),,
400,青森,Aomori,検出せず,ND（not detectable),,
401,茨城,Ibaraki,検出せず,ND（not detectable),,
402,茨城,Ibaraki,検出せず,ND（not detectable),,
403,茨城,Ibaraki,検出せず,ND（not detectable),,
404,茨城,Ibaraki,検出せず,ND（not detectable),,
405,青森,Aomori,検出せず,ND（not detectable),,
406,青森,Aomori,検出せず,ND（not detectable),,
407,青森,Aomori,検出せず,ND（not detectable),,
408,青森,Aomori,検出せず,ND（not detectable),,
409,青森,Aomori,検出せず,ND（not detectable),,
410,青森,Aomori,検出せず,ND（not detectable),,
411,青森,Aomori,検出せず,ND（not detectable),,
412,青森,Aomori,検出せず,ND（not detectable),,
413,青森,Aomori,検出せず,ND（not detectable),,
414,青森,Aomori,検出せず,ND（not detectable),,
415,青森,Aomori,検出せず,ND（not detectable),,
416,青森,Aomori,検出せず,ND（not detectable),,
417,島根,Shimane,検出せず,ND（not detectable),,
418,島根,Shimane,検出せず,ND（not detectable),,
419,島根,Shimane,検出せず,ND（not detectable),,
420,島根,Shimane,検出せず,ND（not detectable),,
421,島根,Shimane,検出せず,ND（not detectable),,
422,島根,Shimane,検出せず,ND（not detectable),,
423,島根,Shimane,検出せず,ND（not detectable),,
424,島根,Shimane,検出せず,ND（not detectable),,
425,山口,Yamaguchi,検出せず,ND（not detectable),,
426,山口,Yamaguchi,検出せず,ND（not detectable),,
427,山口,Yamaguchi,検出せず,ND（not detectable),,
428,山口,Yamaguchi,検出せず,ND（not detectable),,
