No,生産地  ,Breeding location,検査結果(Bq/kg) ,Level of radioactive contaminants(Bq/kg) ,備考,Notes
113,宮崎,Miyazaki,検出せず,ND（not detectable),,
114,宮崎,Miyazaki,検出せず,ND（not detectable),,
115,宮崎,Miyazaki,検出せず,ND（not detectable),,
116,宮城,Miyagi,検出せず,ND（not detectable),,
117,宮城,Miyagi,検出せず,ND（not detectable),,
118,宮城,Miyagi,検出せず,ND（not detectable),,
119,宮城,Miyagi,検出せず,ND（not detectable),,
120,宮城,Miyagi,検出せず,ND（not detectable),,
121,宮城,Miyagi,検出せず,ND（not detectable),,
122,宮城,Miyagi,検出せず,ND（not detectable),,
123,宮城,Miyagi,検出せず,ND（not detectable),,
124,宮城,Miyagi,検出せず,ND（not detectable),,
125,宮城,Miyagi,検出せず,ND（not detectable),,
126,宮城,Miyagi,検出せず,ND（not detectable),,
127,宮城,Miyagi,検出せず,ND（not detectable),,
128,宮城,Miyagi,検出せず,ND（not detectable),,
129,宮城,Miyagi,検出せず,ND（not detectable),,
130,宮城,Miyagi,検出せず,ND（not detectable),,
131,宮城,Miyagi,検出せず,ND（not detectable),,
132,宮城,Miyagi,検出せず,ND（not detectable),,
133,宮城,Miyagi,検出せず,ND（not detectable),,
134,宮城,Miyagi,検出せず,ND（not detectable),,
135,宮城,Miyagi,検出せず,ND（not detectable),,
136,宮城,Miyagi,検出せず,ND（not detectable),,
137,宮城,Miyagi,検出せず,ND（not detectable),,
138,宮城,Miyagi,検出せず,ND（not detectable),,
139,宮城,Miyagi,検出せず,ND（not detectable),,
140,茨城,Ibaraki,検出せず,ND（not detectable),,
141,茨城,Ibaraki,検出せず,ND（not detectable),,
142,茨城,Ibaraki,検出せず,ND（not detectable),,
143,茨城,Ibaraki,検出せず,ND（not detectable),,
144,茨城,Ibaraki,検出せず,ND（not detectable),,
145,茨城,Ibaraki,検出せず,ND（not detectable),,
146,茨城,Ibaraki,検出せず,ND（not detectable),,
147,茨城,Ibaraki,検出せず,ND（not detectable),,
148,茨城,Ibaraki,検出せず,ND（not detectable),,
149,茨城,Ibaraki,検出せず,ND（not detectable),,
150,茨城,Ibaraki,検出せず,ND（not detectable),,
151,茨城,Ibaraki,検出せず,ND（not detectable),,
152,茨城,Ibaraki,検出せず,ND（not detectable),,
153,茨城,Ibaraki,検出せず,ND（not detectable),,
154,茨城,Ibaraki,検出せず,ND（not detectable),,
155,茨城,Ibaraki,検出せず,ND（not detectable),,
156,茨城,Ibaraki,検出せず,ND（not detectable),,
157,茨城,Ibaraki,検出せず,ND（not detectable),,
158,茨城,Ibaraki,検出せず,ND（not detectable),,
159,茨城,Ibaraki,検出せず,ND（not detectable),,
160,茨城,Ibaraki,検出せず,ND（not detectable),,
161,茨城,Ibaraki,検出せず,ND（not detectable),,
162,茨城,Ibaraki,検出せず,ND（not detectable),,
163,茨城,Ibaraki,検出せず,ND（not detectable),,
164,青森,Aomori,検出せず,ND（not detectable),,
165,青森,Aomori,検出せず,ND（not detectable),,
166,青森,Aomori,検出せず,ND（not detectable),,
167,青森,Aomori,検出せず,ND（not detectable),,
168,青森,Aomori,検出せず,ND（not detectable),,
169,青森,Aomori,検出せず,ND（not detectable),,
170,青森,Aomori,検出せず,ND（not detectable),,
171,青森,Aomori,検出せず,ND（not detectable),,
172,青森,Aomori,検出せず,ND（not detectable),,
173,青森,Aomori,検出せず,ND（not detectable),,
174,青森,Aomori,検出せず,ND（not detectable),,
175,青森,Aomori,検出せず,ND（not detectable),,
176,茨城,Ibaraki,検出せず,ND（not detectable),,
177,茨城,Ibaraki,検出せず,ND（not detectable),,
178,茨城,Ibaraki,検出せず,ND（not detectable),,
179,茨城,Ibaraki,検出せず,ND（not detectable),,
180,北海道,Hokkaido,検出せず,ND（not detectable),,
181,北海道,Hokkaido,検出せず,ND（not detectable),,
182,北海道,Hokkaido,検出せず,ND（not detectable),,
183,北海道,Hokkaido,検出せず,ND（not detectable),,
184,北海道,Hokkaido,検出せず,ND（not detectable),,
185,北海道,Hokkaido,検出せず,ND（not detectable),,
186,北海道,Hokkaido,検出せず,ND（not detectable),,
187,北海道,Hokkaido,検出せず,ND（not detectable),,
188,北海道,Hokkaido,検出せず,ND（not detectable),,
189,北海道,Hokkaido,検出せず,ND（not detectable),,
190,北海道,Hokkaido,検出せず,ND（not detectable),,
191,北海道,Hokkaido,検出せず,ND（not detectable),,
192,北海道,Hokkaido,検出せず,ND（not detectable),,
193,北海道,Hokkaido,検出せず,ND（not detectable),,
194,北海道,Hokkaido,検出せず,ND（not detectable),,
195,北海道,Hokkaido,検出せず,ND（not detectable),,
196,北海道,Hokkaido,検出せず,ND（not detectable),,
197,北海道,Hokkaido,検出せず,ND（not detectable),,
198,北海道,Hokkaido,検出せず,ND（not detectable),,
199,北海道,Hokkaido,検出せず,ND（not detectable),,
200,北海道,Hokkaido,検出せず,ND（not detectable),,
201,北海道,Hokkaido,検出せず,ND（not detectable),,
202,北海道,Hokkaido,検出せず,ND（not detectable),,
203,北海道,Hokkaido,検出せず,ND（not detectable),,
204,北海道,Hokkaido,検出せず,ND（not detectable),,
205,北海道,Hokkaido,検出せず,ND（not detectable),,
206,北海道,Hokkaido,検出せず,ND（not detectable),,
207,北海道,Hokkaido,検出せず,ND（not detectable),,
208,北海道,Hokkaido,検出せず,ND（not detectable),,
209,北海道,Hokkaido,検出せず,ND（not detectable),,
210,北海道,Hokkaido,検出せず,ND（not detectable),,
211,北海道,Hokkaido,検出せず,ND（not detectable),,
212,北海道,Hokkaido,検出せず,ND（not detectable),,
213,北海道,Hokkaido,検出せず,ND（not detectable),,
214,北海道,Hokkaido,検出せず,ND（not detectable),,
215,山口,Yamaguchi,検出せず,ND（not detectable),,
216,山口,Yamaguchi,検出せず,ND（not detectable),,
217,山口,Yamaguchi,検出せず,ND（not detectable),,
218,広島,Hiroshima,検出せず,ND（not detectable),,
219,広島,Hiroshima,検出せず,ND（not detectable),,
220,山口,Yamaguchi,検出せず,ND（not detectable),,
221,山口,Yamaguchi,検出せず,ND（not detectable),,
222,山口,Yamaguchi,検出せず,ND（not detectable),,
223,山口,Yamaguchi,検出せず,ND（not detectable),,
224,山口,Yamaguchi,検出せず,ND（not detectable),,
225,山口,Yamaguchi,検出せず,ND（not detectable),,
226,山口,Yamaguchi,検出せず,ND（not detectable),,
227,茨城,Ibaraki,検出せず,ND（not detectable),,
228,茨城,Ibaraki,検出せず,ND（not detectable),,
229,茨城,Ibaraki,検出せず,ND（not detectable),,
230,茨城,Ibaraki,検出せず,ND（not detectable),,
231,茨城,Ibaraki,検出せず,ND（not detectable),,
232,茨城,Ibaraki,検出せず,ND（not detectable),,
233,茨城,Ibaraki,検出せず,ND（not detectable),,
234,茨城,Ibaraki,検出せず,ND（not detectable),,
235,茨城,Ibaraki,検出せず,ND（not detectable),,
236,茨城,Ibaraki,検出せず,ND（not detectable),,
237,茨城,Ibaraki,検出せず,ND（not detectable),,
238,茨城,Ibaraki,検出せず,ND（not detectable),,
239,群馬,Gunma,検出せず,ND（not detectable),,
240,群馬,Gunma,検出せず,ND（not detectable),,
241,群馬,Gunma,検出せず,ND（not detectable),,
242,群馬,Gunma,検出せず,ND（not detectable),,
243,群馬,Gunma,検出せず,ND（not detectable),,
244,群馬,Gunma,検出せず,ND（not detectable),,
245,群馬,Gunma,検出せず,ND（not detectable),,
246,群馬,Gunma,検出せず,ND（not detectable),,
247,群馬,Gunma,検出せず,ND（not detectable),,
248,群馬,Gunma,検出せず,ND（not detectable),,
249,群馬,Gunma,検出せず,ND（not detectable),,
250,群馬,Gunma,検出せず,ND（not detectable),,
251,群馬,Gunma,検出せず,ND（not detectable),,
252,群馬,Gunma,検出せず,ND（not detectable),,
253,群馬,Gunma,検出せず,ND（not detectable),,
254,群馬,Gunma,検出せず,ND（not detectable),,
255,群馬,Gunma,検出せず,ND（not detectable),,
256,群馬,Gunma,検出せず,ND（not detectable),,
257,群馬,Gunma,検出せず,ND（not detectable),,
258,群馬,Gunma,検出せず,ND（not detectable),,
259,群馬,Gunma,検出せず,ND（not detectable),,
260,栃木,Tochigi,検出せず,ND（not detectable),,
261,栃木,Tochigi,検出せず,ND（not detectable),,
262,栃木,Tochigi,検出せず,ND（not detectable),,
263,栃木,Tochigi,検出せず,ND（not detectable),,
264,栃木,Tochigi,検出せず,ND（not detectable),,
265,栃木,Tochigi,検出せず,ND（not detectable),,
266,栃木,Tochigi,検出せず,ND（not detectable),,
267,栃木,Tochigi,検出せず,ND（not detectable),,
268,栃木,Tochigi,検出せず,ND（not detectable),,
269,栃木,Tochigi,検出せず,ND（not detectable),,
270,栃木,Tochigi,検出せず,ND（not detectable),,
271,栃木,Tochigi,検出せず,ND（not detectable),,
272,栃木,Tochigi,検出せず,ND（not detectable),,
273,鹿児島,Kagoshima,検出せず,ND（not detectable),,
274,鹿児島,Kagoshima,検出せず,ND（not detectable),,
275,鹿児島,Kagoshima,検出せず,ND（not detectable),,
276,鹿児島,Kagoshima,検出せず,ND（not detectable),,
277,鹿児島,Kagoshima,検出せず,ND（not detectable),,
278,鹿児島,Kagoshima,検出せず,ND（not detectable),,
279,鹿児島,Kagoshima,検出せず,ND（not detectable),,
280,鹿児島,Kagoshima,検出せず,ND（not detectable),,
281,鹿児島,Kagoshima,検出せず,ND（not detectable),,
282,鹿児島,Kagoshima,検出せず,ND（not detectable),,
283,鹿児島,Kagoshima,検出せず,ND（not detectable),,
284,鹿児島,Kagoshima,検出せず,ND（not detectable),,
285,埼玉,Saitama,検出せず,ND（not detectable),,
286,埼玉,Saitama,検出せず,ND（not detectable),,
287,埼玉,Saitama,検出せず,ND（not detectable),,
288,埼玉,Saitama,検出せず,ND（not detectable),,
289,埼玉,Saitama,検出せず,ND（not detectable),,
290,埼玉,Saitama,検出せず,ND（not detectable),,
291,埼玉,Saitama,検出せず,ND（not detectable),,
292,埼玉,Saitama,検出せず,ND（not detectable),,
293,埼玉,Saitama,検出せず,ND（not detectable),,
294,宮城,Miyagi,検出せず,ND（not detectable),,
295,宮城,Miyagi,検出せず,ND（not detectable),,
296,福島,Fukushima,検出せず,ND（not detectable),,
297,福島,Fukushima,検出せず,ND（not detectable),,
298,新潟,Niigata,検出せず,ND（not detectable),,
299,新潟,Niigata,検出せず,ND（not detectable),,
300,新潟,Niigata,検出せず,ND（not detectable),,
301,新潟,Niigata,検出せず,ND（not detectable),,
302,新潟,Niigata,検出せず,ND（not detectable),,
303,新潟,Niigata,検出せず,ND（not detectable),,
304,新潟,Niigata,検出せず,ND（not detectable),,
305,新潟,Niigata,検出せず,ND（not detectable),,
306,新潟,Niigata,検出せず,ND（not detectable),,
307,新潟,Niigata,検出せず,ND（not detectable),,
308,新潟,Niigata,検出せず,ND（not detectable),,
309,新潟,Niigata,検出せず,ND（not detectable),,
310,福島,Fukushima,検出せず,ND（not detectable),,
311,福島,Fukushima,検出せず,ND（not detectable),,
312,福島,Fukushima,検出せず,ND（not detectable),,
313,福島,Fukushima,検出せず,ND（not detectable),,
314,福島,Fukushima,検出せず,ND（not detectable),,
315,福島,Fukushima,検出せず,ND（not detectable),,
316,福島,Fukushima,検出せず,ND（not detectable),,
317,福島,Fukushima,検出せず,ND（not detectable),,
318,福島,Fukushima,検出せず,ND（not detectable),,
319,福島,Fukushima,検出せず,ND（not detectable),,
320,福島,Fukushima,検出せず,ND（not detectable),,
321,福島,Fukushima,検出せず,ND（not detectable),,
322,山形,Yamagata,検出せず,ND（not detectable),,
323,山形,Yamagata,検出せず,ND（not detectable),,
324,山形,Yamagata,検出せず,ND（not detectable),,
325,山形,Yamagata,検出せず,ND（not detectable),,
326,山形,Yamagata,検出せず,ND（not detectable),,
327,山形,Yamagata,検出せず,ND（not detectable),,
328,山形,Yamagata,検出せず,ND（not detectable),,
329,山形,Yamagata,検出せず,ND（not detectable),,
330,山形,Yamagata,検出せず,ND（not detectable),,
331,山形,Yamagata,検出せず,ND（not detectable),,
332,山形,Yamagata,検出せず,ND（not detectable),,
333,山形,Yamagata,検出せず,ND（not detectable),,
334,福島,Fukushima,検出せず,ND（not detectable),,
335,福島,Fukushima,検出せず,ND（not detectable),,
336,福島,Fukushima,検出せず,ND（not detectable),,
337,福島,Fukushima,検出せず,ND（not detectable),,
338,福島,Fukushima,検出せず,ND（not detectable),,
339,福島,Fukushima,検出せず,ND（not detectable),,
340,福島,Fukushima,検出せず,ND（not detectable),,
341,福島,Fukushima,検出せず,ND（not detectable),,
342,福島,Fukushima,検出せず,ND（not detectable),,
343,福島,Fukushima,検出せず,ND（not detectable),,
344,福島,Fukushima,検出せず,ND（not detectable),,
345,福島,Fukushima,検出せず,ND（not detectable),,
