"行政管内","設置場所","住所","設備種別","緯度","経度"
"麻布地区","高陵中学校","東京都港区西麻布四丁目14番8号","無線放送塔","35.65703","139.720543"
"麻布地区","六本木坂上児童遊園","東京都港区六本木一丁目4番11号","無線放送塔","35.665939","139.739372"
"麻布地区","六本木三丁目児童遊園","東京都港区六本木三丁目15番25号","無線放送塔","35.662803","139.735107"
"麻布地区","三河台公園","東京都港区六本木四丁目17番地28号","小出力無線放送設備","35.664564","139.733833"
"麻布地区","麻布警察署","東京都港区六本木四丁目16番1号","無線放送塔","35.665619","139.733908"
"麻布地区","麻布地区総合支所","東京都港区六本木五丁目16番45号","無線放送塔","35.660657","139.735091"
"麻布地区","六本木電気ビル","東京都港区六本木六丁目1番地20号","無線放送塔","35.662411","139.7313037"
"麻布地区","六本木中学校","東京都港区六本木六丁目8番16号","無線放送塔","35.660552","139.732184"
"麻布地区","衆議院宿舎横区道","東京都港区六本木七丁目1号","無線放送塔","35.6662","139.725318"
"麻布地区","六本木西公園","東京都港区六本木七丁目17番8号","無線放送塔","35.663398","139.72977"
"麻布地区","麻布小学校","東京都港区麻布台一丁目5番15号","無線放送塔","35.662043","139.738551"
"麻布地区","麻布十番中央マンション","東京都港区麻布十番二丁目9番地8号","無線放送塔","35.654521","139.735323"
"麻布地区","新広尾公園","東京都港区麻布十番四丁目5番1号","無線放送塔","35.653827","139.737411"
"麻布地区","新広尾公園","東京都港区麻布十番四丁目5番1号","小出力無線放送設備","35.653827","139.737411"
"麻布地区","飯倉保育園","東京都港区東麻布一丁目21番2号","無線放送塔","35.655912","139.743532"
"麻布地区","旧飯倉小学校","東京都港区東麻布二丁目1番1号","無線放送塔","35.658162","139.742551"
"麻布地区","飯倉いきいきプラザ","東京都港区東麻布二丁目16番11号","無線放送塔","35.656913","139.740984"
"麻布地区","一の橋公園","東京都港区東麻布三丁目9番地4号","小出力無線放送設備","35.655928","139.737508"
"赤坂地区","赤坂スクエアービル","東京都港区赤坂二丁目10番地16号","無線放送塔","35.670566","139.7415664"
"赤坂地区","ウインド赤坂","東京都港区赤坂二丁目14番31号","無線放送塔","35.672683","139.7373195"
"赤坂地区","国際医療福祉大学","東京都港区赤坂四丁目1番26号","無線放送塔","35.676527","139.7347778"
"赤坂地区","シティーハイツ一ツ木","東京都港区赤坂五丁目2番50号","無線放送塔","35.673205","139.7342058"
"赤坂地区","都営赤坂五丁目アパート","東京都港区赤坂五丁目5番地26号","無線放送塔","35.67103","139.7340504"
"赤坂地区","赤坂いきいきプラザ","東京都港区赤坂六丁目4番8号","無線放送塔","35.670363","139.734901"
"赤坂地区","氷川武道館","東京都港区赤坂六丁目6番14号","無線放送塔","35.669742","139.73769"
"赤坂地区","高橋是清翁記念公園","東京都港区赤坂七丁目3番39号","無線放送塔","35.67381","139.728858"
"赤坂地区","赤坂中学校","東京都港区赤坂九丁目2番3号","無線放送塔","35.668253","139.731481"
"赤坂地区","都立青山公園","東京都港区南青山一丁目5号","無線放送塔","35.670241","139.7241235"
"赤坂地区","都立青山公園（東側）","東京都港区南青山一丁目6番地","無線放送塔","35.670346","139.724754"
"赤坂地区","青山いきいきプラザ","東京都港区南青山二丁目16番5号","無線放送塔","35.669229","139.721248"
"赤坂地区","青山小学校","東京都港区南青山二丁目21番2号","無線放送塔","35.669901","139.719009"
"赤坂地区","青山霊園内区道","東京都港区南青山二丁目34番地","無線放送塔","35.664036","139.7233682"
"赤坂地区","青南いきいきプラザ","東京都港区南青山四丁目10番1号","無線放送塔","35.666534","139.717311"
"赤坂地区","南青山児童遊園","東京都港区南青山六丁目13番24号","無線放送塔","35.660123","139.714479"
"赤坂地区","青山中学校","東京都港区北青山一丁目1番9号","無線放送塔","35.674389","139.722158"
"赤坂地区","青山児童館","東京都港区北青山三丁目3番16号","無線放送塔","35.667726","139.714285"
"赤坂地区","北青山一丁目児童遊園","東京都港区北青山一丁目6番6号","無線放送塔","35.67476","139.721176"
"高輪地区","御田小学校","東京都港区三田四丁目11番38号","無線放送塔","35.643277","139.738031"
"高輪地区","亀塚公園","東京都港区三田四丁目16番20号","小出力無線放送設備","35.643635","139.740885"
"高輪地区","豊岡第二児童遊園","東京都港区三田五丁目4番地2号","無線放送塔","35.64778","139.7387285"
"高輪地区","豊岡いきいきプラザ","東京都港区三田五丁目7番7号","無線放送塔","35.646551","139.739656"
"高輪地区","高松中学校","東京都港区高輪一丁目16番25号","無線放送塔","35.640627","139.734131"
"高輪地区","高輪台小学校","東京都港区高輪二丁目8番24号","無線放送塔","35.63642","139.734367"
"高輪地区","シティーハイツ桂坂","東京都港区高輪二丁目13番地8号","無線放送塔","35.634543","139.737854"
"高輪地区","国民生活センター","東京都港区高輪一丁目13番地22号","無線放送塔","35.629629","139.734868"
"高輪地区","高輪公園","東京都港区高輪三丁目18番18号","無線放送塔","35.633102","139.736108"
"高輪地区","高輪南町児童遊園","東京都港区高輪四丁目24番36号","無線放送塔","35.625031","139.735161"
"高輪地区","白金志田町児童遊園","東京都港区白金一丁目12番16号","無線放送塔","35.645529","139.734689"
"高輪地区","三光坂上区道","東京都港区白金二丁目5番地","無線放送塔","35.64165","139.7299544"
"高輪地区","はなみずき白金","東京都港区白金三丁目3番3号","無線放送塔","35.646534","139.729271"
"高輪地区","三光小学校（港区教育センター）","東京都港区白金三丁目18番2号","無線放送塔","35.644328","139.729204"
"高輪地区","白金の丘学園","東京都港区白金四丁目1番12号","無線放送塔","35.6437","139.726835"
"高輪地区","神応小学校","東京都港区白金六丁目9番5号","無線放送塔","35.643722","139.724481"
"高輪地区","白金小学校","東京都港区白金台一丁目4番26号","無線放送塔","35.636912","139.728568"
"高輪地区","白金児童遊園","東京都港区白金台二丁目24番3号","無線放送塔","35.63293","139.729499"
"高輪地区","白金台幼稚園","東京都港区白金台三丁目7番1号","小出力無線放送設備","35.635683","139.726546"
"高輪地区","白金台四丁目児童遊園","東京都港区白金台四丁目4番14号","無線放送塔","35.639092","139.727257"
"高輪地区","白金台いきいきプラザ","東京都港区白金台四丁目8番5号","無線放送塔","35.63773","139.724966"
"高輪地区","自然教育園東側区道","東京都港区白金台五丁目11番","無線放送塔","35.640989","139.72026"
"高輪地区","特別養護老人ホーム　白金の森","東京都港区白金台五丁目20番5号","無線放送塔","35.637152","139.721938"
"芝浦港南地区","芝浦内貿2号上屋","東京都港区海岸三丁目29番地1号","無線放送塔","35.641984","139.7596963"
"芝浦港南地区","日の出桟橋大型バス駐車場先","東京都港区海岸二丁目7番地先","無線放送塔","35.650872","139.7604801"
"芝浦港南地区","みなとパーク芝浦","東京都港区芝浦一丁目16番1号","無線放送塔","35.646717","139.751751"
"芝浦港南地区","JR変電所前区道","東京都港区芝浦一丁目7番地","無線放送塔","35.648003","139.7544631"
"芝浦港南地区","吾妻ビル","東京都港区芝浦三丁目17番地12号","無線放送塔","35.642559","139.7504526"
"芝浦港南地区","都営芝浦四丁目アパート","東京都港区芝浦四丁目4番地38号","無線放送塔","35.641473","139.7450836"
"芝浦港南地区","芝浦小学校","東京都港区芝浦四丁目8番18号","無線放送塔","35.638203","139.746255"
"芝浦港南地区","芝浦四丁目下水道局敷地","東京都港区芝浦四丁目20番地","無線放送塔","35.63954","139.7517331"
"芝浦港南地区","芝浦アイランドこども園","東京都港区芝浦四丁目20番1号","無線放送塔","35.640426","139.752365"
"芝浦港南地区","埠頭公園","東京都港区海岸三丁目14番34号","無線放送塔","35.641651","139.755286"
"芝浦港南地区","芝浦中央公園","東京都港区港南一丁目2番28号","無線放送塔","35.634688","139.742953"
"芝浦港南地区","コクヨ株式会社社屋","東京都港区港南一丁目8番地35号","無線放送塔","35.630268","139.7433037"
"芝浦港南地区","特別養護老人ホーム　港南の郷","東京都港区港南三丁目3番23号","無線放送塔","35.633266","139.749263"
"芝浦港南地区","みなと清掃事務所","東京都港区港南三丁目9番地59号","無線放送塔","35.634452","139.7514972"
"芝浦港南地区","都営港南四丁目第３アパート","東京都港区港南四丁目2番地4号","無線放送塔","35.629624","139.747098"
"芝浦港南地区","港南小学校","東京都港区港南四丁目3番地6号","無線放送塔","35.629326","139.749618"
"芝浦港南地区","東八ツ山公園","東京都港区港南二丁目8番8号","無線放送塔","35.624591","139.743841"
"芝浦港南地区","都営港南四丁目アパート","東京都港区港南四丁目5番地3号","無線放送塔","35.626519","139.7464897"
"芝浦港南地区","港南緑水公園","東京都港区港南四丁目7番47号","無線放送塔","35.628637","139.750643"
"芝浦港南地区","都立北品川埠頭公園","東京都港区港南五丁目2番5号","無線放送塔","35.627147","139.7550473"
"芝浦港南地区","品川ふ頭","東京都港区港南五丁目11番地2号","無線放送塔","35.629841","139.7579303"
"芝浦港南地区","港陽中学校","東京都港区台場一丁目1番5号","無線放送塔","35.634155","139.77713"
"芝浦港南地区","都立お台場海浜公園","東京都港区台場一丁目4番","無線放送塔","35.629803","139.775275"
"芝浦港南地区","都立お台場海浜公園（西側）","東京都港区台場一丁目5番","無線放送塔","35.634155","139.77713"

"防災行政無線屋外拡声子局設置一覧","Ver202004",,,,
