"行政管内","設置場所","住所","設備種別","緯度","経度"
"芝地区","障害保健福祉センター","東京都港区芝一丁目8番23号","無線放送塔","35.651557","139.755573"
"芝地区","新堀会館前緑地","東京都港区芝二丁目17番地","無線放送塔","35.651352","139.7516772"
"芝地区","芝小学校","東京都港区芝二丁目21番3号","無線放送塔","35.651349","139.750176"
"芝地区","松本町児童遊園","東京都港区芝三丁目12番19号","無線放送塔","35.652831","139.746016"
"芝地区","芝高齢者在宅サービスセンター","東京都港区芝三丁目24番5号","無線放送塔","35.651516","139.748084"
"芝地区","三田いきいきプラザ","東京都港区芝四丁目1番17号","無線放送塔","35.648901","139.749725"
"芝地区","本芝公園","東京都港区芝四丁目15番1号","小出力無線放送設備","35.647275","139.750482"
"芝地区","芝三田森ビル","東京都港区芝五丁目13番地15号","無線放送塔","35.649252","139.7450223"
"芝地区","都営芝五丁目アパート","東京都港区芝五丁目18番地1号","無線放送塔","35.648405","139.7477776"
"芝地区","区立生涯学習センター","東京都港区西新橋三丁目16番3号","無線放送塔","35.665575","139.757085"
"芝地区","塩釜公園","東京都港区新橋五丁目19番7号","小出力無線放送設備","35.663169","139.755017"
"芝地区","きらきらプラザ新橋","東京都港区新橋六丁目4番2号","無線放送塔","35.662287","139.7540266"
"芝地区","南桜公園","東京都港区西新橋二丁目10番13号","無線放送塔","35.666211","139.752236"
"芝地区","御成門中学校","東京都港区西新橋三丁目25番30号","無線放送塔","35.661742","139.750385"
"芝地区","赤羽小学校","東京都港区三田一丁目4番52号","無線放送塔","35.653347","139.742537"
"芝地区","讃岐会館前区道","東京都港区三田一丁目11号","無線放送塔","35.653018","139.7382145"
"芝地区","三田二丁目児童遊園","東京都港区三田二丁目10番7号","小出力無線放送設備","35.650459","139.744479"
"芝地区","聖徳学園三田幼稚園・専門学校","東京都港区三田三丁目4番28号","無線放送塔","35.645884","139.743269"
"芝地区","シティハイツ神明","東京都港区浜松町一丁目13番地","無線放送塔","35.658632","139.7568238"
"芝地区","港区役所","東京都港区芝公園一丁目5番25号","無線放送塔","35.658203","139.75163"
"芝地区","芝公園保育園","東京都港区芝公園二丁目7番3号","無線放送塔","35.654291","139.750533"
"芝地区","郵政福祉琴平ビル","東京都港区虎ノ門一丁目14番1号","無線放送塔","35.668821","139.749355"
"芝地区","芝ロイヤルビル","東京都港区虎ノ門三丁目25番地3号","無線放送塔","35.662404","139.7460051"
"芝地区","虎ノ門３３森ビル","東京都港区虎ノ門三丁目8番地21号","無線放送塔","35.665531","139.7472105"
"芝地区","仙石山アネックス","東京都港区虎ノ門五丁目3番地20号","無線放送塔","35.663639","139.7428082"
"芝地区","芝商業高校","東京都港区海岸一丁目8番25号","無線放送塔","35.65647","139.760575"
"麻布地区","狸穴公園","東京都港区麻布狸穴町63","無線放送塔","35.658021","139.738992"
"麻布地区","東町小学校","東京都港区南麻布一丁目8番地11号","無線放送塔","35.650937","139.735848"
"麻布地区","本村公園","東京都港区南麻布三丁目4番9号","小出力無線放送設備","35.650235","139.731022"
"麻布地区","本村小学校","東京都港区南麻布三丁目9番33号","無線放送塔","35.64993","139.729979"
"麻布地区","都営南麻布四丁目アパート","東京都港区南麻布四丁目2番地29号","無線放送塔","35.647821","139.7240687"
"麻布地区","ありすいきいきプラザ","東京都港区南麻布四丁目6番7号","無線放送塔","35.650976","139.727544"
"麻布地区","有栖川宮記念公園","東京都港区南麻布五丁目7番29号","無線放送塔","35.651307","139.726331"
"麻布地区","宮村児童遊園","東京都港区元麻布二丁目6番2号","無線放送塔","35.654683","139.730086"
"麻布地区","南山小学校","東京都港区元麻布三丁目8番15号","無線放送塔","35.657344","139.731122"
"麻布地区","公団西麻布一丁目アパート","東京都港区西麻布一丁目7番地2号","無線放送塔","35.660842","139.726207"
"麻布地区","西麻布いきいきプラザ","東京都港区西麻布二丁目13番3号","無線放送塔","35.660781","139.722724"
"麻布地区","西麻布二丁目児童遊園","東京都港区西麻布二丁目18番9号","無線放送塔","35.662339","139.719041"
"麻布地区","永平寺東京別院長谷寺","東京都港区西麻布二丁目21番地34号","無線放送塔","35.661136","139.7190104"
"麻布地区","笄小学校","東京都港区西麻布三丁目11番16号","無線放送塔","35.656564","139.72491"
