一連番号,測定地点住所,緯度,経度,座標系,道　路　名,環境基準類型,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離,地上からの高さ,昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
176,大田区大森中2-1,35.568119,139.730362,JGD2011,国道15号（第一京浜）,c,2013-10-29,2013-11-01,3,4,4.2,2.3,74,72
177,大田区東六郷2-18,35.547951,139.716278,JGD2011,国道15号（第一京浜）,c,2013-10-29,2013-11-01,3,4,4.9,2.2,72,70
178,大田区南馬込5-42,35.585648,139.705750,JGD2011,国道1号（第二京浜）,b,2013-10-29,2013-11-01,3,6,2.4,2.1,73,69
179,大田区池上3-4,35.575981,139.699539,JGD2011,国道1号（第二京浜）,c,2013-10-29,2013-11-01,3,6,2.4,2,74,71
180,大田区南馬込5-42,35.585648,139.705750,JGD2011,国道1号,B,2013-10-30,2013-10-31,3,6,2,2.1,72,68
181,大田区大森中2-1,35.568119,139.730362,JGD2011,国道15号,C,2013-10-30,2013-10-31,3,4,4.2,2.3,73,71
182,大田区西糀谷3-9,35.555283,139.738342,JGD2011,国道131号,C,2013-10-21,2013-10-22,3,6,5,3.3,69,66
183,大田区南馬込2-31,35.588638,139.718979,JGD2011,都道環状7号線,B,2013-10-24,2013-10-25,4,4,3.5,2.4,72,71
184,大田区新蒲田1-14,35.559662,139.709015,JGD2011,都道環状8号線,C,2013-10-21,2013-10-22,4,6,5.8,2.3,69,66
185,大田区南千束3-32,35.599949,139.687881,JGD2011,都道東京丸子横浜線,B,2013-10-17,2013-10-18,4,4,4.2,2.5,70,69
186,大田区山王1-6,35.591480,139.727737,JGD2011,都道東品川下丸子線,C,2013-10-24,2013-10-25,4,2,4.1,3,67,64
187,大田区北千束1-4,35.609825,139.692520,JGD2011,都道環状7号線,B,2013-10-17,2013-10-18,4,4,5.9,2.5,70,69
188,大田区北馬込2-39,35.598221,139.712006,JGD2011,国道1号,B,2013-10-17,2013-10-18,3,6,2.5,2.7,67,65
189,大田区羽田4-18,35.549213,139.744705,JGD2011,高速神奈川1号横羽線,C,2013-10-21,2013-10-22,2,4,4.6,2.5,66,63
