一連番号,測定地点住所,緯度,経度,座標系,道　路　名,環境基準類型,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離,地上からの高さ,昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
372,江戸川区松島2-5-6,35.707214,139.859146,JGD2011,都道新荒川葛西堤防線,c,2013-12-11,2013-12-12,4,2,4.4,1.2,62,61
373,江戸川区東葛西7-15-1,35.659134,139.877853,JGD2011,都道新荒川葛西堤防線,b,2013-12-11,2013-12-12,4,6,5.4,1.2,64,58
374,江戸川区江戸川5-7-6,35.676693,139.885086,JGD2011,都道新荒川葛西堤防線,b,2013-12-11,2013-12-12,4,2,1.6,1.2,70,65
375,江戸川区江戸川1-36-4,35.686520,139.907822,JGD2011,都道新荒川葛西堤防線,a,2013-12-11,2013-12-12,4,2,1.6,1.2,69,64
376,江戸川区北小岩5-34-10,35.739651,139.892014,JGD2011,都道江戸川堤防線,a,2013-12-11,2013-12-12,4,2,1,1.2,69,64
377,江戸川区上篠崎2-24,35.711693,139.906494,JGD2011,都道江戸川堤防線,a,2013-12-11,2013-12-12,4,2,3.2,1.2,68,63
378,江戸川区松島2-5-6,35.707214,139.859146,JGD2011,都道新荒川葛西堤防線,C,2013-12-11,2013-12-12,4,2,4.5,1.2,62,61
379,江戸川区東葛西7-15-1,35.659134,139.877853,JGD2011,都道新荒川葛西堤防線,B,2013-12-11,2013-12-12,4,6,7.5,1.2,64,58
380,江戸川区江戸川5-7-6,35.676693,139.885086,JGD2011,都道新荒川葛西堤防線,B,2013-12-11,2013-12-12,4,2,1.6,1.2,70,65
381,江戸川区江戸川1-36-4,35.686520,139.907822,JGD2011,都道新荒川葛西堤防線,A,2013-12-11,2013-12-12,4,2,1.6,1.2,69,64
382,江戸川区北小岩5-34-10,35.739651,139.892014,JGD2011,都道江戸川堤防線,A,2013-12-11,2013-12-12,4,2,1,1.2,69,64
383,江戸川区上篠崎2-24,35.711693,139.906494,JGD2011,都道江戸川堤防線,A,2013-12-11,2013-12-12,4,2,3,1.2,68,63
