一連番号,測定地点住所,緯度,経度,座標系,道　路　名,環境基準類型,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離,地上からの高さ,昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
397,八王子市狭間町1737先,35.637131,139.287140,JGD2011,都道47号線(町田街道),a,2013-11-26,2013-11-27,4,2,1.7,1.2,72,68
398,八王子市石川町2065先,35.671555,139.360764,JGD2011,都道59号線八王子武蔵村山線,b,2013-11-26,2013-11-27,4,2,2.5,1.2,69,66
399,八王子市片倉町245-1先,35.643373,139.333615,JGD2011,都道173号線(北野街道),a,2013-11-26,2013-11-27,4,2,1.7,1.2,67,64
400,八王子市大楽寺町539先,35.670731,139.298981,JGD2011,都道521号線(陣馬街道),b,2013-11-28,2013-11-29,4,2,2.1,1.2,66,63
401,八王子市西寺方町712先,35.680351,139.273941,JGD2011,都道521号線(陣馬街道),a,2013-11-28,2013-11-29,4,2,2.4,1.2,71,65
402,八王子市元本郷町1-3-9先,35.662304,139.321259,JGD2011,市道17号線(国道20号ﾊﾞｲﾊﾟｽ),c,2013-11-26,2013-11-27,5,4,2.9,1.2,72,68
403,八王子市下恩方町1849-1先,35.671494,139.260800,JGD2011,都道61号線山田宮の前線,a,2013-11-28,2013-11-29,4,2,4.4,1.2,69,64
404,八王子市松木30-3先,35.621720,139.390159,JGD2011,都道158号線(多摩ﾆｭｰﾀｳﾝ通り),b,2013-11-28,2013-11-29,4,4,4.8,1.2,67,63
405,八王子市下柚木341先,35.628994,139.380585,JGD2011,都道160号線(野猿街道),c,2013-11-26,2013-11-27,4,4,4.3,1.2,62,57
406,八王子市美山町1777-1先,35.687572,139.250882,JGD2011,都道61号線（山田宮の前線）,a,2013-11-28,2013-11-29,4,2,4.3,1.2,65,58
407,八王子市下恩方町1185-1先,35.677281,139.256892,JGD2011,都道61号線山田宮の前線,a,2013-11-28,2013-11-29,4,2,4.4,1.2,66,62
408,八王子市左入町130-1先,35.681875,139.344343,JGD2011,国道16号,C,2013-12-02,2013-12-03,3,4,6,1.2,73,72
409,八王子市片倉町2416先,35.640305,139.338898,JGD2011,国道16号,B,2013-11-28,2013-11-29,3,2,2.4,1.2,71,70
410,八王子市八日町6-2先,35.660316,139.329941,JGD2011,国道16号,C,2013-11-28,2013-11-29,3,4,5,1.2,69,67
411,八王子市北野台3-43-8先,35.626202,139.348076,JGD2011,国道16号,A,2013-12-02,2013-12-03,3,4,24.3,1.2,52,50
412,八王子市並木町15-15先,35.651310,139.300201,JGD2011,国道20号,B,2013-11-28,2013-11-29,3,4,4.9,1.2,69,65
413,八王子市川口町72-1先,35.696079,139.267505,JGD2011,国道468号,B,2013-12-02,2013-12-03,3,4,14.9,1.2,49,47
414,八王子市戸吹町196先,35.709473,139.296097,JGD2011,国道411号,A,2013-12-02,2013-12-03,3,2,1.9,1.2,65,58
415,八王子市堀之内2-9-25先,35.628628,139.399094,JGD2011,都道府中相模原線,B,2013-12-02,2013-12-03,4,4,3.7,1.2,71,66
416,八王子市戸吹町1338先,35.708164,139.290710,JGD2011,都道八王子あきる野線,A,2013-12-02,2013-12-03,4,4,11,1.2,59,55
417,八王子市美山町1777-1先,35.687572,139.250882,JGD2011,都道山田宮の前線,A,2013-11-28,2013-11-29,4,2,4.9,1.2,65,58
418,八王子市堀之内887先,35.632492,139.394028,JGD2011,都道町田平山八王子線,B,2013-12-02,2013-12-03,4,2,5,1.2,72,68
419,八王子市松木30-3先,35.621720,139.390159,JGD2011,都道小山乞田線,B,2013-11-28,2013-11-29,4,4,5.3,1.2,67,63
420,八王子市高月町1160先,35.714001,139.320633,JGD2011,都道瑞穂あきる野八王子線,B,2013-12-02,2013-12-03,4,2,0.7,1.2,72,68
421,八王子市長沼町271先,35.641788,139.371902,JGD2011,都道上館日野線,A,2013-12-02,2013-12-03,4,2,4.9,1.2,69,66
422,八王子市大楽寺町539先,35.670731,139.298981,JGD2011,都道上野原八王子線,B,2013-11-28,2013-11-29,4,2,2.7,1.2,66,63
