一連番号,測定地点住所,緯度,経度,座標系,道　路　名,環境基準類型,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離,地上からの高さ,昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
384,八王子市片倉町2416先,35.640305,139.338898,JGD2011,国道16号(東京環状),b,2013-11-28,2013-11-29,3,2,1.8,1.2,71,70
385,八王子市中野山王1-8-7先,35.670620,139.331345,JGD2011,国道16号(東京環状),c,2013-11-26,2013-11-27,3,2,2.6,1.2,69,66
386,八王子市北野町549-5先,35.646137,139.353210,JGD2011,国道16号八王子バイパス,c,2013-11-26,2013-11-27,3,6,8.3,1.2,70,69
387,八王子市大谷町355-1先,35.677241,139.354245,JGD2011,国道16号八王子バイパス,b,2013-11-26,2013-11-27,3,6,0,1.2,72,71
388,八王子市明神町4-21-1先,35.660000,139.345459,JGD2011,国道20号(甲州街道),c,2013-11-26,2013-11-27,3,4,3.7,1.2,69,66
389,八王子市八日町6-2先,35.660316,139.329941,JGD2011,国道20号(甲州街道),c,2013-11-28,2013-11-29,3,4,5,1.2,69,67
390,八王子市並木町15-15先,35.651310,139.300201,JGD2011,国道20号(甲州街道),b,2013-11-28,2013-11-29,3,4,4.4,1.2,69,65
391,八王子市加住町1-170-2先,35.700542,139.316833,JGD2011,国道411号(滝山街道),a,2013-11-26,2013-11-27,3,2,1.5,1.2,69,63
392,八王子市下柚木2-10-6先,35.627022,139.382715,JGD2011,都道20号線府中相模原線,b,2013-11-26,2013-11-27,4,4,2.8,1.2,66,60
393,八王子市中野上町1-32-19先,35.668228,139.322296,JGD2011,都道32号線(秋川街道),c,2013-11-26,2013-11-27,4,2,1.2,1.2,70,67
394,八王子市川口町908-1先,35.693378,139.279099,JGD2011,都道32号線(秋川街道),a,2013-11-28,2013-11-29,4,2,1.5,1.2,69,64
395,八王子市犬目町863先,35.693054,139.303253,JGD2011,都道46号線(高尾街道),a,2013-11-28,2013-11-29,4,2,2.1,1.2,69,65
396,八王子市四谷町741-6先,35.675873,139.297012,JGD2011,都道46号線(高尾街道),b,2013-11-28,2013-11-29,4,2,1.1,1.2,65,63
