一連番号,測定地点住所,緯度,経度,座標系,道　路　名,環境基準類型,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離,地上からの高さ,昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
537,小平市中島町26-9,35.729717,139.434265,JGD2011,都道中島十番線（村山街道）,a,2013-11-20,2013-11-21,4,2,2,1.2,68,65
538,小平市上水本町1-25-31,35.720364,139.464783,JGD2011,都道所沢府中線（府中街道）,a,2013-11-20,2013-11-21,4,2,2,1.2,70,70
539,小平市上水本町3-11-11,35.717648,139.470566,JGD2011,都道杉並あきる野線（五日市街道）,a,2013-11-20,2013-11-21,4,2,2,1.2,67,64
540,小平市鈴木町1-487,35.718842,139.496735,JGD2011,都道府中小平線（新小金井街道）,a,2013-11-20,2013-11-21,4,2,5,1.2,69,68
541,小平市花小金井5-463,35.733681,139.512436,JGD2011,都道新宿青梅線（青梅街道）,a,2013-11-20,2013-11-21,4,2,3,1.2,66,64
542,小平市津田町3-34-8,35.726337,139.470108,JGD2011,市道第B-20号（たかの街道）,a,2013-11-20,2013-11-21,6,2,2,1.2,67,61
543,小平市花小金井8-26-15,35.730845,139.505352,JGD2011,都道新宿青梅線,A,2013-11-20,2013-11-21,4,2,3.6,1.2,66,64
544,小平市小川町2-1160-5,35.730021,139.467807,JGD2011,都道新宿青梅線,A,2013-11-20,2013-11-21,4,4,3.3,1.2,64,60
545,小平市御幸町340-1,35.717546,139.508255,JGD2011,都道府中清瀬線,A,2013-11-20,2013-11-21,4,2,4.5,1.2,69,67
546,小平市花小金井2-2-3,35.732262,139.513184,JGD2011,都道府中清瀬線,A,2013-11-20,2013-11-21,4,3,3.2,1.2,64,61
547,小平市大沼町4-44-27,35.743082,139.502906,JGD2011,都道府中清瀬線,B,2013-11-20,2013-11-21,4,2,5,1.2,64,63
