一連番号,測定地点住所,緯度,経度,座標系,道　路　名,環境基準類型,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離,地上からの高さ,昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
643,西東京市柳沢2-18-46,35.725296,139.553818,JGD2011,都道東京所沢線(青梅街道),c,2013-10-21,2013-10-23,4,6,3.1,1.2,69,66
644,西東京市緑町1-3-6,35.733753,139.538284,JGD2011,都道東京所沢線(所沢街道),a,2013-10-21,2013-10-23,4,2,2,1.2,67,66
645,西東京市田無町7-18-8,35.732952,139.532471,JGD2011,都道新宿青梅線(新青梅街道),b,2013-10-21,2013-10-23,4,4,3.3,1.2,74,71
646,西東京市芝久保町3-19-54,35.730320,139.518951,JGD2011,都道新宿青梅線(青梅街道),b,2013-10-21,2013-10-23,4,2,2.3,1.2,67,64
647,西東京市中町6-12-8,35.737923,139.557510,JGD2011,都道西3.2.6号線,b,2013-10-28,2013-10-31,4,4,10,1.2,56,50
648,西東京市富士町3-7-4,35.733498,139.567444,JGD2011,都道千代田練馬田無線(富士街道),a,2013-10-28,2013-10-31,4,2,3,1.2,66,63
649,西東京市向台町2-5,35.720837,139.542542,JGD2011,都道調布田無線(武蔵境通り),b,2013-10-21,2013-10-23,4,2,4.5,1.2,65,62
650,西東京市下保谷2-9,35.751015,139.558899,JGD2011,都道飯田橋石神井新座線,b,2013-10-28,2013-10-31,4,2,3.5,1.2,63,58
651,西東京市住吉町6-1-5,35.743546,139.550903,JGD2011,都道保谷志木線,a,2013-10-28,2013-10-31,4,2,1.1,1.2,69,66
652,西東京市谷戸町1-17-2,35.741058,139.543610,JGD2011,都道ひばりヶ丘停車場線,a,2013-10-28,2013-10-31,4,2,3.5,1.2,67,63
653,西東京市芝久保町3-8-5,35.727453,139.522846,JGD2011,都道小川山田無線,a,2013-10-21,2013-10-23,4,2,2.3,1.2,64,60
654,西東京市泉町3-12-35,35.741112,139.557114,JGD2011,都道東大泉田無線,b,2013-10-28,2013-10-31,4,2,2.5,1.2,68,65
655,西東京市東町1-4,35.744274,139.561554,JGD2011,都道前沢保谷線,a,2013-10-28,2013-10-31,4,2,6.5,1.2,62,58
656,西東京市保谷町1-19-11,35.732121,139.554703,JGD2011,都道杉並田無線(新青梅街道),b,2013-10-21,2013-10-23,4,2,2.7,1.2,68,66
657,西東京市南町3-18-40,35.722900,139.542114,JGD2011,市道119,a,2013-09-17,2013-09-20,6,2,5.5,1.2,62,58
658,西東京市東伏見3-8,35.724121,139.562485,JGD2011,都道東京所沢線（青梅街道）,B,2014-02-12,2014-02-13,4,6,3.5,1.2,67,64
659,西東京市芝久保町4-15,35.730896,139.520462,JGD2011,都道新宿青梅線（旧青梅街道）,B,2014-02-12,2014-02-13,4,2,1.9,1.2,66,63
660,西東京市田無町3-6,35.730122,139.543549,JGD2011,都道調布田無線（武蔵境通り）,B,2014-02-12,2014-02-13,4,2,4,1.2,65,61
661,西東京市下保谷5-6,35.751026,139.561829,JGD2011,都道飯田橋石神井新座線,A,2014-02-12,2014-02-13,4,2,4,1.2,60,53
