一連番号,測定地点住所,緯度,経度,座標系,道　路　名,環境基準類型,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離,地上からの高さ,昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
508,調布市仙川町2-6,35.662476,139.579681,JGD2011,国道20号（甲州街道）,c,2014-03-11,2014-03-14,3,4,4.8,5,71,69
509,調布市多摩川1-51,35.648731,139.532318,JGD2011,都道町田調布線（鶴川街道）,c,2014-03-11,2014-03-14,4,4,4.5,1.2,69,65
510,調布市深大寺北町7-6-10,35.673523,139.544840,JGD2011,都道調布田無線（武蔵境通り）,a,2014-03-11,2014-03-14,4,4,10.1,1.2,63,58
511,調布市富士見町2-16-33,35.659873,139.541131,JGD2011,都道調布田無線（武蔵境通り）,a,2014-03-11,2014-03-14,4,2,5.2,1.2,67,66
512,調布市西つつじヶ丘1-27-1,35.658794,139.571701,JGD2011,国道20号（甲州街道）,b,2014-03-11,2014-03-14,3,4,3.1,2,72,70
513,調布市西つつじケ丘1-27,35.658794,139.571701,JGD2011,国道20号,B,2014-03-11,2014-03-14,3,4,3.1,2,72,70
514,調布市深大寺東町8-33,35.681599,139.556992,JGD2011,都道新宿国立線,C,2014-03-17,2014-03-18,4,4,6.4,1.2,64,60
515,調布市若葉町3-9-3,35.651501,139.582855,JGD2011,都道武蔵野狛江線,C,2014-03-17,2014-03-18,4,2,2.7,1.2,67,65
516,調布市小島町1-21,35.654789,139.540482,JGD2011,都道北浦上石原線,C,2014-03-17,2014-03-18,4,2,1.8,1.2,65,60
517,調布市小島町3-74,35.647694,139.541687,JGD2011,都道下石原小島線,A,2014-03-17,2014-03-18,4,2,1.2,1.2,66,62
518,調布市深大寺東町8-21,35.679825,139.557083,JGD2011,都道武蔵野調布線,A,2014-03-17,2014-03-18,4,2,4.7,1.2,67,62
