一連番号,測定地点住所,緯度,経度,座標系,道  路  名,環境基準類型,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離,地上からの高さ,昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
613,武蔵村山市残堀5-8-1,35.749798,139.373489,JGD2011,都道162号三ツ木八王子線（残堀街道）,b,2013-10-30,2013-10-31,4,2,4,1.2,68,64
614,武蔵村山市榎3-113-6,35.749404,139.383198,JGD2011,都道59号線（八王子村山線）,b,2013-10-30,2013-10-31,4,2,3.9,1.2,69,67
615,武蔵村山市伊奈平2-19-1,35.740856,139.382156,JGD2011,都道59号線（八王子村山線）,c,2013-10-30,2013-10-31,4,2,3.9,1.2,67,65
616,武蔵村山市大南1-148,35.736668,139.395889,JGD2011,都道55号線（所沢武蔵村山線）,c,2013-10-30,2013-10-31,4,2,3.1,1.2,69,67
618,武蔵村山市三ツ藤1-72,35.749630,139.382645,JGD2011,都道八王子武蔵村山線,B,2013-10-08,2013-10-09,4,2,5.6,1.2,68,66
619,多摩市唐木田1-16,35.613468,139.403000,JGD2011,都道小山乞田線,B,2013-12-17,2013-12-18,4,2,6.9,1.2,67,64
620,多摩市鶴牧2-24,35.616741,139.412979,JGD2011,都道小山乞田線,A,2013-12-17,2013-12-18,4,4,3.5,1.2,64,56
621,多摩市山王下1-13,35.625309,139.419373,JGD2011,都道小山乞田線,C,2013-12-17,2013-12-18,4,4,3.7,1.2,66,62
622,多摩市乞田,35.632160,139.440002,JGD2011,都道小山乞田線,B,2013-12-17,2013-12-18,4,4,4.3,1.2,65,61
623,多摩市鶴牧5-31,35.611851,139.418427,JGD2011,都道小山乞田線,A,2013-12-17,2013-12-18,4,2,6.1,1.2,68,64
624,多摩市中沢1,35.619995,139.408142,JGD2011,都道小山乞田線,B,2013-12-17,2013-12-18,4,4,5,1.2,69,64
625,稲城市東長沼1362,35.643494,139.506638,JGD2011,都道川崎府中線（川崎街道）,b,2013-08-20,2013-08-21,4,4,6,1.2,66,61
626,稲城市大丸1097,35.647199,139.487119,JGD2011,都道稲城日野線（川崎街道）,b,2013-08-20,2013-08-21,4,4,6,1.2,70,66
627,稲城市矢野口868,35.641712,139.513794,JGD2011,都道川崎府中線,B,2013-12-05,2013-12-06,4,4,6.5,1.2,69,66
628,稲城市押立519,35.647480,139.509064,JGD2011,都道川崎府中線,B,2013-12-05,2013-12-06,4,2,5.1,1.2,67,62
629,羽村市羽加美4-2-9,35.765480,139.300278,JGD2011,都道立川青梅線（奥多摩街道）,a,2013-05-16,2013-05-17,4,2,1.5,1.2,70,64
630,羽村市羽加美1-29-5,35.768400,139.307700,JGD2011,都道29号立川青梅線（新奥多摩街道）,b,2013-05-16,2013-05-17,4,2,3.5,1.2,65,61
631,羽村市羽加美4-2-9,35.765480,139.300278,JGD2011,都道立川青梅線（奥多摩街道）,a,2013-11-14,2013-11-15,4,2,1.5,1.2,70,64
632,羽村市羽加美1-29-5,35.768400,139.307700,JGD2011,都道29号立川青梅線（新奥多摩街道）,b,2013-11-14,2013-11-15,4,2,3.5,1.2,65,60
633,羽村市川崎3-8地先,35.750473,139.316269,JGD2011,都道立川青梅線,A,2013-12-17,2013-12-18,4,2,1.1,1.2,71,65
634,羽村市羽加美3-8地先,35.766312,139.300354,JGD2011,都道立川青梅線,A,2013-12-17,2013-12-18,4,2,1.2,1.2,70,64
637,あきる野市小川638,35.721107,139.317123,JGD2011,都道166号瑞穂あきる野八王子線,a,2013-10-07,2013-10-08,4,2,1,1.2,68,63
638,あきる野市舘谷230,35.731209,139.230316,JGD2011,都道杉並あきる野線（五日市街道）,c,2013-10-07,2013-10-08,4,4,3,1.2,66,58
639,あきる野市小川836,35.720715,139.319839,JGD2011,都道杉並あきる野線（睦橋通り）,b,2013-10-07,2013-10-08,4,4,3,1.2,68,64
641,あきる野市二宮2242,35.727379,139.315674,JGD2011,都道杉並あきる野線,A,2014-02-13,2014-02-14,4,2,1.6,1.2,72,64
642,あきる野市伊奈475,35.733917,139.255417,JGD2011,都道山田平井線,A,2014-02-13,2014-02-14,4,2,1.6,1.2,67,58
