一連番号,測定地点住所,緯度,経度,座標系,道  路  名,環境基準類型,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離,地上からの高さ,昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
77,新宿区高田馬場2-1-9,35.712124,139.710083,JGD2011,都道芝新宿王子線(明治通り),c,2014-01-28,2014-01-31,4,4,0.4,1.2,73,72
78,新宿区中落合1-14-22,35.717953,139.688507,JGD2011,都道環状6号線(山手通り),a,2014-01-28,2014-01-31,4,4,0.3,1.2,72,70
80,新宿区大久保3-1-3,35.704676,139.708092,JGD2011,都道芝新宿王子線(明治通り),c,2014-01-21,2014-01-24,4,4,0.3,1.2,75,74
81,新宿区西新宿4-39-5,35.685955,139.685654,JGD2011,都道環状6号線(山手通り),c,2014-01-21,2014-01-24,4,6,0.5,1.2,68,67
84,新宿区下落合4-1,35.716824,139.698135,JGD2011,都道千代田練馬田無線,C,2014-02-06,2014-02-07,4,6,2.7,1.2,71,69
85,新宿区大久保3-14,35.707726,139.708572,JGD2011,都道芝新宿王子線,B,2014-02-06,2014-02-07,4,4,6.3,1.2,69,68
86,新宿区西新宿2-11,35.691105,139.687698,JGD2011,都道新宿副都心5号線,B,2014-02-06,2014-02-07,4,6,4.5,1.2,65,63
88,文京区関口1-20,35.709316,139.733521,JGD2011,都道千代田練馬田無線(2),C,2014-02-05,2014-02-06,4,5,5.4,1.2,69,67
89,文京区関口1-32,35.710529,139.724091,JGD2011,都道千代田練馬田無線,C,2014-02-05,2014-02-06,4,4,6.2,1.2,71,70
90,文京区小石川1-4,35.710022,139.752335,JGD2011,都道小石川西巣鴨線,C,2014-02-05,2014-02-06,4,4,4.2,1.2,66,63
91,文京区白山3-6,35.720833,139.740570,JGD2011,都道小石川西巣鴨線,C,2014-02-05,2014-02-06,4,2,6.1,1.2,63,57
92,文京区湯島4-1,35.708050,139.764389,JGD2011,都道本郷亀戸線,C,2014-02-05,2014-02-06,4,4,3,1.2,70,68
93,台東区清川1丁目18-8,35.724983,139.801392,JGD2011,都道464号言問南千住線（吉野通り）,c,2013-11-18,2013-11-22,4,4,4.2,1.2,65,63
94,台東区上野桜木2丁目10-6,35.721169,139.770935,JGD2011,都道319号環状3号線（言問通り）,c,2013-11-18,2013-11-22,4,2,2.1,1.2,69,67
95,台東区今戸1丁目1-17,35.718510,139.804672,JGD2011,都道314号言問大谷田線（橋場通り）,b,2013-11-18,2013-11-22,4,4,5.3,1.2,61,57
96,台東区清川1-18,35.724667,139.801544,JGD2011,都道言問橋南千住線（都道464号線）,C,2013-11-19,2013-11-20,4,4,4.2,1.2,65,63
97,台東区上野桜木2-10,35.721367,139.771271,JGD2011,都道環状3号線（都道319号線）,C,2013-11-19,2013-11-20,4,2,2.1,1.2,69,67
98,台東区今戸1-1,35.718094,139.805069,JGD2011,都道言問大谷田線,B,2013-11-19,2013-11-20,4,2,5.3,1.2,61,57
101,墨田区東向島6-8-1,35.721062,139.819839,JGD2011,都道王子千住南砂線（明治通り）,c,2013-09-09,2013-09-13,4,4,5,2,68,66
102,墨田区東向島3-17-13,35.724815,139.815765,JGD2011,都道王子千住南砂線（明治通り）,c,2013-09-09,2013-09-13,4,4,4,1.2,70,68
105,墨田区横網2-3 横網町公園,35.699745,139.796921,JGD2011,都道御徒町小岩線（蔵前橋通り）,b,2013-10-21,2013-10-25,4,4,3,1.2,70,66
106,墨田区太平1-17 法恩寺橋児童遊園,35.701801,139.808640,JGD2011,都道御徒町小岩線（蔵前橋通り）,c,2013-11-11,2013-11-15,4,4,3,1.2,69,66
107,墨田区菊川3-16-5,35.688911,139.806351,JGD2011,都道環状3号線（三ツ目通り）,c,2013-11-18,2013-11-22,4,4,3,1.2,70,67
108,墨田区本所4-1-4,35.702820,139.804916,JGD2011,都道環状3号線（三ツ目通り）,c,2013-11-18,2013-11-22,4,4,3,1.2,68,65
109,墨田区横網2-3 横網町公園,35.699745,139.796921,JGD2011,都道上野月島線（清澄通り）,b,2013-10-21,2013-10-25,4,4,4,1.2,67,64
110,墨田区錦糸4-15 錦糸公園,35.698555,139.815033,JGD2011,都道深川吾嬬町線（四ツ目通り）,b,2013-11-11,2013-11-15,4,4,4,1.5,65,61
