地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,売場面積（m2）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
4,13113,1311300000,渋谷区,,,渋谷区,2660,2330,330,28587,1113584,476242,640,710,682,388,118,55,38,29
5,13113,1311302100,渋谷区,渋谷区上原,,渋谷区上原,28,19,9,92,1013,1511,12,9,5,2,-,-,-,-
6,13113,1311302101,渋谷区,渋谷区上原,1丁目,渋谷区上原1丁目,20,14,6,55,635,1061,8,8,4,-,-,-,-,-
6,13113,1311302102,渋谷区,渋谷区上原,2丁目,渋谷区上原2丁目,6,4,2,24,X,X,3,1,1,1,-,-,-,-
6,13113,1311302103,渋谷区,渋谷区上原,3丁目,渋谷区上原3丁目,2,1,1,13,X,X,1,-,-,1,-,-,-,-
5,13113,1311300900,渋谷区,渋谷区鶯谷町,,渋谷区鶯谷町,6,4,2,34,526,438,2,1,2,1,-,-,-,-
5,13113,1311301800,渋谷区,渋谷区宇田川町,,渋谷区宇田川町,188,180,8,2610,105047,75374,18,61,52,31,12,7,4,3
5,13113,1311300100,渋谷区,渋谷区恵比寿,,渋谷区恵比寿,111,93,18,1682,224416,25632,36,27,25,12,4,3,2,2
6,13113,1311300101,渋谷区,渋谷区恵比寿,1丁目,渋谷区恵比寿1丁目,37,31,6,493,9947,4348,11,10,6,5,1,3,-,1
6,13113,1311300102,渋谷区,渋谷区恵比寿,2丁目,渋谷区恵比寿2丁目,20,12,8,138,1938,1803,11,3,4,1,-,-,1,-
6,13113,1311300103,渋谷区,渋谷区恵比寿,3丁目,渋谷区恵比寿3丁目,13,9,4,51,1157,699,6,2,4,1,-,-,-,-
6,13113,1311300104,渋谷区,渋谷区恵比寿,4丁目,渋谷区恵比寿4丁目,41,41,-,1000,211375,18782,8,12,11,5,3,-,1,1
5,13113,1311300500,渋谷区,渋谷区恵比寿西,,渋谷区恵比寿西,58,53,5,349,8706,5060,18,15,17,6,-,2,-,-
6,13113,1311300501,渋谷区,渋谷区恵比寿西,1丁目,渋谷区恵比寿西1丁目,37,35,2,269,7135,4039,9,10,11,5,-,2,-,-
6,13113,1311300502,渋谷区,渋谷区恵比寿西,2丁目,渋谷区恵比寿西2丁目,21,18,3,80,1571,1021,9,5,6,1,-,-,-,-
5,13113,1311300400,渋谷区,渋谷区恵比寿南,,渋谷区恵比寿南,88,82,6,831,57439,7448,16,20,34,9,4,3,2,-
6,13113,1311300401,渋谷区,渋谷区恵比寿南,1丁目,渋谷区恵比寿南1丁目,68,64,4,669,53965,5154,10,18,25,8,3,2,2,-
6,13113,1311300402,渋谷区,渋谷区恵比寿南,2丁目,渋谷区恵比寿南2丁目,12,12,-,134,2736,1893,3,1,5,1,1,1,-,-
6,13113,1311300403,渋谷区,渋谷区恵比寿南,3丁目,渋谷区恵比寿南3丁目,8,6,2,28,737,401,3,1,4,-,-,-,-,-
5,13113,1311302500,渋谷区,渋谷区大山町,,渋谷区大山町,3,3,-,39,X,X,-,1,1,-,-,1,-,-
5,13113,1311301700,渋谷区,渋谷区神山町,,渋谷区神山町,12,7,5,82,1005,363,2,5,3,-,2,-,-,-
5,13113,1311301100,渋谷区,渋谷区桜丘町,,渋谷区桜丘町,41,36,5,313,11261,5510,9,10,10,7,5,-,-,-
5,13113,1311302800,渋谷区,渋谷区笹塚,,渋谷区笹塚,121,95,26,899,13641,9313,33,35,26,20,6,-,-,1
6,13113,1311302801,渋谷区,渋谷区笹塚,1丁目,渋谷区笹塚1丁目,65,57,8,557,9620,5360,16,23,11,10,4,-,-,1
6,13113,1311302802,渋谷区,渋谷区笹塚,2丁目,渋谷区笹塚2丁目,42,31,11,240,3150,3117,14,8,11,8,1,-,-,-
6,13113,1311302803,渋谷区,渋谷区笹塚,3丁目,渋谷区笹塚3丁目,14,7,7,102,871,836,3,4,4,2,1,-,-,-
5,13113,1311300700,渋谷区,渋谷区猿楽町,,渋谷区猿楽町,55,48,7,244,4923,4062,18,23,10,2,1,1,-,-
5,13113,1311301000,渋谷区,渋谷区渋谷,,渋谷区渋谷,231,218,13,2366,100161,55810,41,55,74,42,11,4,2,2
6,13113,1311301001,渋谷区,渋谷区渋谷,1丁目,渋谷区渋谷1丁目,63,60,3,575,20421,8562,13,17,15,13,2,2,-,1
6,13113,1311301002,渋谷区,渋谷区渋谷,2丁目,渋谷区渋谷2丁目,140,136,4,1533,74791,42797,22,33,50,26,4,2,2,1
6,13113,1311301003,渋谷区,渋谷区渋谷,3丁目,渋谷区渋谷3丁目,26,20,6,203,X,X,6,5,9,3,3,-,-,-
6,13113,1311301004,渋谷区,渋谷区渋谷,4丁目,渋谷区渋谷4丁目,2,2,-,55,X,X,-,-,-,-,2,-,-,-
5,13113,1311301600,渋谷区,渋谷区松濤,,渋谷区松濤,17,15,2,168,3544,1085,4,3,4,4,1,-,1,-
6,13113,1311301601,渋谷区,渋谷区松濤,1丁目,渋谷区松濤1丁目,14,12,2,152,2431,1085,3,2,4,3,1,-,1,-
6,13113,1311301602,渋谷区,渋谷区松濤,2丁目,渋谷区松濤2丁目,3,3,-,16,1113,-,1,1,-,1,-,-,-,-
5,13113,1311301500,渋谷区,渋谷区神泉町,,渋谷区神泉町,9,9,-,185,3905,1032,2,1,1,3,-,-,2,-
