地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,売場面積（m2）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
4,13114,1311400000,中野区,,,中野区,1445,879,566,10292,229245,118721,681,305,221,150,44,21,16,7
5,13114,1311400800,中野区,中野区新井,,中野区新井,105,62,43,669,9389,6535,48,22,14,16,3,1,-,1
6,13114,1311400801,中野区,中野区新井,1丁目,中野区新井1丁目,54,30,24,200,2324,2529,31,12,7,3,-,1,-,-
6,13114,1311400802,中野区,中野区新井,2丁目,中野区新井2丁目,26,17,9,172,2739,1296,9,4,5,7,1,-,-,-
6,13114,1311400803,中野区,中野区新井,3丁目,中野区新井3丁目,2,1,1,127,X,X,1,-,-,-,-,-,-,1
6,13114,1311400804,中野区,中野区新井,4丁目,中野区新井4丁目,7,2,5,60,X,X,1,2,-,4,-,-,-,-
6,13114,1311400805,中野区,中野区新井,5丁目,中野区新井5丁目,16,12,4,110,1425,1140,6,4,2,2,2,-,-,-
5,13114,1311401200,中野区,中野区江古田,,中野区江古田,55,34,21,264,3942,2741,26,13,9,5,2,-,-,-
6,13114,1311401201,中野区,中野区江古田,1丁目,中野区江古田1丁目,8,7,1,66,717,196,3,1,1,2,1,-,-,-
6,13114,1311401202,中野区,中野区江古田,2丁目,中野区江古田2丁目,14,8,6,54,1109,505,5,4,5,-,-,-,-,-
6,13114,1311401203,中野区,中野区江古田,3丁目,中野区江古田3丁目,17,8,9,59,1007,899,11,3,2,1,-,-,-,-
6,13114,1311401204,中野区,中野区江古田,4丁目,中野区江古田4丁目,16,11,5,85,1109,1141,7,5,1,2,1,-,-,-
5,13114,1311401100,中野区,中野区江原町,,中野区江原町,28,20,8,221,3693,1448,9,6,5,7,-,-,1,-
6,13114,1311401101,中野区,中野区江原町,1丁目,中野区江原町1丁目,9,8,1,52,731,383,2,4,1,2,-,-,-,-
6,13114,1311401102,中野区,中野区江原町,2丁目,中野区江原町2丁目,13,7,6,116,1947,614,6,2,1,3,-,-,1,-
6,13114,1311401103,中野区,中野区江原町,3丁目,中野区江原町3丁目,6,5,1,53,1016,451,1,-,3,2,-,-,-,-
5,13114,1311401900,中野区,中野区上鷺宮,,中野区上鷺宮,25,16,9,117,1021,1378,13,5,3,3,1,-,-,-
6,13114,1311401901,中野区,中野区上鷺宮,1丁目,中野区上鷺宮1丁目,2,1,1,9,X,X,-,1,1,-,-,-,-,-
6,13114,1311401902,中野区,中野区上鷺宮,2丁目,中野区上鷺宮2丁目,4,3,1,34,172,623,2,1,-,-,1,-,-,-
6,13114,1311401903,中野区,中野区上鷺宮,3丁目,中野区上鷺宮3丁目,4,4,-,19,254,30,1,2,-,1,-,-,-,-
6,13114,1311401904,中野区,中野区上鷺宮,4丁目,中野区上鷺宮4丁目,14,7,7,53,448,521,9,1,2,2,-,-,-,-
6,13114,1311401905,中野区,中野区上鷺宮,5丁目,中野区上鷺宮5丁目,1,1,-,2,X,X,1,-,-,-,-,-,-,-
5,13114,1311400700,中野区,中野区上高田,,中野区上高田,59,25,34,210,1686,2440,34,15,5,5,-,-,-,-
6,13114,1311400701,中野区,中野区上高田,1丁目,中野区上高田1丁目,11,5,6,37,349,392,7,3,-,1,-,-,-,-
6,13114,1311400702,中野区,中野区上高田,2丁目,中野区上高田2丁目,15,7,8,63,355,843,6,6,1,2,-,-,-,-
6,13114,1311400703,中野区,中野区上高田,3丁目,中野区上高田3丁目,20,8,12,72,571,595,13,3,2,2,-,-,-,-
6,13114,1311400704,中野区,中野区上高田,4丁目,中野区上高田4丁目,3,1,2,13,162,200,1,1,1,-,-,-,-,-
6,13114,1311400705,中野区,中野区上高田,5丁目,中野区上高田5丁目,10,4,6,25,249,410,7,2,1,-,-,-,-,-
5,13114,1311401800,中野区,中野区鷺宮,,中野区鷺宮,76,50,26,477,9557,5693,34,18,10,10,1,2,1,-
6,13114,1311401801,中野区,中野区鷺宮,1丁目,中野区鷺宮1丁目,15,10,5,116,1715,2267,5,4,2,3,-,1,-,-
6,13114,1311401802,中野区,中野区鷺宮,2丁目,中野区鷺宮2丁目,4,3,1,10,X,X,3,-,1,-,-,-,-,-
6,13114,1311401803,中野区,中野区鷺宮,3丁目,中野区鷺宮3丁目,40,29,11,267,7049,2695,17,9,6,6,1,-,1,-
6,13114,1311401804,中野区,中野区鷺宮,4丁目,中野区鷺宮4丁目,9,5,4,50,377,337,6,1,1,-,-,1,-,-
6,13114,1311401805,中野区,中野区鷺宮,5丁目,中野区鷺宮5丁目,6,1,5,16,40,130,3,3,-,-,-,-,-,-
6,13114,1311401806,中野区,中野区鷺宮,6丁目,中野区鷺宮6丁目,2,2,-,18,X,X,-,1,-,1,-,-,-,-
