地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
4,13108,1310800000,江東区,,,江東区,1201,1137,64,26777,2832105,251,224,275,210,84,78,46,33
5,13108,1310802300,江東区,江東区有明,,江東区有明,8,8,-,88,16934,3,-,1,2,2,-,-,-
6,13108,1310802301,江東区,江東区有明,1丁目,江東区有明1丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13108,1310802302,江東区,江東区有明,2丁目,江東区有明2丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13108,1310802303,江東区,江東区有明,3丁目,江東区有明3丁目,7,7,-,86,X,2,-,1,2,2,-,-,-
6,13108,1310802304,江東区,江東区有明,4丁目,江東区有明4丁目,1,1,-,2,X,1,-,-,-,-,-,-,-
5,13108,1310802800,江東区,江東区石島,,江東区石島,6,5,1,25,744,2,2,2,-,-,-,-,-
5,13108,1310803000,江東区,江東区海辺,,江東区海辺,11,11,-,139,7047,3,1,2,2,1,2,-,-
5,13108,1310801000,江東区,江東区永代,,江東区永代,20,18,2,224,44950,5,4,8,2,-,-,-,1
6,13108,1310801001,江東区,江東区永代,1丁目,江東区永代1丁目,5,4,1,21,1371,2,1,2,-,-,-,-,-
6,13108,1310801002,江東区,江東区永代,2丁目,江東区永代2丁目,15,14,1,203,43579,3,3,6,2,-,-,-,1
5,13108,1310802000,江東区,江東区枝川,,江東区枝川,16,15,1,289,53976,2,1,5,3,2,2,1,-
6,13108,1310802001,江東区,江東区枝川,1丁目,江東区枝川1丁目,5,5,-,68,15987,-,-,2,1,2,-,-,-
6,13108,1310802002,江東区,江東区枝川,2丁目,江東区枝川2丁目,8,7,1,162,34985,2,-,2,2,-,1,1,-
6,13108,1310802003,江東区,江東区枝川,3丁目,江東区枝川3丁目,3,3,-,59,3004,-,1,1,-,-,1,-,-
5,13108,1310801800,江東区,江東区越中島,,江東区越中島,14,14,-,253,60191,1,-,6,1,2,4,-,-
6,13108,1310801801,江東区,江東区越中島,1丁目,江東区越中島1丁目,12,12,-,214,X,-,-,6,1,2,3,-,-
6,13108,1310801802,江東区,江東区越中島,2丁目,江東区越中島2丁目,2,2,-,39,X,1,-,-,-,-,1,-,-
6,13108,1310801803,江東区,江東区越中島,3丁目,江東区越中島3丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13108,1310803100,江東区,江東区扇橋,,江東区扇橋,21,18,3,198,17705,3,3,6,7,1,1,-,-
6,13108,1310803101,江東区,江東区扇橋,1丁目,江東区扇橋1丁目,4,4,-,46,2251,1,-,1,1,1,-,-,-
6,13108,1310803102,江東区,江東区扇橋,2丁目,江東区扇橋2丁目,7,6,1,79,13367,1,1,3,1,-,1,-,-
6,13108,1310803103,江東区,江東区扇橋,3丁目,江東区扇橋3丁目,10,8,2,73,2087,1,2,2,5,-,-,-,-
5,13108,1310803800,江東区,江東区大島,,江東区大島,64,55,9,438,27542,20,22,11,6,3,1,1,-
6,13108,1310803801,江東区,江東区大島,1丁目,江東区大島1丁目,3,3,-,13,X,-,1,2,-,-,-,-,-
6,13108,1310803802,江東区,江東区大島,2丁目,江東区大島2丁目,20,18,2,126,13700,8,7,1,3,-,1,-,-
6,13108,1310803803,江東区,江東区大島,3丁目,江東区大島3丁目,9,7,2,56,2115,3,1,4,-,1,-,-,-
6,13108,1310803804,江東区,江東区大島,4丁目,江東区大島4丁目,5,3,2,24,433,3,1,-,1,-,-,-,-
6,13108,1310803805,江東区,江東区大島,5丁目,江東区大島5丁目,4,3,1,37,2296,1,1,1,-,1,-,-,-
6,13108,1310803806,江東区,江東区大島,6丁目,江東区大島6丁目,1,1,-,10,X,-,-,-,1,-,-,-,-
6,13108,1310803807,江東区,江東区大島,7丁目,江東区大島7丁目,11,11,-,67,2214,1,6,3,-,1,-,-,-
6,13108,1310803808,江東区,江東区大島,8丁目,江東区大島8丁目,7,5,2,17,537,3,4,-,-,-,-,-,-
6,13108,1310803809,江東区,江東区大島,9丁目,江東区大島9丁目,4,4,-,88,5592,1,1,-,1,-,-,1,-
5,13108,1310803700,江東区,江東区亀戸,,江東区亀戸,179,170,9,2540,338492,32,36,42,35,13,9,9,3
6,13108,1310803701,江東区,江東区亀戸,1丁目,江東区亀戸1丁目,45,45,-,726,181674,2,8,11,13,5,3,3,-
6,13108,1310803702,江東区,江東区亀戸,2丁目,江東区亀戸2丁目,29,29,-,726,67304,5,3,6,3,4,3,3,2
6,13108,1310803703,江東区,江東区亀戸,3丁目,江東区亀戸3丁目,23,21,2,118,5685,9,6,4,4,-,-,-,-
6,13108,1310803704,江東区,江東区亀戸,4丁目,江東区亀戸4丁目,14,14,-,124,6823,2,5,2,4,-,1,-,-
