地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
6,13207,1320701605,昭島市,昭島市緑町,5丁目,昭島市緑町5丁目,2,2,-,10,X,1,-,1,-,-,-,-,-
5,13207,1320700900,昭島市,昭島市美堀町,,昭島市美堀町,3,1,2,19,605,1,1,-,1,-,-,-,-
6,13207,1320700901,昭島市,昭島市美堀町,1丁目,昭島市美堀町1丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13207,1320700902,昭島市,昭島市美堀町,2丁目,昭島市美堀町2丁目,1,-,1,2,X,1,-,-,-,-,-,-,-
6,13207,1320700903,昭島市,昭島市美堀町,3丁目,昭島市美堀町3丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13207,1320700904,昭島市,昭島市美堀町,4丁目,昭島市美堀町4丁目,2,1,1,17,X,-,1,-,1,-,-,-,-
6,13207,1320700905,昭島市,昭島市美堀町,5丁目,昭島市美堀町5丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13207,1320700300,昭島市,昭島市武蔵野,,昭島市武蔵野,34,31,3,251,25685,8,11,7,6,-,2,-,-
6,13207,1320700302,昭島市,昭島市武蔵野,2丁目,昭島市武蔵野2丁目,6,6,-,104,20677,1,-,-,4,-,1,-,-
6,13207,1320700303,昭島市,昭島市武蔵野,3丁目,昭島市武蔵野3丁目,28,25,3,147,5009,7,11,7,2,-,1,-,-
5,13207,1320702100,昭島市,昭島市宮沢町,,昭島市宮沢町,10,10,-,56,2862,1,3,5,1,-,-,-,-
6,13207,1320702101,昭島市,昭島市宮沢町,1丁目,昭島市宮沢町1丁目,1,1,-,6,X,-,-,1,-,-,-,-,-
6,13207,1320702102,昭島市,昭島市宮沢町,2丁目,昭島市宮沢町2丁目,2,2,-,10,X,-,1,1,-,-,-,-,-
6,13207,1320702103,昭島市,昭島市宮沢町,3丁目,昭島市宮沢町3丁目,5,5,-,33,1930,-,2,2,1,-,-,-,-
6,13207,1320702191,昭島市,昭島市宮沢町,（1～3丁目を除く）,昭島市宮沢町（1～3丁目を除く）,2,2,-,7,X,1,-,1,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,
平成26年商業統計調査報告（町丁目別集計）,,,,,,,,,,,,,,,,,,,
第1-1表　町丁目別　卸売業事業所数(法人・個人別）、従業者数、年間商品販売額及び従業者規模別事業所数,,,,,,,,,,,,,,,,,,,
地域階層（4:区市町村　5:町・大字　6:丁目・字）,,,,,,,,,,,,,,,,,,,
