地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
4,13212,1321200000,日野市,,,日野市,128,113,15,1197,74529,41,32,36,16,-,-,-,3
5,13212,1321201300,日野市,日野市旭が丘,,日野市旭が丘,11,11,-,281,22138,2,1,6,1,-,-,-,1
6,13212,1321201301,日野市,日野市旭が丘,1丁目,日野市旭が丘1丁目,1,1,-,6,X,-,-,1,-,-,-,-,-
6,13212,1321201302,日野市,日野市旭が丘,2丁目,日野市旭が丘2丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321201303,日野市,日野市旭が丘,3丁目,日野市旭が丘3丁目,5,5,-,242,19254,1,1,2,-,-,-,-,1
6,13212,1321201304,日野市,日野市旭が丘,4丁目,日野市旭が丘4丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321201305,日野市,日野市旭が丘,5丁目,日野市旭が丘5丁目,4,4,-,25,X,1,-,2,1,-,-,-,-
6,13212,1321201306,日野市,日野市旭が丘,6丁目,日野市旭が丘6丁目,1,1,-,8,X,-,-,1,-,-,-,-,-
5,13212,1321202700,日野市,日野市大字新井,,日野市大字新井,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13212,1321202800,日野市,日野市大字石田,,日野市大字石田,2,2,-,9,X,-,1,1,-,-,-,-,-
5,13212,1321203700,日野市,日野市石田,,日野市石田,1,1,-,1,X,1,-,-,-,-,-,-,-
6,13212,1321203701,日野市,日野市石田,1丁目,日野市石田1丁目,1,1,-,1,X,1,-,-,-,-,-,-,-
6,13212,1321203702,日野市,日野市石田,2丁目,日野市石田2丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13212,1321203100,日野市,日野市落川,,日野市落川,3,3,-,22,351,1,1,-,1,-,-,-,-
5,13212,1321203800,日野市,日野市大字上田,,日野市大字上田,2,2,-,8,X,1,-,1,-,-,-,-,-
5,13212,1321202200,日野市,日野市大字川辺堀之内,,日野市大字川辺堀之内,1,1,-,1,X,1,-,-,-,-,-,-,-
5,13212,1321200500,日野市,日野市栄町,,日野市栄町,2,2,-,13,X,1,-,-,1,-,-,-,-
6,13212,1321200501,日野市,日野市栄町,1丁目,日野市栄町1丁目,1,1,-,11,X,-,-,-,1,-,-,-,-
