地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
4,13114,1311400000,中野区,,,中野区,436,408,28,6079,515707,119,89,99,65,25,20,8,11
5,13114,1311400800,中野区,中野区新井,,中野区新井,33,31,2,267,14278,10,4,9,7,2,1,-,-
6,13114,1311400801,中野区,中野区新井,1丁目,中野区新井1丁目,9,8,1,108,8924,2,1,1,3,1,1,-,-
6,13114,1311400802,中野区,中野区新井,2丁目,中野区新井2丁目,13,13,-,85,4191,4,2,4,3,-,-,-,-
6,13114,1311400803,中野区,中野区新井,3丁目,中野区新井3丁目,2,2,-,13,X,-,-,2,-,-,-,-,-
6,13114,1311400804,中野区,中野区新井,4丁目,中野区新井4丁目,6,5,1,31,373,3,1,1,1,-,-,-,-
6,13114,1311400805,中野区,中野区新井,5丁目,中野区新井5丁目,3,3,-,30,X,1,-,1,-,1,-,-,-
5,13114,1311401200,中野区,中野区江古田,,中野区江古田,15,12,3,110,4849,4,5,4,1,-,1,-,-
6,13114,1311401201,中野区,中野区江古田,1丁目,中野区江古田1丁目,5,4,1,28,X,-,3,1,1,-,-,-,-
6,13114,1311401202,中野区,中野区江古田,2丁目,中野区江古田2丁目,1,1,-,3,X,-,1,-,-,-,-,-,-
6,13114,1311401203,中野区,中野区江古田,3丁目,中野区江古田3丁目,1,-,1,2,X,1,-,-,-,-,-,-,-
6,13114,1311401204,中野区,中野区江古田,4丁目,中野区江古田4丁目,8,7,1,77,2775,3,1,3,-,-,1,-,-
5,13114,1311401100,中野区,中野区江原町,,中野区江原町,12,11,1,53,3126,2,7,1,2,-,-,-,-
6,13114,1311401101,中野区,中野区江原町,1丁目,中野区江原町1丁目,3,3,-,17,395,-,2,-,1,-,-,-,-
6,13114,1311401102,中野区,中野区江原町,2丁目,中野区江原町2丁目,6,5,1,24,2478,-,5,1,-,-,-,-,-
6,13114,1311401103,中野区,中野区江原町,3丁目,中野区江原町3丁目,3,3,-,12,253,2,-,-,1,-,-,-,-
5,13114,1311401900,中野区,中野区上鷺宮,,中野区上鷺宮,10,9,1,53,2666,3,5,1,-,1,-,-,-
6,13114,1311401901,中野区,中野区上鷺宮,1丁目,中野区上鷺宮1丁目,2,1,1,5,X,1,1,-,-,-,-,-,-
6,13114,1311401902,中野区,中野区上鷺宮,2丁目,中野区上鷺宮2丁目,2,2,-,30,X,-,1,-,-,1,-,-,-
6,13114,1311401903,中野区,中野区上鷺宮,3丁目,中野区上鷺宮3丁目,2,2,-,10,X,-,1,1,-,-,-,-,-
6,13114,1311401904,中野区,中野区上鷺宮,4丁目,中野区上鷺宮4丁目,2,2,-,2,X,2,-,-,-,-,-,-,-
6,13114,1311401905,中野区,中野区上鷺宮,5丁目,中野区上鷺宮5丁目,2,2,-,6,X,-,2,-,-,-,-,-,-
5,13114,1311400700,中野区,中野区上高田,,中野区上高田,17,14,3,144,8288,6,3,3,3,1,1,-,-
6,13114,1311400701,中野区,中野区上高田,1丁目,中野区上高田1丁目,4,3,1,32,1433,1,1,-,2,-,-,-,-
6,13114,1311400702,中野区,中野区上高田,2丁目,中野区上高田2丁目,7,6,1,87,6111,2,1,1,1,1,1,-,-
6,13114,1311400703,中野区,中野区上高田,3丁目,中野区上高田3丁目,3,3,-,13,263,1,1,1,-,-,-,-,-
6,13114,1311400704,中野区,中野区上高田,4丁目,中野区上高田4丁目,2,2,-,10,X,1,-,1,-,-,-,-,-
