地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,売場面積（m2）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
4,13220,1322000000,東大和市,,,東大和市,401,255,146,3971,67224,74850,154,79,70,56,23,8,7,4
5,13220,1322000200,東大和市,東大和市芋窪,,東大和市芋窪,13,7,6,50,771,2280,7,3,2,1,-,-,-,-
6,13220,1322000201,東大和市,東大和市芋窪,1丁目,東大和市芋窪1丁目,3,-,3,5,9,62,3,-,-,-,-,-,-,-
6,13220,1322000202,東大和市,東大和市芋窪,2丁目,東大和市芋窪2丁目,1,1,-,2,X,X,1,-,-,-,-,-,-,-
6,13220,1322000203,東大和市,東大和市芋窪,3丁目,東大和市芋窪3丁目,3,2,1,8,104,189,2,1,-,-,-,-,-,-
6,13220,1322000204,東大和市,東大和市芋窪,4丁目,東大和市芋窪4丁目,3,1,2,9,117,89,1,2,-,-,-,-,-,-
6,13220,1322000205,東大和市,東大和市芋窪,5丁目,東大和市芋窪5丁目,2,2,-,13,X,X,-,-,2,-,-,-,-,-
6,13220,1322000206,東大和市,東大和市芋窪,6丁目,東大和市芋窪6丁目,1,1,-,13,X,-,-,-,-,1,-,-,-,-
5,13220,1322000900,東大和市,東大和市上北台,,東大和市上北台,16,11,5,155,1517,1447,4,5,1,4,1,-,1,-
6,13220,1322000901,東大和市,東大和市上北台,1丁目,東大和市上北台1丁目,3,3,-,29,318,124,-,1,-,2,-,-,-,-
6,13220,1322000902,東大和市,東大和市上北台,2丁目,東大和市上北台2丁目,4,4,-,69,851,940,1,1,-,1,-,-,1,-
6,13220,1322000903,東大和市,東大和市上北台,3丁目,東大和市上北台3丁目,9,4,5,57,348,383,3,3,1,1,1,-,-,-
5,13220,1322001600,東大和市,東大和市清原,,東大和市清原,10,5,5,61,1283,1924,5,1,2,1,1,-,-,-
