地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
4,13119,1311900000,板橋区,,,板橋区,830,757,73,9657,709208,225,186,188,131,36,33,20,11
5,13119,1311904400,板橋区,板橋区相生町,,板橋区相生町,5,5,-,96,22589,1,-,1,2,-,-,1,-
5,13119,1311904600,板橋区,板橋区赤塚,,板橋区赤塚,17,15,2,64,1282,6,6,5,-,-,-,-,-
6,13119,1311904601,板橋区,板橋区赤塚,1丁目,板橋区赤塚1丁目,4,3,1,11,289,2,1,1,-,-,-,-,-
6,13119,1311904602,板橋区,板橋区赤塚,2丁目,板橋区赤塚2丁目,3,3,-,5,118,3,-,-,-,-,-,-,-
6,13119,1311904603,板橋区,板橋区赤塚,3丁目,板橋区赤塚3丁目,4,4,-,21,414,-,2,2,-,-,-,-,-
6,13119,1311904604,板橋区,板橋区赤塚,4丁目,板橋区赤塚4丁目,1,1,-,4,X,-,1,-,-,-,-,-,-
6,13119,1311904605,板橋区,板橋区赤塚,5丁目,板橋区赤塚5丁目,2,2,-,12,X,-,1,1,-,-,-,-,-
6,13119,1311904606,板橋区,板橋区赤塚,6丁目,板橋区赤塚6丁目,1,-,1,3,X,-,1,-,-,-,-,-,-
6,13119,1311904607,板橋区,板橋区赤塚,7丁目,板橋区赤塚7丁目,2,2,-,8,X,1,-,1,-,-,-,-,-
6,13119,1311904608,板橋区,板橋区赤塚,8丁目,板橋区赤塚8丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13119,1311904700,板橋区,板橋区赤塚新町,,板橋区赤塚新町,11,11,-,84,6265,3,2,4,1,-,1,-,-
6,13119,1311904701,板橋区,板橋区赤塚新町,1丁目,板橋区赤塚新町1丁目,3,3,-,7,X,2,1,-,-,-,-,-,-
6,13119,1311904702,板橋区,板橋区赤塚新町,2丁目,板橋区赤塚新町2丁目,2,2,-,5,X,1,1,-,-,-,-,-,-
6,13119,1311904703,板橋区,板橋区赤塚新町,3丁目,板橋区赤塚新町3丁目,6,6,-,72,5176,-,-,4,1,-,1,-,-
5,13119,1311903900,板橋区,板橋区小豆沢,,板橋区小豆沢,29,27,2,357,45807,10,5,5,6,1,1,-,1
6,13119,1311903901,板橋区,板橋区小豆沢,1丁目,板橋区小豆沢1丁目,5,5,-,46,4966,2,-,1,1,1,-,-,-
6,13119,1311903902,板橋区,板橋区小豆沢,2丁目,板橋区小豆沢2丁目,11,10,1,84,3291,5,2,1,2,-,1,-,-
6,13119,1311903903,板橋区,板橋区小豆沢,3丁目,板橋区小豆沢3丁目,10,10,-,215,36529,2,2,2,3,-,-,-,1
6,13119,1311903904,板橋区,板橋区小豆沢,4丁目,板橋区小豆沢4丁目,3,2,1,12,1021,1,1,1,-,-,-,-,-
5,13119,1311903400,板橋区,板橋区泉町,,板橋区泉町,1,1,-,4,X,-,1,-,-,-,-,-,-
5,13119,1311900100,板橋区,板橋区板橋,,板橋区板橋,76,73,3,1691,108352,22,16,12,7,5,8,3,3
6,13119,1311900101,板橋区,板橋区板橋,1丁目,板橋区板橋1丁目,33,32,1,904,76600,10,9,1,3,5,2,2,1
6,13119,1311900102,板橋区,板橋区板橋,2丁目,板橋区板橋2丁目,15,13,2,100,3710,5,2,6,1,-,1,-,-
6,13119,1311900103,板橋区,板橋区板橋,3丁目,板橋区板橋3丁目,13,13,-,529,23525,3,1,3,1,-,2,1,2
6,13119,1311900104,板橋区,板橋区板橋,4丁目,板橋区板橋4丁目,15,15,-,158,4518,4,4,2,2,-,3,-,-
5,13119,1311900800,板橋区,板橋区稲荷台,,板橋区稲荷台,1,1,-,3,X,-,1,-,-,-,-,-,-
5,13119,1311903300,板橋区,板橋区大原町,,板橋区大原町,1,1,-,5,X,-,-,1,-,-,-,-,-
5,13119,1311902400,板橋区,板橋区大谷口,,板橋区大谷口,8,8,-,39,2297,2,2,3,1,-,-,-,-
6,13119,1311902401,板橋区,板橋区大谷口,1丁目,板橋区大谷口1丁目,2,2,-,7,X,1,-,1,-,-,-,-,-
6,13119,1311902402,板橋区,板橋区大谷口,2丁目,板橋区大谷口2丁目,6,6,-,32,X,1,2,2,1,-,-,-,-
