地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
4,13220,1322000000,東大和市,,,東大和市,83,68,15,477,35299,35,17,20,9,-,1,1,-
5,13220,1322000200,東大和市,東大和市芋窪,,東大和市芋窪,5,3,2,15,680,4,-,1,-,-,-,-,-
6,13220,1322000201,東大和市,東大和市芋窪,1丁目,東大和市芋窪1丁目,1,-,1,2,X,1,-,-,-,-,-,-,-
6,13220,1322000202,東大和市,東大和市芋窪,2丁目,東大和市芋窪2丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13220,1322000203,東大和市,東大和市芋窪,3丁目,東大和市芋窪3丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13220,1322000204,東大和市,東大和市芋窪,4丁目,東大和市芋窪4丁目,1,-,1,2,X,1,-,-,-,-,-,-,-
6,13220,1322000205,東大和市,東大和市芋窪,5丁目,東大和市芋窪5丁目,1,1,-,2,X,1,-,-,-,-,-,-,-
6,13220,1322000206,東大和市,東大和市芋窪,6丁目,東大和市芋窪6丁目,2,2,-,9,X,1,-,1,-,-,-,-,-
5,13220,1322000900,東大和市,東大和市上北台,,東大和市上北台,3,3,-,12,208,-,2,1,-,-,-,-,-
6,13220,1322000901,東大和市,東大和市上北台,1丁目,東大和市上北台1丁目,1,1,-,3,X,-,1,-,-,-,-,-,-
6,13220,1322000902,東大和市,東大和市上北台,2丁目,東大和市上北台2丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13220,1322000903,東大和市,東大和市上北台,3丁目,東大和市上北台3丁目,2,2,-,9,X,-,1,1,-,-,-,-,-
5,13220,1322001600,東大和市,東大和市清原,,東大和市清原,1,-,1,2,X,1,-,-,-,-,-,-,-
6,13220,1322001601,東大和市,東大和市清原,1丁目,東大和市清原1丁目,1,-,1,2,X,1,-,-,-,-,-,-,-
6,13220,1322001602,東大和市,東大和市清原,2丁目,東大和市清原2丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13220,1322001603,東大和市,東大和市清原,3丁目,東大和市清原3丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13220,1322001604,東大和市,東大和市清原,4丁目,東大和市清原4丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13220,1322000500,東大和市,東大和市湖畔,,東大和市湖畔,4,3,1,10,497,2,2,-,-,-,-,-,-
6,13220,1322000501,東大和市,東大和市湖畔,1丁目,東大和市湖畔1丁目,1,1,-,3,X,-,1,-,-,-,-,-,-
6,13220,1322000502,東大和市,東大和市湖畔,2丁目,東大和市湖畔2丁目,3,2,1,7,X,2,1,-,-,-,-,-,-
6,13220,1322000503,東大和市,東大和市湖畔,3丁目,東大和市湖畔3丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13220,1322001000,東大和市,東大和市桜が丘,,東大和市桜が丘,5,5,-,42,6233,1,-,3,1,-,-,-,-
6,13220,1322001001,東大和市,東大和市桜が丘,1丁目,東大和市桜が丘1丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13220,1322001002,東大和市,東大和市桜が丘,2丁目,東大和市桜が丘2丁目,2,2,-,25,X,-,-,1,1,-,-,-,-
6,13220,1322001003,東大和市,東大和市桜が丘,3丁目,東大和市桜が丘3丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13220,1322001004,東大和市,東大和市桜が丘,4丁目,東大和市桜が丘4丁目,3,3,-,17,X,1,-,2,-,-,-,-,-
5,13220,1322000700,東大和市,東大和市狭山,,東大和市狭山,2,2,-,5,X,1,1,-,-,-,-,-,-
6,13220,1322000701,東大和市,東大和市狭山,1丁目,東大和市狭山1丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13220,1322000702,東大和市,東大和市狭山,2丁目,東大和市狭山2丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13220,1322000703,東大和市,東大和市狭山,3丁目,東大和市狭山3丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13220,1322000704,東大和市,東大和市狭山,4丁目,東大和市狭山4丁目,1,1,-,2,X,1,-,-,-,-,-,-,-
6,13220,1322000705,東大和市,東大和市狭山,5丁目,東大和市狭山5丁目,1,1,-,3,X,-,1,-,-,-,-,-,-
5,13220,1322000800,東大和市,東大和市清水,,東大和市清水,7,7,-,26,1183,3,1,3,-,-,-,-,-
