地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
4,13110,1311000000,目黒区,,,目黒区,500,473,27,8398,786437,116,103,114,87,26,28,12,14
5,13110,1311000200,目黒区,目黒区青葉台,,目黒区青葉台,39,37,2,1594,48505,6,8,8,8,4,-,2,3
6,13110,1311000201,目黒区,目黒区青葉台,1丁目,目黒区青葉台1丁目,19,18,1,310,10355,3,6,2,3,3,-,1,1
6,13110,1311000202,目黒区,目黒区青葉台,2丁目,目黒区青葉台2丁目,4,4,-,846,9227,1,1,-,-,-,-,1,1
6,13110,1311000203,目黒区,目黒区青葉台,3丁目,目黒区青葉台3丁目,11,10,1,372,23090,2,1,4,3,-,-,-,1
6,13110,1311000204,目黒区,目黒区青葉台,4丁目,目黒区青葉台4丁目,5,5,-,66,5834,-,-,2,2,1,-,-,-
5,13110,1311002100,目黒区,目黒区大岡山,,目黒区大岡山,5,5,-,22,2659,4,-,-,1,-,-,-,-
6,13110,1311002101,目黒区,目黒区大岡山,1丁目,目黒区大岡山1丁目,5,5,-,22,2659,4,-,-,1,-,-,-,-
6,13110,1311002102,目黒区,目黒区大岡山,2丁目,目黒区大岡山2丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13110,1311000400,目黒区,目黒区大橋,,目黒区大橋,8,8,-,124,5148,-,-,2,4,2,-,-,-
6,13110,1311000401,目黒区,目黒区大橋,1丁目,目黒区大橋1丁目,6,6,-,99,X,-,-,2,2,2,-,-,-
6,13110,1311000402,目黒区,目黒区大橋,2丁目,目黒区大橋2丁目,2,2,-,25,X,-,-,-,2,-,-,-,-
5,13110,1311002500,目黒区,目黒区柿の木坂,,目黒区柿の木坂,20,20,-,250,16065,6,4,3,3,2,1,1,-
6,13110,1311002501,目黒区,目黒区柿の木坂,1丁目,目黒区柿の木坂1丁目,6,6,-,54,7463,2,-,2,1,1,-,-,-
6,13110,1311002502,目黒区,目黒区柿の木坂,2丁目,目黒区柿の木坂2丁目,6,6,-,32,3004,1,3,1,1,-,-,-,-
6,13110,1311002503,目黒区,目黒区柿の木坂,3丁目,目黒区柿の木坂3丁目,8,8,-,164,5598,3,1,-,1,1,1,1,-
