地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,売場面積（m2）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
4,13102,1310200000,中央区,,,中央区,2180,1867,313,24774,1503894,356334,650,520,492,313,96,51,33,25
5,13102,1310200700,中央区,中央区明石町,,中央区明石町,12,11,1,149,4650,1427,3,1,-,6,2,-,-,-
5,13102,1310200500,中央区,中央区入船,,中央区入船,20,15,5,107,2855,690,8,4,7,-,1,-,-,-
6,13102,1310200501,中央区,中央区入船,1丁目,中央区入船1丁目,8,8,-,59,1148,424,2,2,3,-,1,-,-,-
6,13102,1310200502,中央区,中央区入船,2丁目,中央区入船2丁目,8,4,4,38,1530,193,3,1,4,-,-,-,-,-
6,13102,1310200503,中央区,中央区入船,3丁目,中央区入船3丁目,4,3,1,10,178,73,3,1,-,-,-,-,-,-
5,13102,1310203600,中央区,中央区勝どき,,中央区勝どき,26,20,6,399,7991,3289,9,-,6,4,4,1,2,-
6,13102,1310203601,中央区,中央区勝どき,1丁目,中央区勝どき1丁目,8,6,2,155,3061,839,4,-,-,1,1,1,1,-
6,13102,1310203602,中央区,中央区勝どき,2丁目,中央区勝どき2丁目,9,6,3,76,1601,341,4,-,2,2,1,-,-,-
6,13102,1310203603,中央区,中央区勝どき,3丁目,中央区勝どき3丁目,3,3,-,61,309,269,-,-,1,-,2,-,-,-
6,13102,1310203604,中央区,中央区勝どき,4丁目,中央区勝どき4丁目,2,1,1,8,X,X,1,-,1,-,-,-,-,-
6,13102,1310203605,中央区,中央区勝どき,5丁目,中央区勝どき5丁目,3,3,-,28,585,668,-,-,2,1,-,-,-,-
6,13102,1310203606,中央区,中央区勝どき,6丁目,中央区勝どき6丁目,1,1,-,71,X,X,-,-,-,-,-,-,1,-
5,13102,1310200200,中央区,中央区京橋,,中央区京橋,73,50,23,415,12285,5916,27,23,12,7,3,-,1,-
6,13102,1310200201,中央区,中央区京橋,1丁目,中央区京橋1丁目,24,16,8,142,7165,2277,11,9,2,-,1,-,1,-
6,13102,1310200202,中央区,中央区京橋,2丁目,中央区京橋2丁目,32,21,11,147,3451,1486,12,9,6,5,-,-,-,-
6,13102,1310200203,中央区,中央区京橋,3丁目,中央区京橋3丁目,17,13,4,126,1669,2153,4,5,4,2,2,-,-,-
5,13102,1310200300,中央区,中央区銀座,,中央区銀座,787,735,52,11266,567521,194864,165,203,222,108,33,21,21,14
6,13102,1310200301,中央区,中央区銀座,1丁目,中央区銀座1丁目,92,76,16,1381,14863,14638,25,26,20,13,4,1,2,1
6,13102,1310200302,中央区,中央区銀座,2丁目,中央区銀座2丁目,93,88,5,1067,36234,19251,22,22,22,12,2,7,6,-
6,13102,1310200303,中央区,中央区銀座,3丁目,中央区銀座3丁目,133,124,9,2016,249947,53036,28,46,31,15,5,3,2,3
6,13102,1310200304,中央区,中央区銀座,4丁目,中央区銀座4丁目,119,117,2,3448,154990,52624,27,21,37,15,4,3,4,8
6,13102,1310200305,中央区,中央区銀座,5丁目,中央区銀座5丁目,153,147,6,1342,49837,23551,25,47,41,25,10,2,3,-
6,13102,1310200306,中央区,中央区銀座,6丁目,中央区銀座6丁目,82,77,5,863,23137,12714,14,18,31,12,2,3,1,1
6,13102,1310200307,中央区,中央区銀座,7丁目,中央区銀座7丁目,50,47,3,644,21712,11873,9,13,12,9,2,2,2,1
6,13102,1310200308,中央区,中央区銀座,8丁目,中央区銀座8丁目,65,59,6,505,16801,7177,15,10,28,7,4,-,1,-
5,13102,1310201100,中央区,中央区新川,,中央区新川,37,30,7,593,137919,2405,15,9,4,5,3,-,-,1
6,13102,1310201101,中央区,中央区新川,1丁目,中央区新川1丁目,17,13,4,504,136828,1546,5,3,3,3,2,-,-,1
6,13102,1310201102,中央区,中央区新川,2丁目,中央区新川2丁目,20,17,3,89,1091,859,10,6,1,2,1,-,-,-
5,13102,1310200400,中央区,中央区新富,,中央区新富,44,33,11,257,302470,3215,24,9,6,2,-,2,1,-
6,13102,1310200401,中央区,中央区新富,1丁目,中央区新富1丁目,26,21,5,168,301158,2868,13,8,2,1,-,1,1,-
6,13102,1310200402,中央区,中央区新富,2丁目,中央区新富2丁目,18,12,6,89,1312,347,11,1,4,1,-,1,-,-
5,13102,1310203500,中央区,中央区月島,,中央区月島,82,50,32,554,15722,4370,45,16,8,6,3,2,2,-
6,13102,1310203501,中央区,中央区月島,1丁目,中央区月島1丁目,25,17,8,123,2133,1303,12,8,2,1,1,1,-,-
6,13102,1310203502,中央区,中央区月島,2丁目,中央区月島2丁目,17,10,7,284,11375,1453,7,1,2,3,2,-,2,-
6,13102,1310203503,中央区,中央区月島,3丁目,中央区月島3丁目,33,19,14,117,1568,1327,24,4,3,1,-,1,-,-
6,13102,1310203504,中央区,中央区月島,4丁目,中央区月島4丁目,7,4,3,30,645,287,2,3,1,1,-,-,-,-
5,13102,1310200800,中央区,中央区築地,,中央区築地,174,143,31,1544,27441,10011,54,44,41,25,6,3,-,1
6,13102,1310200801,中央区,中央区築地,1丁目,中央区築地1丁目,11,11,-,105,1619,1534,3,2,3,2,-,1,-,-
6,13102,1310200802,中央区,中央区築地,2丁目,中央区築地2丁目,19,13,6,98,1583,834,9,3,5,1,-,1,-,-
6,13102,1310200803,中央区,中央区築地,3丁目,中央区築地3丁目,11,10,1,563,5293,386,2,3,2,1,1,1,-,1
6,13102,1310200804,中央区,中央区築地,4丁目,中央区築地4丁目,73,62,11,400,10890,4645,20,18,22,12,1,-,-,-
6,13102,1310200805,中央区,中央区築地,5丁目,中央区築地5丁目,31,31,-,203,3795,1229,4,12,8,6,1,-,-,-
6,13102,1310200806,中央区,中央区築地,6丁目,中央区築地6丁目,19,10,9,95,2946,980,11,5,-,1,2,-,-,-
6,13102,1310200807,中央区,中央区築地,7丁目,中央区築地7丁目,10,6,4,80,1314,403,5,1,1,2,1,-,-,-
5,13102,1310203400,中央区,中央区佃,,中央区佃,25,17,8,224,4593,2525,9,7,1,5,1,2,-,-
6,13102,1310203401,中央区,中央区佃,1丁目,中央区佃1丁目,10,7,3,74,X,X,5,2,-,2,-,1,-,-
6,13102,1310203402,中央区,中央区佃,2丁目,中央区佃2丁目,14,10,4,148,3405,1435,3,5,1,3,1,1,-,-
6,13102,1310203403,中央区,中央区佃,3丁目,中央区佃3丁目,1,-,1,2,X,X,1,-,-,-,-,-,-,-
5,13102,1310203700,中央区,中央区豊海町,,中央区豊海町,2,2,-,11,X,X,-,-,2,-,-,-,-,-
