地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
4,13112,1311200000,世田谷区,,,世田谷区,853,794,59,8921,593786,226,179,208,137,46,32,16,9
5,13112,1311202400,世田谷区,世田谷区赤堤,,世田谷区赤堤,9,8,1,27,569,5,3,-,1,-,-,-,-
6,13112,1311202401,世田谷区,世田谷区赤堤,1丁目,世田谷区赤堤1丁目,2,2,-,11,X,1,-,-,1,-,-,-,-
6,13112,1311202402,世田谷区,世田谷区赤堤,2丁目,世田谷区赤堤2丁目,2,2,-,7,X,-,2,-,-,-,-,-,-
6,13112,1311202403,世田谷区,世田谷区赤堤,3丁目,世田谷区赤堤3丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13112,1311202404,世田谷区,世田谷区赤堤,4丁目,世田谷区赤堤4丁目,3,2,1,4,38,3,-,-,-,-,-,-,-
6,13112,1311202405,世田谷区,世田谷区赤堤,5丁目,世田谷区赤堤5丁目,2,2,-,5,X,1,1,-,-,-,-,-,-
5,13112,1311200100,世田谷区,世田谷区池尻,,世田谷区池尻,17,16,1,259,16084,4,3,3,4,2,-,-,1
6,13112,1311200101,世田谷区,世田谷区池尻,1丁目,世田谷区池尻1丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13112,1311200102,世田谷区,世田谷区池尻,2丁目,世田谷区池尻2丁目,5,5,-,133,X,1,1,1,1,-,-,-,1
6,13112,1311200103,世田谷区,世田谷区池尻,3丁目,世田谷区池尻3丁目,10,9,1,121,6618,2,1,2,3,2,-,-,-
6,13112,1311200104,世田谷区,世田谷区池尻,4丁目,世田谷区池尻4丁目,2,2,-,5,X,1,1,-,-,-,-,-,-
5,13112,1311204900,世田谷区,世田谷区宇奈根,,世田谷区宇奈根,3,2,1,18,608,1,1,-,1,-,-,-,-
6,13112,1311204901,世田谷区,世田谷区宇奈根,1丁目,世田谷区宇奈根1丁目,2,1,1,16,X,-,1,-,1,-,-,-,-
6,13112,1311204902,世田谷区,世田谷区宇奈根,2丁目,世田谷区宇奈根2丁目,1,1,-,2,X,1,-,-,-,-,-,-,-
6,13112,1311204903,世田谷区,世田谷区宇奈根,3丁目,世田谷区宇奈根3丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13112,1311201700,世田谷区,世田谷区梅丘,,世田谷区梅丘,6,6,-,53,9570,3,1,1,-,-,1,-,-
6,13112,1311201701,世田谷区,世田谷区梅丘,1丁目,世田谷区梅丘1丁目,6,6,-,53,9570,3,1,1,-,-,1,-,-
6,13112,1311201702,世田谷区,世田谷区梅丘,2丁目,世田谷区梅丘2丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13112,1311201703,世田谷区,世田谷区梅丘,3丁目,世田谷区梅丘3丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13112,1311205200,世田谷区,世田谷区大蔵,,世田谷区大蔵,27,27,-,504,39185,2,2,10,6,3,1,2,1
6,13112,1311205201,世田谷区,世田谷区大蔵,1丁目,世田谷区大蔵1丁目,26,26,-,482,X,2,2,10,6,2,1,2,1
