地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,売場面積（m2）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
4,13202,1320200000,立川市,,,立川市,904,696,208,9996,238092,190133,252,183,239,128,47,27,22,6
5,13202,1320201200,立川市,立川市曙町,,立川市曙町,273,259,14,3426,103568,85619,32,71,93,48,12,8,7,2
6,13202,1320201201,立川市,立川市曙町,1丁目,立川市曙町1丁目,11,8,3,73,X,3430,2,4,3,1,1,-,-,-
6,13202,1320201202,立川市,立川市曙町,2丁目,立川市曙町2丁目,261,251,10,3352,102122,82189,29,67,90,47,11,8,7,2
6,13202,1320201203,立川市,立川市曙町,3丁目,立川市曙町3丁目,1,-,1,1,X,-,1,-,-,-,-,-,-,-
5,13202,1320200600,立川市,立川市泉町,,立川市泉町,10,10,-,203,13483,5196,-,1,2,1,4,2,-,-
5,13202,1320200700,立川市,立川市柏町,,立川市柏町,38,22,16,299,4309,4862,15,4,9,6,2,2,-,-
6,13202,1320200701,立川市,立川市柏町,1丁目,立川市柏町1丁目,6,5,1,64,1351,1327,-,2,1,2,1,-,-,-
6,13202,1320200702,立川市,立川市柏町,2丁目,立川市柏町2丁目,8,5,3,55,982,1325,3,-,3,2,-,-,-,-
6,13202,1320200703,立川市,立川市柏町,3丁目,立川市柏町3丁目,6,3,3,57,396,185,2,-,3,-,-,1,-,-
6,13202,1320200704,立川市,立川市柏町,4丁目,立川市柏町4丁目,18,9,9,123,1581,2025,10,2,2,2,1,1,-,-
6,13202,1320200705,立川市,立川市柏町,5丁目,立川市柏町5丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13202,1320200300,立川市,立川市上砂町,,立川市上砂町,12,7,5,100,2581,1510,4,2,3,2,-,1,-,-
6,13202,1320200301,立川市,立川市上砂町,1丁目,立川市上砂町1丁目,2,2,-,26,X,X,-,-,1,1,-,-,-,-
6,13202,1320200302,立川市,立川市上砂町,2丁目,立川市上砂町2丁目,1,-,1,1,X,X,1,-,-,-,-,-,-,-
6,13202,1320200303,立川市,立川市上砂町,3丁目,立川市上砂町3丁目,5,4,1,22,793,209,2,1,2,-,-,-,-,-
6,13202,1320200304,立川市,立川市上砂町,4丁目,立川市上砂町4丁目,1,-,1,2,X,X,1,-,-,-,-,-,-,-
6,13202,1320200305,立川市,立川市上砂町,5丁目,立川市上砂町5丁目,3,1,2,49,1013,1173,-,1,-,1,-,1,-,-
6,13202,1320200306,立川市,立川市上砂町,6丁目,立川市上砂町6丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13202,1320200307,立川市,立川市上砂町,7丁目,立川市上砂町7丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13202,1320200800,立川市,立川市幸町,,立川市幸町,46,34,12,492,8020,13072,9,5,20,6,2,2,2,-
6,13202,1320200801,立川市,立川市幸町,1丁目,立川市幸町1丁目,7,4,3,81,1702,1868,3,1,2,-,-,-,1,-
6,13202,1320200802,立川市,立川市幸町,2丁目,立川市幸町2丁目,10,10,-,169,2681,3906,-,-,5,1,2,2,-,-
6,13202,1320200803,立川市,立川市幸町,3丁目,立川市幸町3丁目,11,10,1,128,2388,5362,2,1,5,2,-,-,1,-
6,13202,1320200804,立川市,立川市幸町,4丁目,立川市幸町4丁目,6,6,-,37,544,676,-,2,3,1,-,-,-,-
6,13202,1320200805,立川市,立川市幸町,5丁目,立川市幸町5丁目,8,3,5,51,526,1156,2,1,4,1,-,-,-,-
6,13202,1320200806,立川市,立川市幸町,6丁目,立川市幸町6丁目,4,1,3,26,180,104,2,-,1,1,-,-,-,-
5,13202,1320201000,立川市,立川市栄町,,立川市栄町,42,23,19,428,7469,8211,15,9,6,5,4,1,2,-
6,13202,1320201001,立川市,立川市栄町,1丁目,立川市栄町1丁目,3,2,1,37,355,1055,-,1,1,-,1,-,-,-
6,13202,1320201002,立川市,立川市栄町,2丁目,立川市栄町2丁目,7,5,2,76,1132,1366,1,2,1,1,2,-,-,-
6,13202,1320201003,立川市,立川市栄町,3丁目,立川市栄町3丁目,8,5,3,122,2249,3016,3,1,2,-,-,1,1,-
6,13202,1320201004,立川市,立川市栄町,4丁目,立川市栄町4丁目,7,5,2,56,2006,781,1,2,1,3,-,-,-,-
6,13202,1320201005,立川市,立川市栄町,5丁目,立川市栄町5丁目,11,4,7,104,1482,1686,6,2,1,1,-,-,1,-
6,13202,1320201006,立川市,立川市栄町,6丁目,立川市栄町6丁目,6,2,4,33,245,307,4,1,-,-,1,-,-,-
5,13202,1320201500,立川市,立川市柴崎町,,立川市柴崎町,160,134,26,1459,39098,29862,31,41,50,24,6,3,4,1
