地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
4,13118,1311800000,荒川区,,,荒川区,609,532,77,5857,389453,183,163,129,80,22,19,9,4
5,13118,1311800200,荒川区,荒川区荒川,,荒川区荒川,60,50,10,308,9923,22,20,12,3,2,1,-,-
6,13118,1311800201,荒川区,荒川区荒川,1丁目,荒川区荒川1丁目,10,8,2,74,2437,3,4,1,1,-,1,-,-
6,13118,1311800202,荒川区,荒川区荒川,2丁目,荒川区荒川2丁目,10,9,1,33,1557,4,4,2,-,-,-,-,-
6,13118,1311800203,荒川区,荒川区荒川,3丁目,荒川区荒川3丁目,8,7,1,46,1908,4,3,-,-,1,-,-,-
6,13118,1311800204,荒川区,荒川区荒川,4丁目,荒川区荒川4丁目,5,4,1,31,1131,2,1,1,1,-,-,-,-
6,13118,1311800205,荒川区,荒川区荒川,5丁目,荒川区荒川5丁目,11,9,2,71,1605,3,3,3,1,1,-,-,-
6,13118,1311800206,荒川区,荒川区荒川,6丁目,荒川区荒川6丁目,6,5,1,19,528,2,2,2,-,-,-,-,-
6,13118,1311800207,荒川区,荒川区荒川,7丁目,荒川区荒川7丁目,6,4,2,16,533,2,3,1,-,-,-,-,-
6,13118,1311800208,荒川区,荒川区荒川,8丁目,荒川区荒川8丁目,4,4,-,18,224,2,-,2,-,-,-,-,-
5,13118,1311800500,荒川区,荒川区西尾久,,荒川区西尾久,72,65,7,608,22428,20,17,17,11,5,1,-,1
6,13118,1311800501,荒川区,荒川区西尾久,1丁目,荒川区西尾久1丁目,8,8,-,24,514,3,4,1,-,-,-,-,-
6,13118,1311800502,荒川区,荒川区西尾久,2丁目,荒川区西尾久2丁目,5,5,-,16,297,2,1,2,-,-,-,-,-
6,13118,1311800503,荒川区,荒川区西尾久,3丁目,荒川区西尾久3丁目,3,2,1,5,166,3,-,-,-,-,-,-,-
6,13118,1311800504,荒川区,荒川区西尾久,4丁目,荒川区西尾久4丁目,15,15,-,100,3360,3,4,3,5,-,-,-,-
6,13118,1311800505,荒川区,荒川区西尾久,5丁目,荒川区西尾久5丁目,5,3,2,13,947,3,1,1,-,-,-,-,-
6,13118,1311800506,荒川区,荒川区西尾久,6丁目,荒川区西尾久6丁目,4,4,-,19,269,-,2,2,-,-,-,-,-
6,13118,1311800507,荒川区,荒川区西尾久,7丁目,荒川区西尾久7丁目,24,22,2,391,15632,4,2,6,5,5,1,-,1
6,13118,1311800508,荒川区,荒川区西尾久,8丁目,荒川区西尾久8丁目,8,6,2,40,1243,2,3,2,1,-,-,-,-
5,13118,1311800700,荒川区,荒川区西日暮里,,荒川区西日暮里,111,103,8,937,65239,30,25,30,12,7,6,1,-
6,13118,1311800701,荒川区,荒川区西日暮里,1丁目,荒川区西日暮里1丁目,23,20,3,219,18226,7,5,6,1,2,1,1,-
6,13118,1311800702,荒川区,荒川区西日暮里,2丁目,荒川区西日暮里2丁目,38,36,2,291,24304,8,11,12,3,1,3,-,-
6,13118,1311800703,荒川区,荒川区西日暮里,3丁目,荒川区西日暮里3丁目,2,1,1,4,X,2,-,-,-,-,-,-,-
6,13118,1311800704,荒川区,荒川区西日暮里,4丁目,荒川区西日暮里4丁目,4,4,-,44,X,-,1,2,-,1,-,-,-
6,13118,1311800705,荒川区,荒川区西日暮里,5丁目,荒川区西日暮里5丁目,26,26,-,247,13311,6,5,7,4,2,2,-,-
6,13118,1311800706,荒川区,荒川区西日暮里,6丁目,荒川区西日暮里6丁目,18,16,2,132,5658,7,3,3,4,1,-,-,-
