地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,売場面積（m2）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
4,13101,1310100000,千代田区,,,千代田区,2325,2109,216,22738,908058,356876,631,553,557,361,112,64,27,20
5,13101,1310101900,千代田区,千代田区飯田橋,,千代田区飯田橋,63,50,13,328,6361,4231,21,15,18,8,1,-,-,-
6,13101,1310101901,千代田区,千代田区飯田橋,1丁目,千代田区飯田橋1丁目,9,5,4,17,204,296,7,1,1,-,-,-,-,-
6,13101,1310101902,千代田区,千代田区飯田橋,2丁目,千代田区飯田橋2丁目,13,10,3,99,1897,715,4,2,3,3,1,-,-,-
6,13101,1310101903,千代田区,千代田区飯田橋,3丁目,千代田区飯田橋3丁目,13,11,2,74,1987,1750,3,2,7,1,-,-,-,-
6,13101,1310101904,千代田区,千代田区飯田橋,4丁目,千代田区飯田橋4丁目,28,24,4,138,2272,1470,7,10,7,4,-,-,-,-
5,13101,1310101100,千代田区,千代田区一番町,,千代田区一番町,16,14,2,185,2234,1372,5,2,1,6,1,-,1,-
5,13101,1310104100,千代田区,千代田区岩本町,,千代田区岩本町,35,29,6,274,9082,1305,14,5,8,3,3,2,-,-
6,13101,1310104101,千代田区,千代田区岩本町,1丁目,千代田区岩本町1丁目,3,2,1,14,257,160,1,1,1,-,-,-,-,-
6,13101,1310104102,千代田区,千代田区岩本町,2丁目,千代田区岩本町2丁目,20,15,5,151,4785,561,10,2,3,3,1,1,-,-
6,13101,1310104103,千代田区,千代田区岩本町,3丁目,千代田区岩本町3丁目,12,12,-,109,4040,584,3,2,4,-,2,1,-,-
5,13101,1310102900,千代田区,千代田区内神田,,千代田区内神田,67,57,10,364,7089,2824,31,13,10,10,1,2,-,-
6,13101,1310102901,千代田区,千代田区内神田,1丁目,千代田区内神田1丁目,21,18,3,124,921,714,12,3,-,5,-,1,-,-
6,13101,1310102902,千代田区,千代田区内神田,2丁目,千代田区内神田2丁目,24,19,5,115,3369,1069,10,6,6,1,-,1,-,-
6,13101,1310102903,千代田区,千代田区内神田,3丁目,千代田区内神田3丁目,22,20,2,125,2799,1041,9,4,4,4,1,-,-,-
5,13101,1310100300,千代田区,千代田区内幸町,,千代田区内幸町,96,96,-,560,10321,5598,24,38,24,7,1,-,2,-
6,13101,1310100301,千代田区,千代田区内幸町,1丁目,千代田区内幸町1丁目,80,80,-,425,8407,4510,17,37,20,4,1,-,1,-
6,13101,1310100302,千代田区,千代田区内幸町,2丁目,千代田区内幸町2丁目,16,16,-,135,1914,1088,7,1,4,3,-,-,1,-
5,13101,1310100200,千代田区,千代田区大手町,,千代田区大手町,52,48,4,374,5621,4079,19,9,10,10,3,1,-,-
6,13101,1310100201,千代田区,千代田区大手町,1丁目,千代田区大手町1丁目,40,36,4,285,4062,3445,15,7,7,8,2,1,-,-
6,13101,1310100202,千代田区,千代田区大手町,2丁目,千代田区大手町2丁目,12,12,-,89,1559,634,4,2,3,2,1,-,-,-
5,13101,1310103500,千代田区,千代田区鍛冶町,,千代田区鍛冶町,44,35,9,248,13381,2532,17,8,13,4,2,-,-,-
6,13101,1310103501,千代田区,千代田区鍛冶町,1丁目,千代田区鍛冶町1丁目,20,16,4,110,4845,1082,9,2,7,-,2,-,-,-
6,13101,1310103502,千代田区,千代田区鍛冶町,2丁目,千代田区鍛冶町2丁目,24,19,5,138,8536,1450,8,6,6,4,-,-,-,-
5,13101,1310100500,千代田区,千代田区霞が関,,千代田区霞が関,37,36,1,531,7708,3875,6,9,8,7,5,1,-,1
6,13101,1310100501,千代田区,千代田区霞が関,1丁目,千代田区霞が関1丁目,17,16,1,154,2150,1381,3,5,4,-,5,-,-,-
6,13101,1310100502,千代田区,千代田区霞が関,2丁目,千代田区霞が関2丁目,6,6,-,61,875,528,1,1,1,3,-,-,-,-
6,13101,1310100503,千代田区,千代田区霞が関,3丁目,千代田区霞が関3丁目,14,14,-,316,4683,1966,2,3,3,4,-,1,-,1
5,13101,1310105400,千代田区,千代田区神田相生町,,千代田区神田相生町,2,2,-,12,X,X,-,1,1,-,-,-,-,-
5,13101,1310103200,千代田区,千代田区神田淡路町,,千代田区神田淡路町,13,13,-,83,1450,574,3,3,3,4,-,-,-,-
6,13101,1310103201,千代田区,千代田区神田淡路町,1丁目,千代田区神田淡路町1丁目,6,6,-,21,405,94,2,2,2,-,-,-,-,-
6,13101,1310103202,千代田区,千代田区神田淡路町,2丁目,千代田区神田淡路町2丁目,7,7,-,62,1046,480,1,1,1,4,-,-,-,-
5,13101,1310104700,千代田区,千代田区神田和泉町,,千代田区神田和泉町,27,20,7,340,9356,2710,13,6,3,2,-,1,1,1
5,13101,1310104500,千代田区,千代田区神田岩本町,,千代田区神田岩本町,6,5,1,67,781,747,1,2,1,-,1,1,-,-
5,13101,1310102700,千代田区,千代田区神田小川町,,千代田区神田小川町,87,74,13,1105,28203,24803,25,18,20,13,4,4,1,2
6,13101,1310102701,千代田区,千代田区神田小川町,1丁目,千代田区神田小川町1丁目,16,13,3,140,2889,1445,4,4,3,3,1,1,-,-
