地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,売場面積（m2）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
4,13109,1310900000,品川区,,,品川区,1927,1357,570,16265,430631,205936,762,434,353,241,72,25,24,16
5,13109,1310900100,品川区,品川区荏原,,品川区荏原,108,82,26,750,13434,10308,32,20,34,15,5,2,-,-
6,13109,1310900101,品川区,品川区荏原,1丁目,品川区荏原1丁目,8,5,3,37,500,403,5,1,-,2,-,-,-,-
6,13109,1310900102,品川区,品川区荏原,2丁目,品川区荏原2丁目,18,12,6,157,3138,1637,7,3,4,1,2,1,-,-
6,13109,1310900103,品川区,品川区荏原,3丁目,品川区荏原3丁目,56,51,5,429,6783,6974,8,9,27,9,2,1,-,-
6,13109,1310900104,品川区,品川区荏原,4丁目,品川区荏原4丁目,15,9,6,89,2321,828,5,5,2,2,1,-,-,-
6,13109,1310900105,品川区,品川区荏原,5丁目,品川区荏原5丁目,4,2,2,8,X,X,3,1,-,-,-,-,-,-
6,13109,1310900106,品川区,品川区荏原,6丁目,品川区荏原6丁目,5,2,3,24,593,380,3,-,1,1,-,-,-,-
6,13109,1310900107,品川区,品川区荏原,7丁目,品川区荏原7丁目,2,1,1,6,X,X,1,1,-,-,-,-,-,-
5,13109,1310900200,品川区,品川区大井,,品川区大井,182,145,37,1830,36946,29003,53,48,37,27,14,1,1,1
6,13109,1310900201,品川区,品川区大井,1丁目,品川区大井1丁目,119,104,15,1447,32078,24059,25,33,29,20,10,-,1,1
6,13109,1310900202,品川区,品川区大井,2丁目,品川区大井2丁目,5,2,3,34,397,266,1,1,2,1,-,-,-,-
6,13109,1310900203,品川区,品川区大井,3丁目,品川区大井3丁目,16,10,6,77,764,1023,8,4,1,2,1,-,-,-
6,13109,1310900204,品川区,品川区大井,4丁目,品川区大井4丁目,16,12,4,72,920,903,9,4,1,2,-,-,-,-
6,13109,1310900205,品川区,品川区大井,5丁目,品川区大井5丁目,17,9,8,89,1088,740,9,4,1,2,1,-,-,-
6,13109,1310900206,品川区,品川区大井,6丁目,品川区大井6丁目,4,4,-,49,1013,922,-,1,2,-,-,1,-,-
6,13109,1310900207,品川区,品川区大井,7丁目,品川区大井7丁目,5,4,1,62,687,1090,1,1,1,-,2,-,-,-
5,13109,1310900300,品川区,品川区大崎,,品川区大崎,63,55,8,1070,24368,7658,18,8,14,11,6,1,2,3
