地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
4,13109,1310900000,品川区,,,品川区,1295,1242,53,38428,8233228,243,221,297,212,76,93,77,76
5,13109,1310900100,品川区,品川区荏原,,品川区荏原,42,39,3,455,31821,12,12,9,4,1,2,2,-
6,13109,1310900101,品川区,品川区荏原,1丁目,品川区荏原1丁目,14,14,-,269,21180,4,4,2,1,-,1,2,-
6,13109,1310900102,品川区,品川区荏原,2丁目,品川区荏原2丁目,8,7,1,64,4391,2,1,3,1,1,-,-,-
6,13109,1310900103,品川区,品川区荏原,3丁目,品川区荏原3丁目,2,2,-,5,X,1,1,-,-,-,-,-,-
6,13109,1310900104,品川区,品川区荏原,4丁目,品川区荏原4丁目,11,9,2,92,5453,2,3,3,2,-,1,-,-
6,13109,1310900105,品川区,品川区荏原,5丁目,品川区荏原5丁目,1,1,-,3,X,-,1,-,-,-,-,-,-
6,13109,1310900106,品川区,品川区荏原,6丁目,品川区荏原6丁目,6,6,-,22,681,3,2,1,-,-,-,-,-
6,13109,1310900107,品川区,品川区荏原,7丁目,品川区荏原7丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13109,1310900200,品川区,品川区大井,,品川区大井,61,56,5,1326,151749,20,13,10,6,4,5,2,1
6,13109,1310900201,品川区,品川区大井,1丁目,品川区大井1丁目,24,22,2,1074,140299,5,3,5,2,2,5,1,1
6,13109,1310900202,品川区,品川区大井,2丁目,品川区大井2丁目,3,3,-,18,X,1,1,-,1,-,-,-,-
6,13109,1310900203,品川区,品川区大井,3丁目,品川区大井3丁目,6,5,1,86,768,3,-,1,1,-,-,1,-
6,13109,1310900204,品川区,品川区大井,4丁目,品川区大井4丁目,13,12,1,78,3230,4,6,1,1,1,-,-,-
6,13109,1310900205,品川区,品川区大井,5丁目,品川区大井5丁目,9,8,1,48,931,4,3,-,1,1,-,-,-
6,13109,1310900206,品川区,品川区大井,6丁目,品川区大井6丁目,2,2,-,8,X,1,-,1,-,-,-,-,-
6,13109,1310900207,品川区,品川区大井,7丁目,品川区大井7丁目,4,4,-,14,4649,2,-,2,-,-,-,-,-
5,13109,1310900300,品川区,品川区大崎,,品川区大崎,99,98,1,13155,2622974,4,4,12,15,9,16,14,25
6,13109,1310900301,品川区,品川区大崎,1丁目,品川区大崎1丁目,57,57,-,9421,1851725,-,1,2,8,8,12,9,17
6,13109,1310900302,品川区,品川区大崎,2丁目,品川区大崎2丁目,17,17,-,2705,629742,-,1,5,1,-,1,3,6
6,13109,1310900303,品川区,品川区大崎,3丁目,品川区大崎3丁目,8,7,1,101,29947,2,-,3,2,-,-,1,-
6,13109,1310900304,品川区,品川区大崎,4丁目,品川区大崎4丁目,4,4,-,108,9682,1,-,-,2,-,-,1,-
6,13109,1310900305,品川区,品川区大崎,5丁目,品川区大崎5丁目,13,13,-,820,101877,1,2,2,2,1,3,-,2
5,13109,1310900400,品川区,品川区勝島,,品川区勝島,12,12,-,420,37620,-,-,4,4,2,-,-,2
6,13109,1310900401,品川区,品川区勝島,1丁目,品川区勝島1丁目,11,11,-,415,X,-,-,3,4,2,-,-,2
6,13109,1310900402,品川区,品川区勝島,2丁目,品川区勝島2丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13109,1310900403,品川区,品川区勝島,3丁目,品川区勝島3丁目,1,1,-,5,X,-,-,1,-,-,-,-,-
5,13109,1310900500,品川区,品川区上大崎,,品川区上大崎,42,42,-,858,86238,7,7,9,6,5,5,1,2
6,13109,1310900501,品川区,品川区上大崎,1丁目,品川区上大崎1丁目,4,4,-,51,1815,-,-,2,1,1,-,-,-
6,13109,1310900502,品川区,品川区上大崎,2丁目,品川区上大崎2丁目,16,16,-,432,47426,3,3,2,3,1,2,1,1
6,13109,1310900503,品川区,品川区上大崎,3丁目,品川区上大崎3丁目,18,18,-,332,33903,3,3,4,2,3,2,-,1
6,13109,1310900504,品川区,品川区上大崎,4丁目,品川区上大崎4丁目,4,4,-,43,3093,1,1,1,-,-,1,-,-
5,13109,1310900600,品川区,品川区北品川,,品川区北品川,61,61,-,2583,787444,3,10,14,13,3,5,7,6
6,13109,1310900601,品川区,品川区北品川,1丁目,品川区北品川1丁目,20,20,-,564,46845,-,2,5,6,2,2,2,1
6,13109,1310900602,品川区,品川区北品川,2丁目,品川区北品川2丁目,6,6,-,99,7679,-,2,3,-,-,-,1,-
6,13109,1310900603,品川区,品川区北品川,3丁目,品川区北品川3丁目,8,8,-,78,5811,1,1,4,1,-,1,-,-
6,13109,1310900604,品川区,品川区北品川,4丁目,品川区北品川4丁目,11,11,-,545,50520,1,1,-,3,-,2,2,2
6,13109,1310900605,品川区,品川区北品川,5丁目,品川区北品川5丁目,16,16,-,1297,676590,1,4,2,3,1,-,2,3
6,13109,1310900606,品川区,品川区北品川,6丁目,品川区北品川6丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13109,1310900700,品川区,品川区小山,,品川区小山,21,20,1,556,149262,6,6,6,2,-,-,-,1
6,13109,1310900701,品川区,品川区小山,1丁目,品川区小山1丁目,3,2,1,472,143932,1,-,1,-,-,-,-,1
6,13109,1310900702,品川区,品川区小山,2丁目,品川区小山2丁目,3,3,-,12,X,-,3,-,-,-,-,-,-
6,13109,1310900703,品川区,品川区小山,3丁目,品川区小山3丁目,5,5,-,20,1246,2,1,2,-,-,-,-,-
6,13109,1310900704,品川区,品川区小山,4丁目,品川区小山4丁目,5,5,-,27,483,-,2,2,1,-,-,-,-
6,13109,1310900705,品川区,品川区小山,5丁目,品川区小山5丁目,1,1,-,11,X,-,-,-,1,-,-,-,-
6,13109,1310900706,品川区,品川区小山,6丁目,品川区小山6丁目,3,3,-,12,933,2,-,1,-,-,-,-,-
6,13109,1310900707,品川区,品川区小山,7丁目,品川区小山7丁目,1,1,-,2,X,1,-,-,-,-,-,-,-
5,13109,1310900800,品川区,品川区小山台,,品川区小山台,4,4,-,32,X,1,2,-,-,1,-,-,-
6,13109,1310900801,品川区,品川区小山台,1丁目,品川区小山台1丁目,3,3,-,29,208,1,1,-,-,1,-,-,-
6,13109,1310900802,品川区,品川区小山台,2丁目,品川区小山台2丁目,1,1,-,3,X,-,1,-,-,-,-,-,-
5,13109,1310900900,品川区,品川区戸越,,品川区戸越,35,31,4,397,16973,13,5,8,5,-,2,2,-
6,13109,1310900901,品川区,品川区戸越,1丁目,品川区戸越1丁目,12,12,-,260,9933,3,2,2,2,-,1,2,-
6,13109,1310900902,品川区,品川区戸越,2丁目,品川区戸越2丁目,1,1,-,7,X,-,-,1,-,-,-,-,-
6,13109,1310900903,品川区,品川区戸越,3丁目,品川区戸越3丁目,9,9,-,46,2774,4,1,2,2,-,-,-,-
6,13109,1310900904,品川区,品川区戸越,4丁目,品川区戸越4丁目,4,3,1,45,2638,2,1,-,-,-,1,-,-
