地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,売場面積（m2）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
4,13105,1310500000,文京区,,,文京区,1189,770,419,7538,124482,76707,506,260,200,150,45,17,9,2
5,13105,1310501700,文京区,文京区大塚,,文京区大塚,78,48,30,487,8018,3946,31,18,14,11,2,1,1,-
6,13105,1310501701,文京区,文京区大塚,1丁目,文京区大塚1丁目,12,8,4,161,2966,1544,2,2,3,2,2,-,1,-
6,13105,1310501702,文京区,文京区大塚,2丁目,文京区大塚2丁目,4,1,3,6,25,88,4,-,-,-,-,-,-,-
6,13105,1310501703,文京区,文京区大塚,3丁目,文京区大塚3丁目,14,9,5,104,1106,320,4,4,4,1,-,1,-,-
6,13105,1310501704,文京区,文京区大塚,4丁目,文京区大塚4丁目,15,11,4,95,2903,321,3,4,4,4,-,-,-,-
6,13105,1310501705,文京区,文京区大塚,5丁目,文京区大塚5丁目,17,9,8,50,389,802,11,3,2,1,-,-,-,-
6,13105,1310501706,文京区,文京区大塚,6丁目,文京区大塚6丁目,16,10,6,71,629,871,7,5,1,3,-,-,-,-
5,13105,1310502000,文京区,文京区音羽,,文京区音羽,24,15,9,125,1695,1133,7,9,4,3,1,-,-,-
6,13105,1310502001,文京区,文京区音羽,1丁目,文京区音羽1丁目,15,9,6,62,681,546,5,6,2,2,-,-,-,-
6,13105,1310502002,文京区,文京区音羽,2丁目,文京区音羽2丁目,9,6,3,63,1015,587,2,3,2,1,1,-,-,-
5,13105,1310501100,文京区,文京区春日,,文京区春日,64,57,7,665,12146,9241,10,10,23,13,5,1,2,-
