地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
4,13117,1311700000,北区,,,北区,642,562,80,5722,669027,194,145,149,87,31,26,7,3
5,13117,1311701200,北区,北区赤羽,,北区赤羽,41,38,3,349,63039,11,9,12,5,1,2,1,-
6,13117,1311701201,北区,北区赤羽,1丁目,北区赤羽1丁目,18,15,3,176,X,8,3,2,3,-,1,1,-
6,13117,1311701202,北区,北区赤羽,2丁目,北区赤羽2丁目,22,22,-,172,51394,2,6,10,2,1,1,-,-
6,13117,1311701203,北区,北区赤羽,3丁目,北区赤羽3丁目,1,1,-,1,X,1,-,-,-,-,-,-,-
5,13117,1311701900,北区,北区赤羽北,,北区赤羽北,15,13,2,70,4705,5,6,2,2,-,-,-,-
6,13117,1311701901,北区,北区赤羽北,1丁目,北区赤羽北1丁目,6,5,1,44,4440,1,2,1,2,-,-,-,-
6,13117,1311701902,北区,北区赤羽北,2丁目,北区赤羽北2丁目,6,6,-,17,242,3,2,1,-,-,-,-,-
6,13117,1311701903,北区,北区赤羽北,3丁目,北区赤羽北3丁目,3,2,1,9,24,1,2,-,-,-,-,-,-
5,13117,1311701700,北区,北区赤羽台,,北区赤羽台,2,1,1,9,X,-,1,1,-,-,-,-,-
6,13117,1311701701,北区,北区赤羽台,1丁目,北区赤羽台1丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13117,1311701702,北区,北区赤羽台,2丁目,北区赤羽台2丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13117,1311701703,北区,北区赤羽台,3丁目,北区赤羽台3丁目,1,1,-,5,X,-,-,1,-,-,-,-,-
6,13117,1311701704,北区,北区赤羽台,4丁目,北区赤羽台4丁目,1,-,1,4,X,-,1,-,-,-,-,-,-
5,13117,1311701400,北区,北区赤羽西,,北区赤羽西,29,25,4,289,32411,10,5,7,2,3,1,1,-
6,13117,1311701401,北区,北区赤羽西,1丁目,北区赤羽西1丁目,13,12,1,97,8155,2,3,6,1,1,-,-,-
6,13117,1311701402,北区,北区赤羽西,2丁目,北区赤羽西2丁目,3,2,1,43,2613,2,-,-,-,-,1,-,-
6,13117,1311701403,北区,北区赤羽西,3丁目,北区赤羽西3丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
