地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
4,13203,1320300000,武蔵野市,,,武蔵野市,174,153,21,1163,60925,65,34,40,23,8,2,2,-
5,13203,1320300500,武蔵野市,武蔵野市吉祥寺北町,,武蔵野市吉祥寺北町,10,8,2,23,792,6,4,-,-,-,-,-,-
6,13203,1320300501,武蔵野市,武蔵野市吉祥寺北町,1丁目,武蔵野市吉祥寺北町1丁目,5,4,1,14,667,2,3,-,-,-,-,-,-
6,13203,1320300502,武蔵野市,武蔵野市吉祥寺北町,2丁目,武蔵野市吉祥寺北町2丁目,3,3,-,6,X,2,1,-,-,-,-,-,-
6,13203,1320300503,武蔵野市,武蔵野市吉祥寺北町,3丁目,武蔵野市吉祥寺北町3丁目,1,-,1,1,X,1,-,-,-,-,-,-,-
6,13203,1320300504,武蔵野市,武蔵野市吉祥寺北町,4丁目,武蔵野市吉祥寺北町4丁目,1,1,-,2,X,1,-,-,-,-,-,-,-
6,13203,1320300505,武蔵野市,武蔵野市吉祥寺北町,5丁目,武蔵野市吉祥寺北町5丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13203,1320300100,武蔵野市,武蔵野市吉祥寺東町,,武蔵野市吉祥寺東町,8,7,1,81,4057,3,-,1,3,1,-,-,-
6,13203,1320300101,武蔵野市,武蔵野市吉祥寺東町,1丁目,武蔵野市吉祥寺東町1丁目,6,5,1,67,X,2,-,1,2,1,-,-,-
6,13203,1320300102,武蔵野市,武蔵野市吉祥寺東町,2丁目,武蔵野市吉祥寺東町2丁目,1,1,-,12,X,-,-,-,1,-,-,-,-
6,13203,1320300103,武蔵野市,武蔵野市吉祥寺東町,3丁目,武蔵野市吉祥寺東町3丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13203,1320300104,武蔵野市,武蔵野市吉祥寺東町,4丁目,武蔵野市吉祥寺東町4丁目,1,1,-,2,X,1,-,-,-,-,-,-,-
5,13203,1320300400,武蔵野市,武蔵野市吉祥寺本町,,武蔵野市吉祥寺本町,37,34,3,256,9857,11,8,10,5,2,-,1,-
6,13203,1320300401,武蔵野市,武蔵野市吉祥寺本町,1丁目,武蔵野市吉祥寺本町1丁目,21,19,2,158,6579,5,5,7,2,1,-,1,-
6,13203,1320300402,武蔵野市,武蔵野市吉祥寺本町,2丁目,武蔵野市吉祥寺本町2丁目,12,11,1,82,2729,4,2,3,2,1,-,-,-
6,13203,1320300403,武蔵野市,武蔵野市吉祥寺本町,3丁目,武蔵野市吉祥寺本町3丁目,2,2,-,14,X,-,1,-,1,-,-,-,-
6,13203,1320300404,武蔵野市,武蔵野市吉祥寺本町,4丁目,武蔵野市吉祥寺本町4丁目,2,2,-,2,X,2,-,-,-,-,-,-,-
5,13203,1320300200,武蔵野市,武蔵野市吉祥寺南町,,武蔵野市吉祥寺南町,17,12,5,52,1170,10,3,4,-,-,-,-,-
6,13203,1320300201,武蔵野市,武蔵野市吉祥寺南町,1丁目,武蔵野市吉祥寺南町1丁目,2,2,-,3,X,2,-,-,-,-,-,-,-
6,13203,1320300202,武蔵野市,武蔵野市吉祥寺南町,2丁目,武蔵野市吉祥寺南町2丁目,6,4,2,18,268,3,1,2,-,-,-,-,-
6,13203,1320300203,武蔵野市,武蔵野市吉祥寺南町,3丁目,武蔵野市吉祥寺南町3丁目,3,2,1,12,209,2,-,1,-,-,-,-,-
6,13203,1320300204,武蔵野市,武蔵野市吉祥寺南町,4丁目,武蔵野市吉祥寺南町4丁目,3,1,2,5,X,3,-,-,-,-,-,-,-
6,13203,1320300205,武蔵野市,武蔵野市吉祥寺南町,5丁目,武蔵野市吉祥寺南町5丁目,3,3,-,14,553,-,2,1,-,-,-,-,-
5,13203,1320301200,武蔵野市,武蔵野市境南町,,武蔵野市境南町,10,7,3,30,864,6,1,3,-,-,-,-,-
6,13203,1320301201,武蔵野市,武蔵野市境南町,1丁目,武蔵野市境南町1丁目,2,1,1,6,X,1,-,1,-,-,-,-,-
6,13203,1320301202,武蔵野市,武蔵野市境南町,2丁目,武蔵野市境南町2丁目,4,4,-,17,622,1,1,2,-,-,-,-,-
6,13203,1320301203,武蔵野市,武蔵野市境南町,3丁目,武蔵野市境南町3丁目,2,2,-,4,X,2,-,-,-,-,-,-,-
6,13203,1320301204,武蔵野市,武蔵野市境南町,4丁目,武蔵野市境南町4丁目,2,-,2,3,X,2,-,-,-,-,-,-,-
6,13203,1320301205,武蔵野市,武蔵野市境南町,5丁目,武蔵野市境南町5丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13203,1320300300,武蔵野市,武蔵野市御殿山,,武蔵野市御殿山,9,9,-,73,1724,-,2,4,3,-,-,-,-
