地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
4,13120,1312000000,練馬区,,,練馬区,883,765,118,6453,459549,278,219,210,110,37,17,11,1
5,13120,1312000100,練馬区,練馬区旭丘,,練馬区旭丘,10,10,-,49,4343,2,6,1,1,-,-,-,-
6,13120,1312000101,練馬区,練馬区旭丘,1丁目,練馬区旭丘1丁目,7,7,-,40,4102,1,4,1,1,-,-,-,-
6,13120,1312000102,練馬区,練馬区旭丘,2丁目,練馬区旭丘2丁目,3,3,-,9,241,1,2,-,-,-,-,-,-
5,13120,1312002500,練馬区,練馬区旭町,,練馬区旭町,17,14,3,59,1856,6,7,4,-,-,-,-,-
6,13120,1312002501,練馬区,練馬区旭町,1丁目,練馬区旭町1丁目,11,9,2,39,753,3,5,3,-,-,-,-,-
6,13120,1312002502,練馬区,練馬区旭町,2丁目,練馬区旭町2丁目,3,3,-,11,895,2,-,1,-,-,-,-,-
6,13120,1312002503,練馬区,練馬区旭町,3丁目,練馬区旭町3丁目,3,2,1,9,208,1,2,-,-,-,-,-,-
5,13120,1312004600,練馬区,練馬区大泉学園町,,練馬区大泉学園町,43,37,6,234,33592,19,10,8,5,-,1,-,-
6,13120,1312004601,練馬区,練馬区大泉学園町,1丁目,練馬区大泉学園町1丁目,3,3,-,17,352,1,-,1,1,-,-,-,-
6,13120,1312004602,練馬区,練馬区大泉学園町,2丁目,練馬区大泉学園町2丁目,8,6,2,43,27448,4,2,1,1,-,-,-,-
6,13120,1312004603,練馬区,練馬区大泉学園町,3丁目,練馬区大泉学園町3丁目,3,3,-,10,160,1,1,1,-,-,-,-,-
