地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
4,13103,1310300000,港区,,,港区,2438,2404,34,97611,31726443,336,375,544,470,209,177,147,180
5,13103,1310302200,港区,港区赤坂,,港区赤坂,193,191,2,9610,2589935,28,27,40,34,17,16,18,13
6,13103,1310302201,港区,港区赤坂,1丁目,港区赤坂1丁目,25,25,-,1048,298005,1,3,6,5,3,3,3,1
6,13103,1310302202,港区,港区赤坂,2丁目,港区赤坂2丁目,48,48,-,1442,369661,7,4,15,5,4,5,4,4
6,13103,1310302203,港区,港区赤坂,3丁目,港区赤坂3丁目,22,22,-,861,147695,1,2,6,5,2,-,5,1
6,13103,1310302204,港区,港区赤坂,4丁目,港区赤坂4丁目,29,28,1,368,52663,8,5,3,8,2,2,1,-
6,13103,1310302205,港区,港区赤坂,5丁目,港区赤坂5丁目,10,10,-,369,325744,2,1,3,1,2,-,-,1
6,13103,1310302206,港区,港区赤坂,6丁目,港区赤坂6丁目,17,17,-,489,46011,4,-,4,3,2,-,3,1
6,13103,1310302207,港区,港区赤坂,7丁目,港区赤坂7丁目,18,17,1,841,35947,2,6,2,3,-,2,1,2
6,13103,1310302208,港区,港区赤坂,8丁目,港区赤坂8丁目,12,12,-,1726,959216,-,2,1,4,1,2,1,1
6,13103,1310302209,港区,港区赤坂,9丁目,港区赤坂9丁目,12,12,-,2466,354993,3,4,-,-,1,2,-,2
5,13103,1310301900,港区,港区麻布十番,,港区麻布十番,12,12,-,256,8721,2,1,4,3,1,-,-,1
