地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,売場面積（m2）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
4,13121,1312100000,足立区,,,足立区,3245,1815,1430,24096,504967,433008,1492,654,503,359,121,56,39,21
5,13121,1312100100,足立区,足立区青井,,足立区青井,75,37,38,476,11452,10144,39,15,10,6,1,3,1,-
6,13121,1312100101,足立区,足立区青井,1丁目,足立区青井1丁目,8,4,4,27,367,293,4,3,-,1,-,-,-,-
6,13121,1312100102,足立区,足立区青井,2丁目,足立区青井2丁目,12,5,7,29,548,403,7,4,1,-,-,-,-,-
6,13121,1312100103,足立区,足立区青井,3丁目,足立区青井3丁目,21,8,13,183,3530,4129,12,3,2,2,-,1,1,-
6,13121,1312100104,足立区,足立区青井,4丁目,足立区青井4丁目,8,2,6,17,115,384,6,1,1,-,-,-,-,-
6,13121,1312100105,足立区,足立区青井,5丁目,足立区青井5丁目,12,10,2,95,4570,2459,5,1,3,2,1,-,-,-
6,13121,1312100106,足立区,足立区青井,6丁目,足立区青井6丁目,14,8,6,125,2321,2476,5,3,3,1,-,2,-,-
5,13121,1312100200,足立区,足立区足立,,足立区足立,56,28,28,268,3915,3592,31,12,5,4,4,-,-,-
6,13121,1312100201,足立区,足立区足立,1丁目,足立区足立1丁目,19,8,11,71,1059,640,11,5,1,1,1,-,-,-
6,13121,1312100202,足立区,足立区足立,2丁目,足立区足立2丁目,9,2,7,48,280,587,4,3,1,-,1,-,-,-
6,13121,1312100203,足立区,足立区足立,3丁目,足立区足立3丁目,9,6,3,47,562,494,6,-,1,2,-,-,-,-
6,13121,1312100204,足立区,足立区足立,4丁目,足立区足立4丁目,19,12,7,102,2014,1871,10,4,2,1,2,-,-,-
5,13121,1312100300,足立区,足立区綾瀬,,足立区綾瀬,151,99,52,1386,22783,24871,62,30,21,29,3,2,3,1
6,13121,1312100301,足立区,足立区綾瀬,1丁目,足立区綾瀬1丁目,22,10,12,87,1102,1014,12,4,3,3,-,-,-,-
6,13121,1312100302,足立区,足立区綾瀬,2丁目,足立区綾瀬2丁目,26,17,9,248,3476,2266,8,5,5,6,-,1,1,-
6,13121,1312100303,足立区,足立区綾瀬,3丁目,足立区綾瀬3丁目,48,41,7,674,12219,15619,15,10,7,13,1,-,1,1
