地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,売場面積（m2）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
4,13204,1320400000,三鷹市,,,三鷹市,553,379,174,5042,98984,74501,191,102,113,82,36,18,9,2
5,13204,1320400800,三鷹市,三鷹市井口,,三鷹市井口,25,17,8,230,2849,2241,7,3,6,4,5,-,-,-
6,13204,1320400801,三鷹市,三鷹市井口,1丁目,三鷹市井口1丁目,5,2,3,34,340,249,2,-,2,1,-,-,-,-
6,13204,1320400802,三鷹市,三鷹市井口,2丁目,三鷹市井口2丁目,3,2,1,16,301,34,1,1,-,1,-,-,-,-
6,13204,1320400803,三鷹市,三鷹市井口,3丁目,三鷹市井口3丁目,11,9,2,123,1818,1739,2,1,3,2,3,-,-,-
6,13204,1320400804,三鷹市,三鷹市井口,4丁目,三鷹市井口4丁目,3,2,1,26,246,148,1,1,-,-,1,-,-,-
6,13204,1320400805,三鷹市,三鷹市井口,5丁目,三鷹市井口5丁目,3,2,1,31,144,71,1,-,1,-,1,-,-,-
5,13204,1320400300,三鷹市,三鷹市井の頭,,三鷹市井の頭,46,23,23,311,3232,2573,25,5,7,7,-,2,-,-
6,13204,1320400301,三鷹市,三鷹市井の頭,1丁目,三鷹市井の頭1丁目,13,5,8,109,728,804,8,1,-,3,-,1,-,-
6,13204,1320400302,三鷹市,三鷹市井の頭,2丁目,三鷹市井の頭2丁目,15,7,8,109,1410,1066,8,1,4,1,-,1,-,-
