地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,売場面積（m2）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
4,13117,1311700000,北区,,,北区,1760,1028,732,13025,177378,151851,852,343,282,171,61,24,18,9
5,13117,1311701200,北区,北区赤羽,,北区赤羽,186,147,39,3160,33053,28505,62,32,45,24,9,7,4,3
6,13117,1311701201,北区,北区赤羽,1丁目,北区赤羽1丁目,121,98,23,1077,17388,14554,40,20,31,14,7,6,3,-
6,13117,1311701202,北区,北区赤羽,2丁目,北区赤羽2丁目,61,46,15,2071,15368,13835,20,11,13,10,2,1,1,3
6,13117,1311701203,北区,北区赤羽,3丁目,北区赤羽3丁目,4,3,1,12,297,116,2,1,1,-,-,-,-,-
5,13117,1311701900,北区,北区赤羽北,,北区赤羽北,31,19,12,324,3714,3167,14,2,7,3,2,2,1,-
6,13117,1311701901,北区,北区赤羽北,1丁目,北区赤羽北1丁目,7,5,2,55,420,163,3,2,1,-,-,1,-,-
6,13117,1311701902,北区,北区赤羽北,2丁目,北区赤羽北2丁目,18,12,6,247,3106,2803,6,-,6,2,2,1,1,-
6,13117,1311701903,北区,北区赤羽北,3丁目,北区赤羽北3丁目,6,2,4,22,188,201,5,-,-,1,-,-,-,-
5,13117,1311701700,北区,北区赤羽台,,北区赤羽台,22,16,6,161,2095,2038,13,1,1,6,-,1,-,-
6,13117,1311701701,北区,北区赤羽台,1丁目,北区赤羽台1丁目,3,2,1,31,X,816,1,-,-,2,-,-,-,-
6,13117,1311701702,北区,北区赤羽台,2丁目,北区赤羽台2丁目,1,1,-,48,X,-,-,-,-,-,-,1,-,-
6,13117,1311701703,北区,北区赤羽台,3丁目,北区赤羽台3丁目,10,8,2,51,696,774,7,-,-,3,-,-,-,-
6,13117,1311701704,北区,北区赤羽台,4丁目,北区赤羽台4丁目,8,5,3,31,582,448,5,1,1,1,-,-,-,-
5,13117,1311701400,北区,北区赤羽西,,北区赤羽西,108,75,33,1227,19407,22141,30,28,38,7,2,-,1,2
6,13117,1311701401,北区,北区赤羽西,1丁目,北区赤羽西1丁目,78,67,11,897,18063,21108,9,27,34,5,1,-,1,1
6,13117,1311701402,北区,北区赤羽西,2丁目,北区赤羽西2丁目,3,2,1,21,X,X,1,1,-,1,-,-,-,-
6,13117,1311701403,北区,北区赤羽西,3丁目,北区赤羽西3丁目,5,1,4,11,90,145,4,-,1,-,-,-,-,-
6,13117,1311701404,北区,北区赤羽西,4丁目,北区赤羽西4丁目,13,3,10,31,224,339,12,-,-,1,-,-,-,-
6,13117,1311701405,北区,北区赤羽西,5丁目,北区赤羽西5丁目,2,-,2,22,X,X,1,-,-,-,1,-,-,-
6,13117,1311701406,北区,北区赤羽西,6丁目,北区赤羽西6丁目,7,2,5,245,565,242,3,-,3,-,-,-,-,1
5,13117,1311701800,北区,北区赤羽南,,北区赤羽南,15,11,4,106,1941,1227,6,2,2,4,1,-,-,-
6,13117,1311701801,北区,北区赤羽南,1丁目,北区赤羽南1丁目,12,8,4,65,932,707,6,2,2,2,-,-,-,-
6,13117,1311701802,北区,北区赤羽南,2丁目,北区赤羽南2丁目,3,3,-,41,1009,520,-,-,-,2,1,-,-,-
5,13117,1311701600,北区,北区岩淵町,,北区岩淵町,13,10,3,99,2121,598,8,1,1,1,2,-,-,-
5,13117,1311702000,北区,北区浮間,,北区浮間,59,43,16,418,6410,5821,25,14,8,8,3,-,-,1
6,13117,1311702001,北区,北区浮間,1丁目,北区浮間1丁目,10,5,5,54,X,1101,5,1,1,3,-,-,-,-
6,13117,1311702002,北区,北区浮間,2丁目,北区浮間2丁目,10,7,3,43,1180,588,5,3,-,2,-,-,-,-
6,13117,1311702003,北区,北区浮間,3丁目,北区浮間3丁目,25,18,7,247,3396,3192,11,4,5,2,2,-,-,1
6,13117,1311702004,北区,北区浮間,4丁目,北区浮間4丁目,12,11,1,69,943,940,3,5,2,1,1,-,-,-
6,13117,1311702005,北区,北区浮間,5丁目,北区浮間5丁目,2,2,-,5,X,-,1,1,-,-,-,-,-,-
5,13117,1311700100,北区,北区王子,,北区王子,125,87,38,1058,16977,14043,53,25,21,13,7,3,2,1
6,13117,1311700101,北区,北区王子,1丁目,北区王子1丁目,48,44,4,558,8255,5982,14,9,12,6,4,1,1,1
6,13117,1311700102,北区,北区王子,2丁目,北区王子2丁目,32,14,18,179,2398,1532,17,7,4,1,2,1,-,-
6,13117,1311700103,北区,北区王子,3丁目,北区王子3丁目,9,6,3,34,287,368,5,3,-,1,-,-,-,-
6,13117,1311700104,北区,北区王子,4丁目,北区王子4丁目,9,7,2,45,1057,318,5,2,1,-,1,-,-,-
6,13117,1311700105,北区,北区王子,5丁目,北区王子5丁目,21,10,11,188,3742,2718,11,4,1,3,-,1,1,-
6,13117,1311700106,北区,北区王子,6丁目,北区王子6丁目,6,6,-,54,1238,3125,1,-,3,2,-,-,-,-
5,13117,1311700500,北区,北区王子本町,,北区王子本町,34,14,20,123,1085,2026,24,6,1,2,1,-,-,-
