地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,売場面積（m2）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
4,13120,1312000000,練馬区,,,練馬区,2481,1563,918,21025,422614,318822,1030,433,448,346,129,44,33,18
5,13120,1312000100,練馬区,練馬区旭丘,,練馬区旭丘,43,26,17,302,3741,6018,19,8,7,5,3,-,1,-
6,13120,1312000101,練馬区,練馬区旭丘,1丁目,練馬区旭丘1丁目,36,21,15,265,3482,5731,16,6,6,5,2,-,1,-
6,13120,1312000102,練馬区,練馬区旭丘,2丁目,練馬区旭丘2丁目,7,5,2,37,259,287,3,2,1,-,1,-,-,-
5,13120,1312002500,練馬区,練馬区旭町,,練馬区旭町,26,15,11,281,8785,1125,12,3,2,5,1,1,2,-
6,13120,1312002501,練馬区,練馬区旭町,1丁目,練馬区旭町1丁目,19,12,7,222,8355,821,8,2,2,4,1,-,2,-
6,13120,1312002502,練馬区,練馬区旭町,2丁目,練馬区旭町2丁目,1,-,1,2,X,X,1,-,-,-,-,-,-,-
6,13120,1312002503,練馬区,練馬区旭町,3丁目,練馬区旭町3丁目,6,3,3,57,X,X,3,1,-,1,-,1,-,-
5,13120,1312004600,練馬区,練馬区大泉学園町,,練馬区大泉学園町,118,71,47,961,17769,12857,48,20,27,14,5,2,1,1
6,13120,1312004601,練馬区,練馬区大泉学園町,1丁目,練馬区大泉学園町1丁目,14,8,6,93,2890,1109,6,1,3,4,-,-,-,-
6,13120,1312004602,練馬区,練馬区大泉学園町,2丁目,練馬区大泉学園町2丁目,7,5,2,53,830,1654,2,1,2,1,1,-,-,-
6,13120,1312004603,練馬区,練馬区大泉学園町,3丁目,練馬区大泉学園町3丁目,5,4,1,53,1458,626,1,-,2,1,1,-,-,-
6,13120,1312004604,練馬区,練馬区大泉学園町,4丁目,練馬区大泉学園町4丁目,15,6,9,92,1833,1871,9,1,2,1,2,-,-,-
6,13120,1312004605,練馬区,練馬区大泉学園町,5丁目,練馬区大泉学園町5丁目,11,7,4,102,2057,3359,4,1,4,1,-,-,1,-
6,13120,1312004606,練馬区,練馬区大泉学園町,6丁目,練馬区大泉学園町6丁目,25,13,12,158,3383,2348,10,4,8,2,-,1,-,-
6,13120,1312004607,練馬区,練馬区大泉学園町,7丁目,練馬区大泉学園町7丁目,24,16,8,316,3903,1257,9,6,4,3,1,-,-,1
6,13120,1312004608,練馬区,練馬区大泉学園町,8丁目,練馬区大泉学園町8丁目,13,8,5,50,835,302,6,5,1,1,-,-,-,-
6,13120,1312004609,練馬区,練馬区大泉学園町,9丁目,練馬区大泉学園町9丁目,4,4,-,44,582,331,1,1,1,-,-,1,-,-
