地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,売場面積（m2）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
4,13203,1320300000,武蔵野市,,,武蔵野市,1179,910,269,10368,232429,202619,327,318,283,149,52,26,15,9
5,13203,1320300500,武蔵野市,武蔵野市吉祥寺北町,,武蔵野市吉祥寺北町,31,17,14,160,2515,1712,17,7,3,1,2,1,-,-
6,13203,1320300501,武蔵野市,武蔵野市吉祥寺北町,1丁目,武蔵野市吉祥寺北町1丁目,10,4,6,61,1407,868,6,1,1,1,1,-,-,-
6,13203,1320300502,武蔵野市,武蔵野市吉祥寺北町,2丁目,武蔵野市吉祥寺北町2丁目,4,3,1,11,80,100,2,2,-,-,-,-,-,-
6,13203,1320300503,武蔵野市,武蔵野市吉祥寺北町,3丁目,武蔵野市吉祥寺北町3丁目,3,3,-,10,259,193,1,1,1,-,-,-,-,-
6,13203,1320300504,武蔵野市,武蔵野市吉祥寺北町,4丁目,武蔵野市吉祥寺北町4丁目,10,4,6,39,269,389,6,3,-,-,1,-,-,-
6,13203,1320300505,武蔵野市,武蔵野市吉祥寺北町,5丁目,武蔵野市吉祥寺北町5丁目,4,3,1,39,500,162,2,-,1,-,-,1,-,-
5,13203,1320300100,武蔵野市,武蔵野市吉祥寺東町,,武蔵野市吉祥寺東町,28,18,10,157,1916,1895,13,5,6,1,3,-,-,-
6,13203,1320300101,武蔵野市,武蔵野市吉祥寺東町,1丁目,武蔵野市吉祥寺東町1丁目,13,7,6,44,705,1130,7,2,4,-,-,-,-,-
6,13203,1320300102,武蔵野市,武蔵野市吉祥寺東町,2丁目,武蔵野市吉祥寺東町2丁目,8,5,3,64,502,621,3,2,1,-,2,-,-,-
6,13203,1320300103,武蔵野市,武蔵野市吉祥寺東町,3丁目,武蔵野市吉祥寺東町3丁目,5,5,-,46,X,X,1,1,1,1,1,-,-,-
6,13203,1320300104,武蔵野市,武蔵野市吉祥寺東町,4丁目,武蔵野市吉祥寺東町4丁目,2,1,1,3,X,X,2,-,-,-,-,-,-,-
5,13203,1320300400,武蔵野市,武蔵野市吉祥寺本町,,武蔵野市吉祥寺本町,504,436,68,4322,130343,112916,103,165,132,71,17,8,3,5
6,13203,1320300401,武蔵野市,武蔵野市吉祥寺本町,1丁目,武蔵野市吉祥寺本町1丁目,308,282,26,2893,83046,70853,44,95,96,50,11,6,2,4
6,13203,1320300402,武蔵野市,武蔵野市吉祥寺本町,2丁目,武蔵野市吉祥寺本町2丁目,156,132,24,1211,45278,40654,44,58,29,18,3,2,1,1
6,13203,1320300403,武蔵野市,武蔵野市吉祥寺本町,3丁目,武蔵野市吉祥寺本町3丁目,19,11,8,76,969,489,8,6,3,2,-,-,-,-
6,13203,1320300404,武蔵野市,武蔵野市吉祥寺本町,4丁目,武蔵野市吉祥寺本町4丁目,21,11,10,142,1051,920,7,6,4,1,3,-,-,-
5,13203,1320300200,武蔵野市,武蔵野市吉祥寺南町,,武蔵野市吉祥寺南町,228,199,29,2064,38344,31056,41,63,65,36,11,7,4,1
6,13203,1320300201,武蔵野市,武蔵野市吉祥寺南町,1丁目,武蔵野市吉祥寺南町1丁目,166,156,10,1558,30966,22389,18,48,52,29,10,6,3,-
6,13203,1320300202,武蔵野市,武蔵野市吉祥寺南町,2丁目,武蔵野市吉祥寺南町2丁目,46,30,16,439,6176,7636,15,10,12,5,1,1,1,1
