地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,売場面積（m2）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
4,13112,1311200000,世田谷区,,,世田谷区,3715,2581,1134,28958,584424,378701,1494,776,680,481,146,68,51,19
5,13112,1311202400,世田谷区,世田谷区赤堤,,世田谷区赤堤,65,37,28,335,3719,4186,32,10,12,9,2,-,-,-
6,13112,1311202401,世田谷区,世田谷区赤堤,1丁目,世田谷区赤堤1丁目,5,3,2,13,164,115,3,1,1,-,-,-,-,-
6,13112,1311202402,世田谷区,世田谷区赤堤,2丁目,世田谷区赤堤2丁目,5,4,1,17,530,470,2,2,1,-,-,-,-,-
6,13112,1311202403,世田谷区,世田谷区赤堤,3丁目,世田谷区赤堤3丁目,8,4,4,77,884,978,3,2,-,1,2,-,-,-
6,13112,1311202404,世田谷区,世田谷区赤堤,4丁目,世田谷区赤堤4丁目,30,17,13,133,1448,1918,15,4,8,3,-,-,-,-
6,13112,1311202405,世田谷区,世田谷区赤堤,5丁目,世田谷区赤堤5丁目,17,9,8,95,693,705,9,1,2,5,-,-,-,-
5,13112,1311200100,世田谷区,世田谷区池尻,,世田谷区池尻,54,34,20,464,9408,4718,23,10,7,10,1,1,2,-
6,13112,1311200101,世田谷区,世田谷区池尻,1丁目,世田谷区池尻1丁目,1,1,-,5,X,X,-,-,1,-,-,-,-,-
6,13112,1311200102,世田谷区,世田谷区池尻,2丁目,世田谷区池尻2丁目,22,12,10,110,1349,879,11,6,2,2,1,-,-,-
6,13112,1311200103,世田谷区,世田谷区池尻,3丁目,世田谷区池尻3丁目,22,16,6,305,7543,3414,8,3,2,6,-,1,2,-
6,13112,1311200104,世田谷区,世田谷区池尻,4丁目,世田谷区池尻4丁目,9,5,4,44,X,X,4,1,2,2,-,-,-,-
5,13112,1311204900,世田谷区,世田谷区宇奈根,,世田谷区宇奈根,9,3,6,27,111,135,7,1,-,1,-,-,-,-
6,13112,1311204901,世田谷区,世田谷区宇奈根,1丁目,世田谷区宇奈根1丁目,4,-,4,5,X,95,4,-,-,-,-,-,-,-
6,13112,1311204902,世田谷区,世田谷区宇奈根,2丁目,世田谷区宇奈根2丁目,4,3,1,19,61,40,3,-,-,1,-,-,-,-
6,13112,1311204903,世田谷区,世田谷区宇奈根,3丁目,世田谷区宇奈根3丁目,1,-,1,3,X,-,-,1,-,-,-,-,-,-
5,13112,1311201700,世田谷区,世田谷区梅丘,,世田谷区梅丘,51,34,17,446,6064,3972,21,16,6,4,1,-,3,-
6,13112,1311201701,世田谷区,世田谷区梅丘,1丁目,世田谷区梅丘1丁目,45,31,14,437,5679,3801,16,15,6,4,1,-,3,-
6,13112,1311201702,世田谷区,世田谷区梅丘,2丁目,世田谷区梅丘2丁目,5,2,3,8,X,171,4,1,-,-,-,-,-,-
6,13112,1311201703,世田谷区,世田谷区梅丘,3丁目,世田谷区梅丘3丁目,1,1,-,1,X,-,1,-,-,-,-,-,-,-
5,13112,1311205200,世田谷区,世田谷区大蔵,,世田谷区大蔵,11,9,2,78,1081,1403,2,4,2,3,-,-,-,-
6,13112,1311205201,世田谷区,世田谷区大蔵,1丁目,世田谷区大蔵1丁目,4,4,-,39,457,699,-,2,-,2,-,-,-,-
6,13112,1311205202,世田谷区,世田谷区大蔵,2丁目,世田谷区大蔵2丁目,3,3,-,11,378,100,1,1,1,-,-,-,-,-
6,13112,1311205203,世田谷区,世田谷区大蔵,3丁目,世田谷区大蔵3丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13112,1311205204,世田谷区,世田谷区大蔵,4丁目,世田谷区大蔵4丁目,1,1,-,4,X,X,-,1,-,-,-,-,-,-
6,13112,1311205205,世田谷区,世田谷区大蔵,5丁目,世田谷区大蔵5丁目,1,-,1,2,X,X,1,-,-,-,-,-,-,-
6,13112,1311205206,世田谷区,世田谷区大蔵,6丁目,世田谷区大蔵6丁目,2,1,1,22,X,X,-,-,1,1,-,-,-,-
5,13112,1311202100,世田谷区,世田谷区大原,,世田谷区大原,44,24,20,346,7043,6396,20,4,11,7,-,-,1,1
6,13112,1311202101,世田谷区,世田谷区大原,1丁目,世田谷区大原1丁目,11,6,5,48,1968,2527,4,2,3,2,-,-,-,-
6,13112,1311202102,世田谷区,世田谷区大原,2丁目,世田谷区大原2丁目,33,18,15,298,5074,3869,16,2,8,5,-,-,1,1
5,13112,1311205100,世田谷区,世田谷区岡本,,世田谷区岡本,6,5,1,33,675,545,3,1,-,2,-,-,-,-
