地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,売場面積（m2）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
4,13122,1312200000,葛飾区,,,葛飾区,2318,1316,1002,15946,274898,236806,1061,498,380,249,73,27,14,16
5,13122,1312201300,葛飾区,葛飾区青戸,,葛飾区青戸,168,108,60,1134,17641,13630,71,42,29,20,1,2,2,1
6,13122,1312201301,葛飾区,葛飾区青戸,1丁目,葛飾区青戸1丁目,12,5,7,27,226,531,8,3,1,-,-,-,-,-
6,13122,1312201302,葛飾区,葛飾区青戸,2丁目,葛飾区青戸2丁目,3,2,1,7,58,53,2,1,-,-,-,-,-,-
6,13122,1312201303,葛飾区,葛飾区青戸,3丁目,葛飾区青戸3丁目,83,59,24,543,8141,8374,30,25,13,11,1,2,1,-
6,13122,1312201304,葛飾区,葛飾区青戸,4丁目,葛飾区青戸4丁目,10,8,2,326,4455,1212,1,1,-,6,-,-,1,1
6,13122,1312201305,葛飾区,葛飾区青戸,5丁目,葛飾区青戸5丁目,16,9,7,60,718,691,8,4,3,1,-,-,-,-
6,13122,1312201306,葛飾区,葛飾区青戸,6丁目,葛飾区青戸6丁目,25,14,11,95,2591,1502,12,5,7,1,-,-,-,-
6,13122,1312201307,葛飾区,葛飾区青戸,7丁目,葛飾区青戸7丁目,10,3,7,33,529,772,6,2,1,1,-,-,-,-
6,13122,1312201308,葛飾区,葛飾区青戸,8丁目,葛飾区青戸8丁目,9,8,1,43,923,495,4,1,4,-,-,-,-,-
5,13122,1312201700,葛飾区,葛飾区奥戸,,葛飾区奥戸,88,58,30,1038,25666,15683,34,16,10,14,5,6,1,2
6,13122,1312201701,葛飾区,葛飾区奥戸,1丁目,葛飾区奥戸1丁目,4,2,2,8,X,X,3,1,-,-,-,-,-,-
6,13122,1312201702,葛飾区,葛飾区奥戸,2丁目,葛飾区奥戸2丁目,27,14,13,220,3825,4774,13,8,3,1,-,1,-,1
6,13122,1312201703,葛飾区,葛飾区奥戸,3丁目,葛飾区奥戸3丁目,10,6,4,322,5858,6036,4,-,-,2,2,1,-,1
6,13122,1312201704,葛飾区,葛飾区奥戸,4丁目,葛飾区奥戸4丁目,9,9,-,151,6191,139,2,2,-,2,1,1,1,-
6,13122,1312201705,葛飾区,葛飾区奥戸,5丁目,葛飾区奥戸5丁目,10,8,2,88,1813,1536,3,2,1,3,-,1,-,-
6,13122,1312201706,葛飾区,葛飾区奥戸,6丁目,葛飾区奥戸6丁目,11,8,3,106,2547,578,3,1,3,2,2,-,-,-
6,13122,1312201707,葛飾区,葛飾区奥戸,7丁目,葛飾区奥戸7丁目,10,6,4,58,3257,1106,4,1,2,3,-,-,-,-
6,13122,1312201708,葛飾区,葛飾区奥戸,8丁目,葛飾区奥戸8丁目,5,4,1,81,2027,1215,1,-,1,1,-,2,-,-
6,13122,1312201709,葛飾区,葛飾区奥戸,9丁目,葛飾区奥戸9丁目,2,1,1,4,X,X,1,1,-,-,-,-,-,-
5,13122,1312200900,葛飾区,葛飾区お花茶屋,,葛飾区お花茶屋,75,39,36,343,4217,4589,36,17,11,10,1,-,-,-
6,13122,1312200901,葛飾区,葛飾区お花茶屋,1丁目,葛飾区お花茶屋1丁目,50,31,19,248,3484,3856,23,10,8,8,1,-,-,-
6,13122,1312200902,葛飾区,葛飾区お花茶屋,2丁目,葛飾区お花茶屋2丁目,18,6,12,83,682,675,7,6,3,2,-,-,-,-
6,13122,1312200903,葛飾区,葛飾区お花茶屋,3丁目,葛飾区お花茶屋3丁目,7,2,5,12,51,58,6,1,-,-,-,-,-,-
5,13122,1312202300,葛飾区,葛飾区金町,,葛飾区金町,107,55,52,596,11028,5826,58,20,15,8,4,1,-,1
6,13122,1312202301,葛飾区,葛飾区金町,1丁目,葛飾区金町1丁目,7,7,-,94,4734,98,-,1,1,3,2,-,-,-
