地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,売場面積（m2）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
4,13211,1321100000,小平市,,,小平市,682,424,258,6210,108517,100669,259,129,126,91,40,19,11,7
5,13211,1321102200,小平市,小平市大沼町,,小平市大沼町,17,10,7,108,2979,2121,6,4,3,3,1,-,-,-
6,13211,1321102201,小平市,小平市大沼町,1丁目,小平市大沼町1丁目,2,1,1,8,X,X,1,-,1,-,-,-,-,-
6,13211,1321102202,小平市,小平市大沼町,2丁目,小平市大沼町2丁目,4,2,2,33,1196,1135,1,1,-,2,-,-,-,-
6,13211,1321102203,小平市,小平市大沼町,3丁目,小平市大沼町3丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13211,1321102204,小平市,小平市大沼町,4丁目,小平市大沼町4丁目,6,5,1,39,1563,812,2,2,1,-,1,-,-,-
6,13211,1321102205,小平市,小平市大沼町,5丁目,小平市大沼町5丁目,4,2,2,25,148,69,2,-,1,1,-,-,-,-
6,13211,1321102206,小平市,小平市大沼町,6丁目,小平市大沼町6丁目,1,-,1,3,X,X,-,1,-,-,-,-,-,-
6,13211,1321102207,小平市,小平市大沼町,7丁目,小平市大沼町7丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13211,1321100600,小平市,小平市小川西町,,小平市小川西町,48,22,26,389,4150,3849,20,12,8,3,3,1,-,1
6,13211,1321100601,小平市,小平市小川西町,1丁目,小平市小川西町1丁目,4,3,1,198,X,X,1,-,-,-,1,1,-,1
6,13211,1321100602,小平市,小平市小川西町,2丁目,小平市小川西町2丁目,7,2,5,27,199,324,2,3,1,1,-,-,-,-
6,13211,1321100603,小平市,小平市小川西町,3丁目,小平市小川西町3丁目,15,5,10,52,488,595,8,5,-,2,-,-,-,-
6,13211,1321100604,小平市,小平市小川西町,4丁目,小平市小川西町4丁目,20,11,9,108,1064,1351,8,3,7,-,2,-,-,-
6,13211,1321100605,小平市,小平市小川西町,5丁目,小平市小川西町5丁目,2,1,1,4,X,X,1,1,-,-,-,-,-,-
5,13211,1321100800,小平市,小平市小川東町,,小平市小川東町,39,35,4,680,13139,17181,6,8,10,9,2,-,2,2
6,13211,1321100801,小平市,小平市小川東町,1丁目,小平市小川東町1丁目,16,13,3,282,5860,4842,2,2,2,6,2,-,2,-
6,13211,1321100802,小平市,小平市小川東町,2丁目,小平市小川東町2丁目,10,10,-,225,3638,9055,2,3,4,-,-,-,-,1
6,13211,1321100803,小平市,小平市小川東町,3丁目,小平市小川東町3丁目,3,2,1,11,X,X,1,1,1,-,-,-,-,-
6,13211,1321100804,小平市,小平市小川東町,4丁目,小平市小川東町4丁目,3,3,-,24,1125,205,1,-,-,2,-,-,-,-
6,13211,1321100805,小平市,小平市小川東町,5丁目,小平市小川東町5丁目,6,6,-,134,2144,2604,-,1,3,1,-,-,-,1
6,13211,1321100891,小平市,小平市小川東町,（1～5丁目を除く）,小平市小川東町（1～5丁目を除く）,1,1,-,4,X,X,-,1,-,-,-,-,-,-
5,13211,1321100400,小平市,小平市小川町,,小平市小川町,74,54,20,696,11563,9557,23,13,14,14,5,4,1,-
6,13211,1321100401,小平市,小平市小川町,1丁目,小平市小川町1丁目,49,34,15,456,7478,7145,17,8,9,8,3,3,1,-
6,13211,1321100402,小平市,小平市小川町,2丁目,小平市小川町2丁目,25,20,5,240,4085,2412,6,5,5,6,2,1,-,-
5,13211,1321101300,小平市,小平市学園西町,,小平市学園西町,44,18,26,252,4626,2560,31,3,3,4,1,1,1,-
6,13211,1321101301,小平市,小平市学園西町,1丁目,小平市学園西町1丁目,20,7,13,86,1202,1245,16,1,-,2,1,-,-,-
6,13211,1321101302,小平市,小平市学園西町,2丁目,小平市学園西町2丁目,14,5,9,71,748,431,7,2,3,2,-,-,-,-
6,13211,1321101303,小平市,小平市学園西町,3丁目,小平市学園西町3丁目,10,6,4,95,2677,884,8,-,-,-,-,1,1,-
5,13211,1321101500,小平市,小平市学園東町,,小平市学園東町,92,43,49,353,5144,6668,51,22,13,5,-,1,-,-
6,13211,1321101501,小平市,小平市学園東町,1丁目,小平市学園東町1丁目,49,22,27,173,3150,4013,30,11,6,1,-,1,-,-
6,13211,1321101502,小平市,小平市学園東町,2丁目,小平市学園東町2丁目,17,7,10,80,X,X,8,3,4,2,-,-,-,-
6,13211,1321101503,小平市,小平市学園東町,3丁目,小平市学園東町3丁目,24,14,10,97,1273,1578,11,8,3,2,-,-,-,-
6,13211,1321101591,小平市,小平市学園東町,（1～3丁目を除く）,小平市学園東町（1～3丁目を除く）,2,-,2,3,X,X,2,-,-,-,-,-,-,-
5,13211,1321101100,小平市,小平市喜平町,,小平市喜平町,10,8,2,90,2318,1607,2,2,3,2,1,-,-,-
6,13211,1321101101,小平市,小平市喜平町,1丁目,小平市喜平町1丁目,6,5,1,52,1859,1066,2,1,1,1,1,-,-,-
6,13211,1321101102,小平市,小平市喜平町,2丁目,小平市喜平町2丁目,1,1,-,9,X,X,-,-,1,-,-,-,-,-
6,13211,1321101103,小平市,小平市喜平町,3丁目,小平市喜平町3丁目,3,2,1,29,X,X,-,1,1,1,-,-,-,-
5,13211,1321100500,小平市,小平市栄町,,小平市栄町,1,1,-,5,X,X,-,-,1,-,-,-,-,-
6,13211,1321100501,小平市,小平市栄町,1丁目,小平市栄町1丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13211,1321100502,小平市,小平市栄町,2丁目,小平市栄町2丁目,1,1,-,5,X,X,-,-,1,-,-,-,-,-
6,13211,1321100503,小平市,小平市栄町,3丁目,小平市栄町3丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13211,1321100200,小平市,小平市上水新町,,小平市上水新町,10,4,6,47,424,361,9,-,-,-,-,1,-,-
6,13211,1321100201,小平市,小平市上水新町,1丁目,小平市上水新町1丁目,5,3,2,9,70,95,5,-,-,-,-,-,-,-
